query_id,x_r,y_r,th_r,x_d,y_d,th_d,x_u,y_u,th_u,x_e,y_e,th_e,x_dist,y_dist,th_dist,x_re,y_re,th_re,x_top3,y_top3,th_top3,errer_x_u,errer_y_u,errer_th_u,error_u,error_ex,error_ey,error_eth,error_e,error_x_d,error_y_d,error_th_d,error_d,error_x_dist,error_y_dist,error_th_dist,error_dist,error_x_re,error_y_re,errorth_re,error_re,error_x_top3,error_y_top3,error_th_top3,error_top3
01206200558,-0.11116345782633179,-0.25928142194555226,242.53367537399023,-0.1,-0.2,180.057249616,9.0,-0.0,170.0,0.0,0.0,180.0,-0.0,-0.2,180.0,-0.0,-0.2,180.0,-9.0,-0.0,170.0,9.111163457826331,0.25928142194555226,72.53367537399023,73.10413524329792,0.11116345782633179,0.25928142194555226,62.533675373990235,62.53431170125497,0.011163457826331782,0.05928142194555225,62.47642575799023,62.47645488024624,0.11116345782633179,0.05928142194555225,62.533675373990235,62.53380227829535,0.11116345782633179,0.05928142194555225,62.533675373990235,62.53380227829535,8.888836542173669,0.25928142194555226,72.53367537399023,73.07675899483122
01206200611,-0.021314703113148415,-0.4825708071771419,181.40999387264714,-0.1,-0.2,181.135609712,7.8,-1.2,20.0,0.0,-0.2,180.0,-0.0,-0.2,245.0,-0.0,-0.2,245.0,-7.8,-0.6,5.0,7.821314703113148,0.717429192822858,161.40999387264714,161.60097088291218,0.021314703113148415,0.2825708071771419,1.409993872647135,1.4381875046529948,0.0786852968868516,0.2825708071771419,0.2743841606471449,0.4016519695320212,0.021314703113148415,0.2825708071771419,63.590006127352865,63.59063751728247,0.021314703113148415,0.2825708071771419,63.590006127352865,63.59063751728247,7.778685296886851,0.11742919282285808,176.40999387264714,176.58144770249996
01206200624,-0.025433321233298195,-1.0029605234017342,189.84145379255415,0.328765001034,-1.10791558798,181.094770432,0.2,-0.4,240.0,0.0,-0.2,245.0,0.4,-1.0,220.0,0.4,-1.0,220.0,0.2,-0.4,240.0,0.2254333212332982,0.6029605234017342,50.15854620744585,50.1626767549299,0.025433321233298195,0.8029605234017343,55.15854620744585,55.16439623683839,0.3541983222672982,0.10495506457826576,8.746683360554158,8.75448124259071,0.42543332123329825,0.0029605234017342497,30.158546207445852,30.161546903667936,0.42543332123329825,0.0029605234017342497,30.158546207445852,30.161546903667936,0.2254333212332982,0.6029605234017342,50.15854620744585,50.1626767549299
01206200638,-0.12743095492072512,-0.9303291999623406,253.00837822635083,0.328765001034,-1.10791558798,180.959993016,1.8,-1.0,300.0,0.4,-1.0,220.0,0.4,-1.2,355.0,0.4,-1.2,355.0,-1.8,-1.0,300.0,1.9274309549207251,0.06967080003765935,46.99162177364917,47.031184984264044,0.5274309549207251,0.06967080003765935,33.00837822635083,33.012665305400866,0.4561959559547252,0.17758638801765936,72.04838521035083,72.05004832125056,0.5274309549207251,0.2696708000376593,101.99162177364917,101.99334202668186,0.5274309549207251,0.2696708000376593,101.99162177364917,101.99334202668186,1.672569045079275,0.06967080003765935,46.99162177364917,47.02142977567392
01206200651,-0.9999074637235145,-1.0760762376604185,260.5131937546048,-0.661718027079,-1.10755634044,180.906193029,7.4,-2.0,45.0,0.4,-1.2,355.0,-0.6,-1.2,310.0,-0.6,-1.2,310.0,-7.4,-2.0,45.0,8.399907463723515,0.9239237623395815,215.5131937546048,215.67880925771908,1.3999074637235145,0.12392376233958147,94.4868062453952,94.49725738062833,0.3381894366445145,0.031480102779581465,79.60700072560479,79.60772530111868,0.3999074637235145,0.12392376233958147,49.4868062453952,49.48857722189737,0.3999074637235145,0.12392376233958147,49.4868062453952,49.48857722189737,6.400092536276486,0.9239237623395815,215.5131937546048,215.6101841330816
01206200705,-1.9639208702124373,-1.2371776338319564,260.64288742811345,-2.16316741791,-1.10701176574,180.906193029,8.0,-2.0,60.0,-0.6,-1.2,310.0,-2.2,-1.2,350.0,-2.2,-1.2,350.0,-8.0,-2.0,60.0,9.963920870212437,0.7628223661680436,200.64288742811345,200.8915874111228,1.3639208702124375,0.03717763383195649,49.357112571886546,49.37596807912266,0.19924654769756267,0.1301658680919564,79.73669439911345,79.73704958197034,0.23607912978756285,0.03717763383195649,89.35711257188655,89.35743216272938,0.23607912978756285,0.03717763383195649,89.35711257188655,89.35743216272938,6.036079129787563,0.7628223661680436,200.64288742811345,200.73511009465682
