DB No.,n_d[i] 
0062488,16.6346
0062489,16.6346
0062490,16.6346
0062491,16.6346
0062492,16.6346
0062493,16.6346
0062494,16.6346
0062495,16.6346
0062496,16.6346
0062497,16.6346
0062498,16.6346
0062499,16.6346
0062500,16.6346
0062501,16.6346
0062502,16.6346
0062503,16.6346
0062504,16.6346
0062505,16.6346
0062506,16.6346
0062507,16.6346
0062508,16.6346
0062509,16.6346
0062510,16.6346
0062511,16.6346
0062512,16.6349
0062513,16.6357
0062514,16.6385
0062515,16.647
0062516,16.6711
0062517,16.734
0062518,16.884
0062519,17.2124
0062520,17.8701
0062521,19.0733
0062522,21.0783
0062523,24.109
0062524,28.2401
0062525,33.2692
0062526,38.6443
0062527,43.5173
0062528,46.9447
0062529,48.1817
0062530,46.9447
0062531,43.5173
0062532,38.6443
0062533,33.2692
0062534,28.2401
0062535,24.109
0062536,21.0783
0062537,19.0733
0062538,17.8701
0062539,17.2124
0062540,16.884
0062541,16.734
0062542,16.6711
0062543,16.647
0062544,16.6385
0062545,16.6357
0062546,16.6349
0062547,16.6346
0062548,16.6346
0062549,16.6346
0062550,16.6346
0062551,22.0097
0062552,22.0097
0062553,22.0097
0062554,22.0097
0062555,22.0097
0062556,22.0097
0062557,22.0097
0062558,22.0097
0062559,22.0097
0062560,22.0097
0062561,22.0097
0062562,22.0097
0062563,22.0097
0062564,22.0097
0062565,22.0097
0062566,22.0097
0062567,22.0097
0062568,22.0097
0062569,22.0097
0062570,22.0097
0062571,22.0097
0062572,22.0097
0062573,22.0097
0062574,22.0097
0062575,22.0097
0062576,22.0097
0062577,22.0097
0062578,22.0097
0062579,22.0097
0062580,22.0097
0062581,22.0097
0062582,22.0097
0062583,22.0098
0062584,22.01
0062585,22.0108
0062586,22.0136
0062587,22.0221
0062588,22.0463
0062589,22.1091
0062590,22.2591
0062591,22.5875
0062592,23.2452
0062593,24.4484
0062594,26.4534
0062595,29.4841
0062596,33.6153
0062597,38.6443
0062598,44.0194
0062599,48.8924
0062600,52.3199
0062601,53.5569
0062602,52.3199
0062603,48.8924
0062604,44.0194
0062605,38.6443
0062606,33.6153
0062607,29.4841
0062608,26.4534
0062609,24.4484
0062610,23.2452
0062611,22.5875
0062612,22.2591
0062613,22.1091
0062614,22.0463
0062615,22.0221
0062616,22.0136
0062617,22.0108
0062618,22.01
0062619,22.0098
0062620,22.0097
0062621,22.0097
0062622,22.0097
0062623,26.8827
0062624,26.8827
0062625,26.8827
0062626,26.8827
0062627,26.8827
0062628,26.8827
0062629,26.8827
0062630,26.8827
0062631,26.8827
0062632,26.8827
0062633,26.8827
0062634,26.8827
0062635,26.8827
0062636,26.8827
0062637,26.8827
0062638,26.8827
0062639,26.8827
0062640,26.8827
0062641,26.8827
0062642,26.8827
0062643,26.8827
0062644,26.8827
0062645,26.8827
0062646,26.8827
0062647,26.8827
0062648,26.8827
0062649,26.8827
0062650,26.8827
0062651,26.8827
0062652,26.8827
0062653,26.8827
0062654,26.8827
0062655,26.8828
0062656,26.883
0062657,26.8838
0062658,26.8866
0062659,26.8951
0062660,26.9193
0062661,26.9821
0062662,27.1322
0062663,27.4605
0062664,28.1182
0062665,29.3215
0062666,31.3264
0062667,34.3571
0062668,38.4883
0062669,43.5173
0062670,48.8924
0062671,53.7654
0062672,57.1929
0062673,58.4299
0062674,57.1929
0062675,53.7654
0062676,48.8924
0062677,43.5173
0062678,38.4883
0062679,34.3571
0062680,31.3264
0062681,29.3215
0062682,28.1182
0062683,27.4605
0062684,27.1322
0062685,26.9821
0062686,26.9193
0062687,26.8951
0062688,26.8866
0062689,26.8838
0062690,26.883
0062691,26.8828
0062692,26.8827
0062693,26.8827
0062694,26.8827
0062695,0.577806
0062696,0.577806
0062697,0.577806
0062698,0.577806
0062699,0.577806
0062700,0.577806
0062701,0.577806
0062702,0.577806
0062703,0.577806
0062704,0.577806
0062705,0.577806
0062706,0.577806
0062707,0.577806
0062708,0.577806
0062709,0.577806
0062710,0.577806
0062711,0.577806
0062712,0.577806
0062713,0.577806
0062714,0.577806
0062715,0.577806
0062716,0.577806
0062717,0.577806
0062718,0.577806
0062719,0.577806
0062720,0.577806
0062721,0.577806
0062722,0.577806
0062723,0.577806
0062724,0.577807
0062725,0.57781
0062726,0.577823
0062727,0.57788
0062728,0.578107
0062729,0.578933
0062730,0.5817
0062731,0.590225
0062732,0.614377
0062733,0.677215
0062734,0.827251
0062735,1.15561
0062736,1.81332
0062737,3.01655
0062738,5.02149
0062739,8.0522
0062740,12.1834
0062741,17.2124
0062742,22.5875
0062743,27.4605
0062744,30.888
0062745,32.125
0062746,30.888
0062747,27.4605
0062748,22.5875
0062749,17.2124
0062750,12.1834
0062751,8.0522
0062752,5.02149
0062753,3.01655
0062754,1.81332
0062755,1.15561
0062756,0.827251
0062757,0.677215
0062758,0.614377
0062759,0.590225
0062760,0.5817
0062761,0.578933
0062762,0.578107
0062763,0.57788
0062764,0.577823
0062765,0.57781
0062766,0.577807
0062767,1.23551
0062768,1.23551
0062769,1.23551
0062770,1.23551
0062771,1.23551
0062772,1.23551
0062773,1.23551
0062774,1.23551
0062775,1.23551
0062776,1.23551
0062777,1.23551
0062778,1.23551
0062779,1.23551
0062780,1.23551
0062781,1.23551
0062782,1.23551
0062783,1.23551
0062784,1.23551
0062785,1.23551
0062786,1.23551
0062787,1.23551
0062788,1.23551
0062789,1.23551
0062790,1.23551
0062791,1.23551
0062792,1.23551
0062793,1.23551
0062794,1.23551
0062795,1.23551
0062796,1.23551
0062797,1.23551
0062798,1.23553
0062799,1.23558
0062800,1.23581
0062801,1.23664
0062802,1.2394
0062803,1.24793
0062804,1.27208
0062805,1.33492
0062806,1.48495
0062807,1.81332
0062808,2.47102
0062809,3.67425
0062810,5.67919
0062811,8.70991
0062812,12.8411
0062813,17.8701
0062814,23.2452
0062815,28.1182
0062816,31.5457
0062817,32.7827
0062818,31.5457
0062819,28.1182
0062820,23.2452
0062821,17.8701
0062822,12.8411
0062823,8.70991
0062824,5.67919
0062825,3.67425
0062826,2.47102
0062827,1.81332
0062828,1.48495
0062829,1.33492
0062830,1.27208
0062831,1.24793
0062832,1.2394
0062833,1.23664
0062834,1.23581
0062835,1.23558
0062836,1.23553
0062837,1.23551
0062838,1.23551
0062839,2.43874
0062840,2.43874
0062841,2.43874
0062842,2.43874
0062843,2.43874
0062844,2.43874
0062845,2.43874
0062846,2.43874
0062847,2.43874
0062848,2.43874
0062849,2.43874
0062850,2.43874
0062851,2.43874
0062852,2.43874
0062853,2.43874
0062854,2.43874
0062855,2.43874
0062856,2.43874
0062857,2.43874
0062858,2.43874
0062859,2.43874
0062860,2.43874
0062861,2.43874
0062862,2.43874
0062863,2.43874
0062864,2.43874
0062865,2.43874
0062866,2.43874
0062867,2.43874
0062868,2.43875
0062869,2.43875
0062870,2.43876
0062871,2.43882
0062872,2.43905
0062873,2.43987
0062874,2.44264
0062875,2.45116
0062876,2.47531
0062877,2.53815
0062878,2.68819
0062879,3.01655
0062880,3.67425
0062881,4.87749
0062882,6.88243
0062883,9.91314
0062884,14.0443
0062885,19.0733
0062886,24.4484
0062887,29.3215
0062888,32.7489
0062889,33.9859
0062890,32.7489
0062891,29.3215
0062892,24.4484
0062893,19.0733
0062894,14.0443
0062895,9.91314
0062896,6.88243
0062897,4.87749
0062898,3.67425
0062899,3.01655
0062900,2.68819
0062901,2.53815
0062902,2.47531
0062903,2.45116
0062904,2.44264
0062905,2.43987
0062906,2.43905
0062907,2.43882
0062908,2.43876
0062909,2.43875
0062910,2.43875
0062911,4.44368
0062912,4.44368
0062913,4.44368
0062914,4.44368
0062915,4.44368
0062916,4.44368
0062917,4.44368
0062918,4.44368
0062919,4.44368
0062920,4.44368
0062921,4.44368
0062922,4.44368
0062923,4.44368
0062924,4.44368
0062925,4.44368
0062926,4.44368
0062927,4.44368
0062928,4.44368
0062929,4.44368
0062930,4.44368
0062931,4.44368
0062932,4.44368
0062933,4.44368
0062934,4.44368
0062935,4.44368
0062936,4.44368
0062937,4.44368
0062938,4.44368
0062939,4.44368
0062940,4.44368
0062941,4.44369
0062942,4.4437
0062943,4.44376
0062944,4.44398
0062945,4.44481
0062946,4.44758
0062947,4.4561
0062948,4.48025
0062949,4.54309
0062950,4.69313
0062951,5.02149
0062952,5.67919
0062953,6.88243
0062954,8.88736
0062955,11.9181
0062956,16.0492
0062957,21.0783
0062958,26.4534
0062959,31.3264
0062960,34.7539
0062961,35.9908
0062962,34.7539
0062963,31.3264
0062964,26.4534
0062965,21.0783
0062966,16.0492
0062967,11.9181
0062968,8.88736
0062969,6.88243
0062970,5.67919
0062971,5.02149
0062972,4.69313
0062973,4.54309
0062974,4.48025
0062975,4.4561
0062976,4.44758
0062977,4.44481
0062978,4.44398
0062979,4.44376
0062980,4.4437
0062981,4.44369
0062982,4.44368
0062983,7.4744
0062984,7.4744
0062985,7.4744
0062986,7.4744
0062987,7.4744
0062988,7.4744
0062989,7.4744
0062990,7.4744
0062991,7.4744
0062992,7.4744
0062993,7.4744
0062994,7.4744
0062995,7.4744
0062996,7.4744
0062997,7.4744
0062998,7.4744
0062999,7.4744
0063000,7.4744
0063001,7.4744
0063002,7.4744
0063003,7.4744
0063004,7.4744
0063005,7.4744
0063006,7.4744
0063007,7.4744
0063008,7.4744
0063009,7.4744
0063010,7.4744
0063011,7.4744
0063012,7.4744
0063013,7.4744
0063014,7.47441
0063015,7.47447
0063016,7.4747
0063017,7.47552
0063018,7.47829
0063019,7.48682
0063020,7.51097
0063021,7.57381
0063022,7.72384
0063023,8.0522
0063024,8.70991
0063025,9.91314
0063026,11.9181
0063027,14.9488
0063028,19.0799
0063029,24.109
0063030,29.4841
0063031,34.3571
0063032,37.7846
0063033,39.0216
0063034,37.7846
0063035,34.3571
0063036,29.4841
0063037,24.109
0063038,19.0799
0063039,14.9488
0063040,11.9181
0063041,9.91314
0063042,8.70991
0063043,8.0522
0063044,7.72384
0063045,7.57381
0063046,7.51097
0063047,7.48682
0063048,7.47829
0063049,7.47552
0063050,7.4747
0063051,7.47447
0063052,7.47441
0063053,7.4744
0063054,7.4744
0063055,11.6055
0063056,11.6055
0063057,11.6055
0063058,11.6055
0063059,11.6055
0063060,11.6055
0063061,11.6055
0063062,11.6055
0063063,11.6055
0063064,11.6055
0063065,11.6055
0063066,11.6055
0063067,11.6055
0063068,11.6055
0063069,11.6055
0063070,11.6055
0063071,11.6055
0063072,11.6055
0063073,11.6055
0063074,11.6055
0063075,11.6055
0063076,11.6055
0063077,11.6055
0063078,11.6055
0063079,11.6055
0063080,11.6055
0063081,11.6055
0063082,11.6055
0063083,11.6055
0063084,11.6056
0063085,11.6056
0063086,11.6056
0063087,11.6056
0063088,11.6059
0063089,11.6067
0063090,11.6094
0063091,11.618
0063092,11.6421
0063093,11.705
0063094,11.855
0063095,12.1834
0063096,12.8411
0063097,14.0443
0063098,16.0492
0063099,19.0799
0063100,23.2111
0063101,28.2401
0063102,33.6153
0063103,38.4883
0063104,41.9157
0063105,43.1527
0063106,41.9157
0063107,38.4883
0063108,33.6153
0063109,28.2401
0063110,23.2111
0063111,19.0799
0063112,16.0492
0063113,14.0443
0063114,12.8411
0063115,12.1834
0063116,11.855
0063117,11.705
0063118,11.6421
0063119,11.618
0063120,11.6094
0063121,11.6067
0063122,11.6059
0063123,11.6056
0063124,11.6056
0063125,11.6056
0063126,11.6056
0063127,16.6346
0063128,16.6346
0063129,16.6346
0063130,16.6346
0063131,16.6346
0063132,16.6346
0063133,16.6346
0063134,16.6346
0063135,16.6346
0063136,16.6346
0063137,16.6346
0063138,16.6346
0063139,16.6346
0063140,16.6346
0063141,16.6346
0063142,16.6346
0063143,16.6346
0063144,16.6346
0063145,16.6346
0063146,16.6346
0063147,16.6346
0063148,16.6346
0063149,16.6346
0063150,16.6346
0063151,16.6346
0063152,16.6346
0063153,16.6346
0063154,16.6346
0063155,16.6346
0063156,16.6346
0063157,16.6346
0063158,16.6346
0063159,16.6346
0063160,16.6349
0063161,16.6357
0063162,16.6385
0063163,16.647
0063164,16.6711
0063165,16.734
0063166,16.884
0063167,17.2124
0063168,17.8701
0063169,19.0733
0063170,21.0783
0063171,24.109
0063172,28.2401
0063173,33.2692
0063174,38.6443
0063175,43.5173
0063176,46.9447
0063177,48.1817
0063178,46.9447
0063179,43.5173
0063180,38.6443
0063181,33.2692
0063182,28.2401
0063183,24.109
0063184,21.0783
0063185,19.0733
0063186,17.8701
0063187,17.2124
0063188,16.884
0063189,16.734
0063190,16.6711
0063191,16.647
0063192,16.6385
0063193,16.6357
0063194,16.6349
0063195,16.6346
0063196,16.6346
0063197,16.6346
0063198,16.6346
0063199,22.0097
0063200,22.0097
0063201,22.0097
0063202,22.0097
0063203,22.0097
0063204,22.0097
0063205,22.0097
0063206,22.0097
0063207,22.0097
0063208,22.0097
0063209,22.0097
0063210,22.0097
0063211,22.0097
0063212,22.0097
0063213,22.0097
0063214,22.0097
0063215,22.0097
0063216,22.0097
0063217,22.0097
0063218,22.0097
0063219,22.0097
0063220,22.0097
0063221,22.0097
0063222,22.0097
0063223,22.0097
0063224,22.0097
0063225,22.0097
0063226,22.0097
0063227,22.0097
0063228,22.0097
0063229,22.0097
0063230,22.0097
0063231,22.0098
0063232,22.01
0063233,22.0108
0063234,22.0136
0063235,22.0221
0063236,22.0463
0063237,22.1091
0063238,22.2591
0063239,22.5875
0063240,23.2452
0063241,24.4484
0063242,26.4534
0063243,29.4841
0063244,33.6153
0063245,38.6443
0063246,44.0194
0063247,48.8924
0063248,52.3199
0063249,53.5569
0063250,52.3199
0063251,48.8924
0063252,44.0194
0063253,38.6443
0063254,33.6153
0063255,29.4841
0063256,26.4534
0063257,24.4484
0063258,23.2452
0063259,22.5875
0063260,22.2591
0063261,22.1091
0063262,22.0463
0063263,22.0221
0063264,22.0136
0063265,22.0108
0063266,22.01
0063267,22.0098
0063268,22.0097
0063269,22.0097
0063270,22.0097
0063271,26.8827
0063272,26.8827
0063273,26.8827
0063274,26.8827
0063275,26.8827
0063276,26.8827
0063277,26.8827
0063278,26.8827
0063279,26.8827
0063280,26.8827
0063281,26.8827
0063282,26.8827
0063283,26.8827
0063284,26.8827
0063285,26.8827
0063286,26.8827
0063287,26.8827
0063288,26.8827
0063289,26.8827
0063290,26.8827
0063291,26.8827
0063292,26.8827
0063293,26.8827
0063294,26.8827
0063295,26.8827
0063296,26.8827
0063297,26.8827
0063298,26.8827
0063299,26.8827
0063300,26.8827
0063301,26.8827
0063302,26.8827
0063303,26.8828
0063304,26.883
0063305,26.8838
0063306,26.8866
0063307,26.8951
0063308,26.9193
0063309,26.9821
0063310,27.1322
0063311,27.4605
0063312,28.1182
0063313,29.3215
0063314,31.3264
0063315,34.3571
0063316,38.4883
0063317,43.5173
0063318,48.8924
0063319,53.7654
0063320,57.1929
0063321,58.4299
0063322,57.1929
0063323,53.7654
0063324,48.8924
0063325,43.5173
0063326,38.4883
0063327,34.3571
0063328,31.3264
0063329,29.3215
0063330,28.1182
0063331,27.4605
0063332,27.1322
0063333,26.9821
0063334,26.9193
0063335,26.8951
0063336,26.8866
0063337,26.8838
0063338,26.883
0063339,26.8828
0063340,26.8827
0063341,26.8827
0063342,26.8827
0063343,0.577806
0063344,0.577806
0063345,0.577806
0063346,0.577806
0063347,0.577806
0063348,0.577806
0063349,0.577806
0063350,0.577806
0063351,0.577806
0063352,0.577806
0063353,0.577806
0063354,0.577806
0063355,0.577806
0063356,0.577806
0063357,0.577806
0063358,0.577806
0063359,0.577806
0063360,0.577806
0063361,0.577806
0063362,0.577806
0063363,0.577806
0063364,0.577806
0063365,0.577806
0063366,0.577806
0063367,0.577806
0063368,0.577806
0063369,0.577806
0063370,0.577806
0063371,0.577806
0063372,0.577807
0063373,0.57781
0063374,0.577823
0063375,0.57788
0063376,0.578107
0063377,0.578933
0063378,0.5817
0063379,0.590225
0063380,0.614377
0063381,0.677215
0063382,0.827251
0063383,1.15561
0063384,1.81332
0063385,3.01655
0063386,5.02149
0063387,8.0522
0063388,12.1834
0063389,17.2124
0063390,22.5875
0063391,27.4605
0063392,30.888
0063393,32.125
0063394,30.888
0063395,27.4605
0063396,22.5875
0063397,17.2124
0063398,12.1834
0063399,8.0522
0063400,5.02149
0063401,3.01655
0063402,1.81332
0063403,1.15561
0063404,0.827251
0063405,0.677215
0063406,0.614377
0063407,0.590225
0063408,0.5817
0063409,0.578933
0063410,0.578107
0063411,0.57788
0063412,0.577823
0063413,0.57781
0063414,0.577807
0063415,1.23551
0063416,1.23551
0063417,1.23551
0063418,1.23551
0063419,1.23551
0063420,1.23551
0063421,1.23551
0063422,1.23551
0063423,1.23551
0063424,1.23551
0063425,1.23551
0063426,1.23551
0063427,1.23551
0063428,1.23551
0063429,1.23551
0063430,1.23551
0063431,1.23551
0063432,1.23551
0063433,1.23551
0063434,1.23551
0063435,1.23551
0063436,1.23551
0063437,1.23551
0063438,1.23551
0063439,1.23551
0063440,1.23551
0063441,1.23551
0063442,1.23551
0063443,1.23551
0063444,1.23551
0063445,1.23551
0063446,1.23553
0063447,1.23558
0063448,1.23581
0063449,1.23664
0063450,1.2394
0063451,1.24793
0063452,1.27208
0063453,1.33492
0063454,1.48495
0063455,1.81332
0063456,2.47102
0063457,3.67425
0063458,5.67919
0063459,8.70991
0063460,12.8411
0063461,17.8701
0063462,23.2452
0063463,28.1182
0063464,31.5457
0063465,32.7827
0063466,31.5457
0063467,28.1182
0063468,23.2452
0063469,17.8701
0063470,12.8411
0063471,8.70991
0063472,5.67919
0063473,3.67425
0063474,2.47102
0063475,1.81332
0063476,1.48495
0063477,1.33492
0063478,1.27208
0063479,1.24793
0063480,1.2394
0063481,1.23664
0063482,1.23581
0063483,1.23558
0063484,1.23553
0063485,1.23551
0063486,1.23551
0063487,2.43874
0063488,2.43874
0063489,2.43874
0063490,2.43874
0063491,2.43874
0063492,2.43874
0063493,2.43874
0063494,2.43874
0063495,2.43874
0063496,2.43874
0063497,2.43874
0063498,2.43874
0063499,2.43874
0063500,2.43874
0063501,2.43874
0063502,2.43874
0063503,2.43874
0063504,2.43874
0063505,2.43874
0063506,2.43874
0063507,2.43874
0063508,2.43874
0063509,2.43874
0063510,2.43874
0063511,2.43874
0063512,2.43874
0063513,2.43874
0063514,2.43874
0063515,2.43874
0063516,2.43875
0063517,2.43875
0063518,2.43876
0063519,2.43882
0063520,2.43905
0063521,2.43987
0063522,2.44264
0063523,2.45116
0063524,2.47531
0063525,2.53815
0063526,2.68819
0063527,3.01655
0063528,3.67425
0063529,4.87749
0063530,6.88243
0063531,9.91314
0063532,14.0443
0063533,19.0733
0063534,24.4484
0063535,29.3215
0063536,32.7489
0063537,33.9859
0063538,32.7489
0063539,29.3215
0063540,24.4484
0063541,19.0733
0063542,14.0443
0063543,9.91314
0063544,6.88243
0063545,4.87749
0063546,3.67425
0063547,3.01655
0063548,2.68819
0063549,2.53815
0063550,2.47531
0063551,2.45116
0063552,2.44264
0063553,2.43987
0063554,2.43905
0063555,2.43882
0063556,2.43876
0063557,2.43875
0063558,2.43875
0063559,4.44368
0063560,4.44368
0063561,4.44368
0063562,4.44368
0063563,4.44368
0063564,4.44368
0063565,4.44368
0063566,4.44368
0063567,4.44368
0063568,4.44368
0063569,4.44368
0063570,4.44368
0063571,4.44368
0063572,4.44368
0063573,4.44368
0063574,4.44368
0063575,4.44368
0063576,4.44368
0063577,4.44368
0063578,4.44368
0063579,4.44368
0063580,4.44368
0063581,4.44368
0063582,4.44368
0063583,4.44368
0063584,4.44368
0063585,4.44368
0063586,4.44368
0063587,4.44368
0063588,4.44368
0063589,4.44369
0063590,4.4437
0063591,4.44376
0063592,4.44398
0063593,4.44481
0063594,4.44758
0063595,4.4561
0063596,4.48025
0063597,4.54309
0063598,4.69313
0063599,5.02149
0063600,5.67919
0063601,6.88243
0063602,8.88736
0063603,11.9181
0063604,16.0492
0063605,21.0783
0063606,26.4534
0063607,31.3264
0063608,34.7539
0063609,35.9908
0063610,34.7539
0063611,31.3264
0063612,26.4534
0063613,21.0783
0063614,16.0492
0063615,11.9181
0063616,8.88736
0063617,6.88243
0063618,5.67919
0063619,5.02149
0063620,4.69313
0063621,4.54309
0063622,4.48025
0063623,4.4561
0063624,4.44758
0063625,4.44481
0063626,4.44398
0063627,4.44376
0063628,4.4437
0063629,4.44369
0063630,4.44368
0063631,7.4744
0063632,7.4744
0063633,7.4744
0063634,7.4744
0063635,7.4744
0063636,7.4744
0063637,7.4744
0063638,7.4744
0063639,7.4744
0063640,7.4744
0063641,7.4744
0063642,7.4744
0063643,7.4744
0063644,7.4744
0063645,7.4744
0063646,7.4744
0063647,7.4744
0063648,7.4744
0063649,7.4744
0063650,7.4744
0063651,7.4744
0063652,7.4744
0063653,7.4744
0063654,7.4744
0063655,7.4744
0063656,7.4744
0063657,7.4744
0063658,7.4744
0063659,7.4744
0063660,7.4744
0063661,7.4744
0063662,7.47441
0063663,7.47447
0063664,7.4747
0063665,7.47552
0063666,7.47829
0063667,7.48682
0063668,7.51097
0063669,7.57381
0063670,7.72384
0063671,8.0522
0063672,8.70991
0063673,9.91314
0063674,11.9181
0063675,14.9488
0063676,19.0799
0063677,24.109
0063678,29.4841
0063679,34.3571
0063680,37.7846
0063681,39.0216
0063682,37.7846
0063683,34.3571
0063684,29.4841
0063685,24.109
0063686,19.0799
0063687,14.9488
0063688,11.9181
0063689,9.91314
0063690,8.70991
0063691,8.0522
0063692,7.72384
0063693,7.57381
0063694,7.51097
0063695,7.48682
0063696,7.47829
0063697,7.47552
0063698,7.4747
0063699,7.47447
0063700,7.47441
0063701,7.4744
0063702,7.4744
0063703,11.6055
0063704,11.6055
0063705,11.6055
0063706,11.6055
0063707,11.6055
0063708,11.6055
0063709,11.6055
0063710,11.6055
0063711,11.6055
0063712,11.6055
0063713,11.6055
0063714,11.6055
0063715,11.6055
0063716,11.6055
0063717,11.6055
0063718,11.6055
0063719,11.6055
0063720,11.6055
0063721,11.6055
0063722,11.6055
0063723,11.6055
0063724,11.6055
0063725,11.6055
0063726,11.6055
0063727,11.6055
0063728,11.6055
0063729,11.6055
0063730,11.6055
0063731,11.6055
0063732,11.6056
0063733,11.6056
0063734,11.6056
0063735,11.6056
0063736,11.6059
0063737,11.6067
0063738,11.6094
0063739,11.618
0063740,11.6421
0063741,11.705
0063742,11.855
0063743,12.1834
0063744,12.8411
0063745,14.0443
0063746,16.0492
0063747,19.0799
0063748,23.2111
0063749,28.2401
0063750,33.6153
0063751,38.4883
0063752,41.9157
0063753,43.1527
0063754,41.9157
0063755,38.4883
0063756,33.6153
0063757,28.2401
0063758,23.2111
0063759,19.0799
0063760,16.0492
0063761,14.0443
0063762,12.8411
0063763,12.1834
0063764,11.855
0063765,11.705
0063766,11.6421
0063767,11.618
0063768,11.6094
0063769,11.6067
0063770,11.6059
0063771,11.6056
0063772,11.6056
0063773,11.6056
0063774,11.6056
0063775,16.6346
0063776,16.6346
0063777,16.6346
0063778,16.6346
0063779,16.6346
0063780,16.6346
0063781,16.6346
0063782,16.6346
0063783,16.6346
0063784,16.6346
0063785,16.6346
0063786,16.6346
0063787,16.6346
0063788,16.6346
0063789,16.6346
0063790,16.6346
0063791,16.6346
0063792,16.6346
0063793,16.6346
0063794,16.6346
0063795,16.6346
0063796,16.6346
0063797,16.6346
0063798,16.6346
0063799,16.6346
0063800,16.6346
0063801,16.6346
0063802,16.6346
0063803,16.6346
0063804,16.6346
0063805,16.6346
0063806,16.6346
0063807,16.6346
0063808,16.6349
0063809,16.6357
0063810,16.6385
0063811,16.647
0063812,16.6711
0063813,16.734
0063814,16.884
0063815,17.2124
0063816,17.8701
0063817,19.0733
0063818,21.0783
0063819,24.109
0063820,28.2401
0063821,33.2692
0063822,38.6443
0063823,43.5173
0063824,46.9447
0063825,48.1817
0063826,46.9447
0063827,43.5173
0063828,38.6443
0063829,33.2692
0063830,28.2401
0063831,24.109
0063832,21.0783
0063833,19.0733
0063834,17.8701
0063835,17.2124
0063836,16.884
0063837,16.734
0063838,16.6711
0063839,16.647
0063840,16.6385
0063841,16.6357
0063842,16.6349
0063843,16.6346
0063844,16.6346
0063845,16.6346
0063846,16.6346
0063847,22.0097
0063848,22.0097
0063849,22.0097
0063850,22.0097
0063851,22.0097
0063852,22.0097
0063853,22.0097
0063854,22.0097
0063855,22.0097
0063856,22.0097
0063857,22.0097
0063858,22.0097
0063859,22.0097
0063860,22.0097
0063861,22.0097
0063862,22.0097
0063863,22.0097
0063864,22.0097
0063865,22.0097
0063866,22.0097
0063867,22.0097
0063868,22.0097
0063869,22.0097
0063870,22.0097
0063871,22.0097
0063872,22.0097
0063873,22.0097
0063874,22.0097
0063875,22.0097
0063876,22.0097
0063877,22.0097
0063878,22.0097
0063879,22.0098
0063880,22.01
0063881,22.0108
0063882,22.0136
0063883,22.0221
0063884,22.0463
0063885,22.1091
0063886,22.2591
0063887,22.5875
0063888,23.2452
0063889,24.4484
0063890,26.4534
0063891,29.4841
0063892,33.6153
0063893,38.6443
0063894,44.0194
0063895,48.8924
0063896,52.3199
0063897,53.5569
0063898,52.3199
0063899,48.8924
0063900,44.0194
0063901,38.6443
0063902,33.6153
0063903,29.4841
0063904,26.4534
0063905,24.4484
0063906,23.2452
0063907,22.5875
0063908,22.2591
0063909,22.1091
0063910,22.0463
0063911,22.0221
0063912,22.0136
0063913,22.0108
0063914,22.01
0063915,22.0098
0063916,22.0097
0063917,22.0097
0063918,22.0097
0063919,26.8827
0063920,26.8827
0063921,26.8827
0063922,26.8827
0063923,26.8827
0063924,26.8827
0063925,26.8827
0063926,26.8827
0063927,26.8827
0063928,26.8827
0063929,26.8827
0063930,26.8827
0063931,26.8827
0063932,26.8827
0063933,26.8827
0063934,26.8827
0063935,26.8827
0063936,26.8827
0063937,26.8827
0063938,26.8827
0063939,26.8827
0063940,26.8827
0063941,26.8827
0063942,26.8827
0063943,26.8827
0063944,26.8827
0063945,26.8827
0063946,26.8827
0063947,26.8827
0063948,26.8827
0063949,26.8827
0063950,26.8827
0063951,26.8828
0063952,26.883
0063953,26.8838
0063954,26.8866
0063955,26.8951
0063956,26.9193
0063957,26.9821
0063958,27.1322
0063959,27.4605
0063960,28.1182
0063961,29.3215
0063962,31.3264
0063963,34.3571
0063964,38.4883
0063965,43.5173
0063966,48.8924
0063967,53.7654
0063968,57.1929
0063969,58.4299
0063970,57.1929
0063971,53.7654
0063972,48.8924
0063973,43.5173
0063974,38.4883
0063975,34.3571
0063976,31.3264
0063977,29.3215
0063978,28.1182
0063979,27.4605
0063980,27.1322
0063981,26.9821
0063982,26.9193
0063983,26.8951
0063984,26.8866
0063985,26.8838
0063986,26.883
0063987,26.8828
0063988,26.8827
0063989,26.8827
0063990,26.8827
0063991,0.577806
0063992,0.577806
0063993,0.577806
0063994,0.577806
0063995,0.577806
0063996,0.577806
0063997,0.577806
0063998,0.577806
0063999,0.577806
0064000,0.577806
0064001,0.577806
0064002,0.577806
0064003,0.577806
0064004,0.577806
0064005,0.577806
0064006,0.577806
0064007,0.577806
0064008,0.577806
0064009,0.577806
0064010,0.577806
0064011,0.577806
0064012,0.577806
0064013,0.577806
0064014,0.577806
0064015,0.577806
0064016,0.577806
0064017,0.577806
0064018,0.577806
0064019,0.577806
0064020,0.577807
0064021,0.57781
0064022,0.577823
0064023,0.57788
0064024,0.578107
0064025,0.578933
0064026,0.5817
0064027,0.590225
0064028,0.614377
0064029,0.677215
0064030,0.827251
0064031,1.15561
0064032,1.81332
0064033,3.01655
0064034,5.02149
0064035,8.0522
0064036,12.1834
0064037,17.2124
0064038,22.5875
0064039,27.4605
0064040,30.888
0064041,32.125
0064042,30.888
0064043,27.4605
0064044,22.5875
0064045,17.2124
0064046,12.1834
0064047,8.0522
