DB No.,n_d[i] 
0079271,11.6055
0079272,11.6055
0079273,11.6055
0079274,11.6055
0079275,11.6055
0079276,11.6055
0079277,11.6055
0079278,11.6055
0079279,11.6055
0079280,11.6055
0079281,11.6055
0079282,11.6055
0079283,11.6055
0079284,11.6056
0079285,11.6056
0079286,11.6056
0079287,11.6056
0079288,11.6059
0079289,11.6067
0079290,11.6094
0079291,11.618
0079292,11.6421
0079293,11.705
0079294,11.855
0079295,12.1834
0079296,12.8411
0079297,14.0443
0079298,16.0492
0079299,19.0799
0079300,23.2111
0079301,28.2401
0079302,33.6153
0079303,38.4883
0079304,41.9157
0079305,43.1527
0079306,41.9157
0079307,38.4883
0079308,33.6153
0079309,28.2401
0079310,23.2111
0079311,19.0799
0079312,16.0492
0079313,14.0443
0079314,12.8411
0079315,12.1834
0079316,11.855
0079317,11.705
0079318,11.6421
0079319,11.618
0079320,11.6094
0079321,11.6067
0079322,11.6059
0079323,11.6056
0079324,11.6056
0079325,11.6056
0079326,11.6056
0079327,16.6346
0079328,16.6346
0079329,16.6346
0079330,16.6346
0079331,16.6346
0079332,16.6346
0079333,16.6346
0079334,16.6346
0079335,16.6346
0079336,16.6346
0079337,16.6346
0079338,16.6346
0079339,16.6346
0079340,16.6346
0079341,16.6346
0079342,16.6346
0079343,16.6346
0079344,16.6346
0079345,16.6346
0079346,16.6346
0079347,16.6346
0079348,16.6346
0079349,16.6346
0079350,16.6346
0079351,16.6346
0079352,16.6346
0079353,16.6346
0079354,16.6346
0079355,16.6346
0079356,16.6346
0079357,16.6346
0079358,16.6346
0079359,16.6346
0079360,16.6349
0079361,16.6357
0079362,16.6385
0079363,16.647
0079364,16.6711
0079365,16.734
0079366,16.884
0079367,17.2124
0079368,17.8701
0079369,19.0733
0079370,21.0783
0079371,24.109
0079372,28.2401
0079373,33.2692
0079374,38.6443
0079375,43.5173
0079376,46.9447
0079377,48.1817
0079378,46.9447
0079379,43.5173
0079380,38.6443
0079381,33.2692
0079382,28.2401
0079383,24.109
0079384,21.0783
0079385,19.0733
0079386,17.8701
0079387,17.2124
0079388,16.884
0079389,16.734
0079390,16.6711
0079391,16.647
0079392,16.6385
0079393,16.6357
0079394,16.6349
0079395,16.6346
0079396,16.6346
0079397,16.6346
0079398,16.6346
0079399,22.0097
0079400,22.0097
0079401,22.0097
0079402,22.0097
0079403,22.0097
0079404,22.0097
0079405,22.0097
0079406,22.0097
0079407,22.0097
0079408,22.0097
0079409,22.0097
0079410,22.0097
0079411,22.0097
0079412,22.0097
0079413,22.0097
0079414,22.0097
0079415,22.0097
0079416,22.0097
0079417,22.0097
0079418,22.0097
0079419,22.0097
0079420,22.0097
0079421,22.0097
0079422,22.0097
0079423,22.0097
0079424,22.0097
0079425,22.0097
0079426,22.0097
0079427,22.0097
0079428,22.0097
0079429,22.0097
0079430,22.0097
0079431,22.0098
0079432,22.01
0079433,22.0108
0079434,22.0136
0079435,22.0221
0079436,22.0463
0079437,22.1091
0079438,22.2591
0079439,22.5875
0079440,23.2452
0079441,24.4484
0079442,26.4534
0079443,29.4841
0079444,33.6153
0079445,38.6443
0079446,44.0194
0079447,48.8924
0079448,52.3199
0079449,53.5569
0079450,52.3199
0079451,48.8924
0079452,44.0194
0079453,38.6443
0079454,33.6153
0079455,29.4841
0079456,26.4534
0079457,24.4484
0079458,23.2452
0079459,22.5875
0079460,22.2591
0079461,22.1091
0079462,22.0463
0079463,22.0221
0079464,22.0136
0079465,22.0108
0079466,22.01
0079467,22.0098
0079468,22.0097
0079469,22.0097
0079470,22.0097
0079471,26.8827
0079472,26.8827
0079473,26.8827
0079474,26.8827
0079475,26.8827
0079476,26.8827
0079477,26.8827
0079478,26.8827
0079479,26.8827
0079480,26.8827
0079481,26.8827
0079482,26.8827
0079483,26.8827
0079484,26.8827
0079485,26.8827
0079486,26.8827
0079487,26.8827
0079488,26.8827
0079489,26.8827
0079490,26.8827
0079491,26.8827
0079492,26.8827
0079493,26.8827
0079494,26.8827
0079495,26.8827
0079496,26.8827
0079497,26.8827
0079498,26.8827
0079499,26.8827
0079500,26.8827
0079501,26.8827
0079502,26.8827
0079503,26.8828
0079504,26.883
0079505,26.8838
0079506,26.8866
0079507,26.8951
0079508,26.9193
0079509,26.9821
0079510,27.1322
0079511,27.4605
0079512,28.1182
0079513,29.3215
0079514,31.3264
0079515,34.3571
0079516,38.4883
0079517,43.5173
0079518,48.8924
0079519,53.7654
0079520,57.1929
0079521,58.4299
0079522,57.1929
0079523,53.7654
0079524,48.8924
0079525,43.5173
0079526,38.4883
0079527,34.3571
0079528,31.3264
0079529,29.3215
0079530,28.1182
0079531,27.4605
0079532,27.1322
0079533,26.9821
0079534,26.9193
0079535,26.8951
0079536,26.8866
0079537,26.8838
0079538,26.883
0079539,26.8828
0079540,26.8827
0079541,26.8827
0079542,26.8827
0079543,0.577806
0079544,0.577806
0079545,0.577806
0079546,0.577806
0079547,0.577806
0079548,0.577806
0079549,0.577806
0079550,0.577806
0079551,0.577806
0079552,0.577806
0079553,0.577806
0079554,0.577806
0079555,0.577806
0079556,0.577806
0079557,0.577806
0079558,0.577806
0079559,0.577806
0079560,0.577806
0079561,0.577806
0079562,0.577806
0079563,0.577806
0079564,0.577806
0079565,0.577806
0079566,0.577806
0079567,0.577806
0079568,0.577806
0079569,0.577806
0079570,0.577806
0079571,0.577806
0079572,0.577807
0079573,0.57781
0079574,0.577823
0079575,0.57788
0079576,0.578107
0079577,0.578933
0079578,0.5817
0079579,0.590225
0079580,0.614377
0079581,0.677215
0079582,0.827251
0079583,1.15561
0079584,1.81332
0079585,3.01655
0079586,5.02149
0079587,8.0522
0079588,12.1834
0079589,17.2124
0079590,22.5875
0079591,27.4605
0079592,30.888
0079593,32.125
0079594,30.888
0079595,27.4605
0079596,22.5875
0079597,17.2124
0079598,12.1834
0079599,8.0522
0079600,5.02149
0079601,3.01655
0079602,1.81332
0079603,1.15561
0079604,0.827251
0079605,0.677215
0079606,0.614377
0079607,0.590225
0079608,0.5817
0079609,0.578933
0079610,0.578107
0079611,0.57788
0079612,0.577823
0079613,0.57781
0079614,0.577807
0079615,1.23551
0079616,1.23551
0079617,1.23551
0079618,1.23551
0079619,1.23551
0079620,1.23551
0079621,1.23551
0079622,1.23551
0079623,1.23551
0079624,1.23551
0079625,1.23551
0079626,1.23551
0079627,1.23551
0079628,1.23551
0079629,1.23551
0079630,1.23551
0079631,1.23551
0079632,1.23551
0079633,1.23551
0079634,1.23551
0079635,1.23551
0079636,1.23551
0079637,1.23551
0079638,1.23551
0079639,1.23551
0079640,1.23551
0079641,1.23551
0079642,1.23551
0079643,1.23551
0079644,1.23551
0079645,1.23551
0079646,1.23553
0079647,1.23558
0079648,1.23581
0079649,1.23664
0079650,1.2394
0079651,1.24793
0079652,1.27208
0079653,1.33492
0079654,1.48495
0079655,1.81332
0079656,2.47102
0079657,3.67425
0079658,5.67919
0079659,8.70991
0079660,12.8411
0079661,17.8701
0079662,23.2452
0079663,28.1182
0079664,31.5457
0079665,32.7827
0079666,31.5457
0079667,28.1182
0079668,23.2452
0079669,17.8701
0079670,12.8411
0079671,8.70991
0079672,5.67919
0079673,3.67425
0079674,2.47102
0079675,1.81332
0079676,1.48495
0079677,1.33492
0079678,1.27208
0079679,1.24793
0079680,1.2394
0079681,1.23664
0079682,1.23581
0079683,1.23558
0079684,1.23553
0079685,1.23551
0079686,1.23551
0079687,2.43874
0079688,2.43874
0079689,2.43874
0079690,2.43874
0079691,2.43874
0079692,2.43874
0079693,2.43874
0079694,2.43874
0079695,2.43874
0079696,2.43874
0079697,2.43874
0079698,2.43874
0079699,2.43874
0079700,2.43874
0079701,2.43874
0079702,2.43874
0079703,2.43874
0079704,2.43874
0079705,2.43874
0079706,2.43874
0079707,2.43874
0079708,2.43874
0079709,2.43874
0079710,2.43874
0079711,2.43874
0079712,2.43874
0079713,2.43874
0079714,2.43874
0079715,2.43874
0079716,2.43875
0079717,2.43875
0079718,2.43876
0079719,2.43882
0079720,2.43905
0079721,2.43987
0079722,2.44264
0079723,2.45116
0079724,2.47531
0079725,2.53815
0079726,2.68819
0079727,3.01655
0079728,3.67425
0079729,4.87749
0079730,6.88243
0079731,9.91314
0079732,14.0443
0079733,19.0733
0079734,24.4484
0079735,29.3215
0079736,32.7489
0079737,33.9859
0079738,32.7489
0079739,29.3215
0079740,24.4484
0079741,19.0733
0079742,14.0443
0079743,9.91314
0079744,6.88243
0079745,4.87749
0079746,3.67425
0079747,3.01655
0079748,2.68819
0079749,2.53815
0079750,2.47531
0079751,2.45116
0079752,2.44264
0079753,2.43987
0079754,2.43905
0079755,2.43882
0079756,2.43876
0079757,2.43875
0079758,2.43875
0079759,4.44368
0079760,4.44368
0079761,4.44368
0079762,4.44368
0079763,4.44368
0079764,4.44368
0079765,4.44368
0079766,4.44368
0079767,4.44368
0079768,4.44368
0079769,4.44368
0079770,4.44368
0079771,4.44368
0079772,4.44368
0079773,4.44368
0079774,4.44368
0079775,4.44368
0079776,4.44368
0079777,4.44368
0079778,4.44368
0079779,4.44368
0079780,4.44368
0079781,4.44368
0079782,4.44368
0079783,4.44368
0079784,4.44368
0079785,4.44368
0079786,4.44368
0079787,4.44368
0079788,4.44368
0079789,4.44369
0079790,4.4437
0079791,4.44376
0079792,4.44398
0079793,4.44481
0079794,4.44758
0079795,4.4561
0079796,4.48025
0079797,4.54309
0079798,4.69313
0079799,5.02149
0079800,5.67919
0079801,6.88243
0079802,8.88736
0079803,11.9181
0079804,16.0492
0079805,21.0783
0079806,26.4534
0079807,31.3264
0079808,34.7539
0079809,35.9908
0079810,34.7539
0079811,31.3264
0079812,26.4534
0079813,21.0783
0079814,16.0492
0079815,11.9181
0079816,8.88736
0079817,6.88243
0079818,5.67919
0079819,5.02149
0079820,4.69313
0079821,4.54309
0079822,4.48025
0079823,4.4561
0079824,4.44758
0079825,4.44481
0079826,4.44398
0079827,4.44376
0079828,4.4437
0079829,4.44369
0079830,4.44368
0079831,7.4744
0079832,7.4744
0079833,7.4744
0079834,7.4744
0079835,7.4744
0079836,7.4744
0079837,7.4744
0079838,7.4744
0079839,7.4744
0079840,7.4744
0079841,7.4744
0079842,7.4744
0079843,7.4744
0079844,7.4744
0079845,7.4744
0079846,7.4744
0079847,7.4744
0079848,7.4744
0079849,7.4744
0079850,7.4744
0079851,7.4744
0079852,7.4744
0079853,7.4744
0079854,7.4744
0079855,7.4744
0079856,7.4744
0079857,7.4744
0079858,7.4744
0079859,7.4744
0079860,7.4744
0079861,7.4744
0079862,7.47441
0079863,7.47447
0079864,7.4747
0079865,7.47552
0079866,7.47829
0079867,7.48682
0079868,7.51097
0079869,7.57381
0079870,7.72384
0079871,8.0522
0079872,8.70991
0079873,9.91314
0079874,11.9181
0079875,14.9488
0079876,19.0799
0079877,24.109
0079878,29.4841
0079879,34.3571
0079880,37.7846
0079881,39.0216
0079882,37.7846
0079883,34.3571
0079884,29.4841
0079885,24.109
0079886,19.0799
0079887,14.9488
0079888,11.9181
0079889,9.91314
0079890,8.70991
0079891,8.0522
0079892,7.72384
0079893,7.57381
0079894,7.51097
0079895,7.48682
0079896,7.47829
0079897,7.47552
0079898,7.4747
0079899,7.47447
0079900,7.47441
0079901,7.4744
0079902,7.4744
0079903,11.6055
0079904,11.6055
0079905,11.6055
0079906,11.6055
0079907,11.6055
0079908,11.6055
0079909,11.6055
0079910,11.6055
0079911,11.6055
0079912,11.6055
0079913,11.6055
0079914,11.6055
0079915,11.6055
0079916,11.6055
0079917,11.6055
0079918,11.6055
0079919,11.6055
0079920,11.6055
0079921,11.6055
0079922,11.6055
0079923,11.6055
0079924,11.6055
0079925,11.6055
0079926,11.6055
0079927,11.6055
0079928,11.6055
0079929,11.6055
0079930,11.6055
0079931,11.6055
0079932,11.6056
0079933,11.6056
0079934,11.6056
0079935,11.6056
0079936,11.6059
0079937,11.6067
0079938,11.6094
0079939,11.618
0079940,11.6421
0079941,11.705
0079942,11.855
0079943,12.1834
0079944,12.8411
0079945,14.0443
0079946,16.0492
0079947,19.0799
0079948,23.2111
0079949,28.2401
0079950,33.6153
0079951,38.4883
0079952,41.9157
0079953,43.1527
0079954,41.9157
0079955,38.4883
0079956,33.6153
0079957,28.2401
0079958,23.2111
0079959,19.0799
0079960,16.0492
0079961,14.0443
0079962,12.8411
0079963,12.1834
0079964,11.855
0079965,11.705
0079966,11.6421
0079967,11.618
0079968,11.6094
0079969,11.6067
0079970,11.6059
0079971,11.6056
0079972,11.6056
0079973,11.6056
0079974,11.6056
0079975,16.6346
0079976,16.6346
0079977,16.6346
0079978,16.6346
0079979,16.6346
0079980,16.6346
0079981,16.6346
0079982,16.6346
0079983,16.6346
0079984,16.6346
0079985,16.6346
0079986,16.6346
0079987,16.6346
0079988,16.6346
0079989,16.6346
0079990,16.6346
0079991,16.6346
0079992,16.6346
0079993,16.6346
0079994,16.6346
0079995,16.6346
0079996,16.6346
0079997,16.6346
0079998,16.6346
0079999,16.6346
0080000,16.6346
0080001,16.6346
0080002,16.6346
0080003,16.6346
0080004,16.6346
0080005,16.6346
0080006,16.6346
0080007,16.6346
0080008,16.6349
0080009,16.6357
0080010,16.6385
0080011,16.647
0080012,16.6711
0080013,16.734
0080014,16.884
0080015,17.2124
0080016,17.8701
0080017,19.0733
0080018,21.0783
0080019,24.109
0080020,28.2401
0080021,33.2692
0080022,38.6443
0080023,43.5173
0080024,46.9447
0080025,48.1817
0080026,46.9447
0080027,43.5173
0080028,38.6443
0080029,33.2692
0080030,28.2401
0080031,24.109
0080032,21.0783
0080033,19.0733
0080034,17.8701
0080035,17.2124
0080036,16.884
0080037,16.734
0080038,16.6711
0080039,16.647
0080040,16.6385
0080041,16.6357
0080042,16.6349
0080043,16.6346
0080044,16.6346
0080045,16.6346
0080046,16.6346
0080047,22.0097
0080048,22.0097
0080049,22.0097
0080050,22.0097
0080051,22.0097
0080052,22.0097
0080053,22.0097
0080054,22.0097
0080055,22.0097
0080056,22.0097
0080057,22.0097
0080058,22.0097
0080059,22.0097
0080060,22.0097
0080061,22.0097
0080062,22.0097
0080063,22.0097
0080064,22.0097
0080065,22.0097
0080066,22.0097
0080067,22.0097
0080068,22.0097
0080069,22.0097
0080070,22.0097
0080071,22.0097
0080072,22.0097
0080073,22.0097
0080074,22.0097
0080075,22.0097
0080076,22.0097
0080077,22.0097
0080078,22.0097
0080079,22.0098
0080080,22.01
0080081,22.0108
0080082,22.0136
0080083,22.0221
0080084,22.0463
0080085,22.1091
0080086,22.2591
0080087,22.5875
0080088,23.2452
0080089,24.4484
0080090,26.4534
0080091,29.4841
0080092,33.6153
0080093,38.6443
0080094,44.0194
0080095,48.8924
0080096,52.3199
0080097,53.5569
0080098,52.3199
0080099,48.8924
0080100,44.0194
0080101,38.6443
0080102,33.6153
0080103,29.4841
0080104,26.4534
0080105,24.4484
0080106,23.2452
0080107,22.5875
0080108,22.2591
0080109,22.1091
0080110,22.0463
0080111,22.0221
0080112,22.0136
0080113,22.0108
0080114,22.01
0080115,22.0098
0080116,22.0097
0080117,22.0097
0080118,22.0097
0080119,26.8827
0080120,26.8827
0080121,26.8827
0080122,26.8827
0080123,26.8827
0080124,26.8827
0080125,26.8827
0080126,26.8827
0080127,26.8827
0080128,26.8827
0080129,26.8827
0080130,26.8827
0080131,26.8827
0080132,26.8827
0080133,26.8827
0080134,26.8827
0080135,26.8827
0080136,26.8827
0080137,26.8827
0080138,26.8827
0080139,26.8827
0080140,26.8827
0080141,26.8827
0080142,26.8827
0080143,26.8827
0080144,26.8827
0080145,26.8827
0080146,26.8827
0080147,26.8827
0080148,26.8827
0080149,26.8827
0080150,26.8827
0080151,26.8828
0080152,26.883
0080153,26.8838
0080154,26.8866
0080155,26.8951
0080156,26.9193
0080157,26.9821
0080158,27.1322
0080159,27.4605
0080160,28.1182
0080161,29.3215
0080162,31.3264
0080163,34.3571
0080164,38.4883
0080165,43.5173
0080166,48.8924
0080167,53.7654
0080168,57.1929
0080169,58.4299
0080170,57.1929
0080171,53.7654
0080172,48.8924
0080173,43.5173
0080174,38.4883
0080175,34.3571
0080176,31.3264
0080177,29.3215
0080178,28.1182
0080179,27.4605
0080180,27.1322
0080181,26.9821
0080182,26.9193
0080183,26.8951
0080184,26.8866
0080185,26.8838
0080186,26.883
0080187,26.8828
0080188,26.8827
0080189,26.8827
0080190,26.8827
0080191,0.577806
0080192,0.577806
0080193,0.577806
0080194,0.577806
0080195,0.577806
0080196,0.577806
0080197,0.577806
0080198,0.577806
0080199,0.577806
0080200,0.577806
0080201,0.577806
0080202,0.577806
0080203,0.577806
0080204,0.577806
0080205,0.577806
0080206,0.577806
0080207,0.577806
0080208,0.577806
0080209,0.577806
0080210,0.577806
0080211,0.577806
0080212,0.577806
0080213,0.577806
0080214,0.577806
0080215,0.577806
0080216,0.577806
0080217,0.577806
0080218,0.577806
0080219,0.577806
0080220,0.577807
0080221,0.57781
0080222,0.577823
0080223,0.57788
0080224,0.578107
0080225,0.578933
0080226,0.5817
0080227,0.590225
0080228,0.614377
0080229,0.677215
0080230,0.827251
0080231,1.15561
0080232,1.81332
0080233,3.01655
0080234,5.02149
0080235,8.0522
0080236,12.1834
0080237,17.2124
0080238,22.5875
0080239,27.4605
0080240,30.888
0080241,32.125
0080242,30.888
0080243,27.4605
0080244,22.5875
0080245,17.2124
0080246,12.1834
0080247,8.0522
0080248,5.02149
0080249,3.01655
0080250,1.81332
0080251,1.15561
0080252,0.827251
0080253,0.677215
0080254,0.614377
0080255,0.590225
0080256,0.5817
0080257,0.578933
0080258,0.578107
0080259,0.57788
0080260,0.577823
0080261,0.57781
0080262,0.577807
0080263,1.23551
0080264,1.23551
0080265,1.23551
0080266,1.23551
0080267,1.23551
0080268,1.23551
0080269,1.23551
0080270,1.23551
0080271,1.23551
0080272,1.23551
0080273,1.23551
0080274,1.23551
0080275,1.23551
0080276,1.23551
0080277,1.23551
0080278,1.23551
0080279,1.23551
0080280,1.23551
0080281,1.23551
0080282,1.23551
0080283,1.23551
0080284,1.23551
0080285,1.23551
0080286,1.23551
0080287,1.23551
0080288,1.23551
0080289,1.23551
0080290,1.23551
0080291,1.23551
0080292,1.23551
0080293,1.23551
0080294,1.23553
0080295,1.23558
0080296,1.23581
0080297,1.23664
0080298,1.2394
0080299,1.24793
0080300,1.27208
0080301,1.33492
0080302,1.48495
0080303,1.81332
0080304,2.47102
0080305,3.67425
0080306,5.67919
0080307,8.70991
0080308,12.8411
0080309,17.8701
0080310,23.2452
0080311,28.1182
0080312,31.5457
0080313,32.7827
0080314,31.5457
0080315,28.1182
0080316,23.2452
0080317,17.8701
0080318,12.8411
0080319,8.70991
0080320,5.67919
0080321,3.67425
0080322,2.47102
0080323,1.81332
0080324,1.48495
0080325,1.33492
0080326,1.27208
0080327,1.24793
0080328,1.2394
0080329,1.23664
0080330,1.23581
0080331,1.23558
0080332,1.23553
0080333,1.23551
0080334,1.23551
0080335,2.43874
0080336,2.43874
0080337,2.43874
0080338,2.43874
0080339,2.43874
0080340,2.43874
0080341,2.43874
0080342,2.43874
0080343,2.43874
0080344,2.43874
0080345,2.43874
0080346,2.43874
0080347,2.43874
0080348,2.43874
0080349,2.43874
0080350,2.43874
0080351,2.43874
0080352,2.43874
0080353,2.43874
0080354,2.43874
0080355,2.43874
0080356,2.43874
0080357,2.43874
0080358,2.43874
0080359,2.43874
0080360,2.43874
0080361,2.43874
0080362,2.43874
0080363,2.43874
0080364,2.43875
0080365,2.43875
0080366,2.43876
0080367,2.43882
0080368,2.43905
0080369,2.43987
0080370,2.44264
0080371,2.45116
0080372,2.47531
0080373,2.53815
0080374,2.68819
0080375,3.01655
0080376,3.67425
0080377,4.87749
0080378,6.88243
0080379,9.91314
0080380,14.0443
0080381,19.0733
0080382,24.4484
0080383,29.3215
0080384,32.7489
0080385,33.9859
0080386,32.7489
0080387,29.3215
0080388,24.4484
0080389,19.0733
0080390,14.0443
0080391,9.91314
0080392,6.88243
0080393,4.87749
0080394,3.67425
0080395,3.01655
0080396,2.68819
0080397,2.53815
0080398,2.47531
0080399,2.45116
0080400,2.44264
0080401,2.43987
0080402,2.43905
0080403,2.43882
0080404,2.43876
0080405,2.43875
0080406,2.43875
0080407,4.44368
0080408,4.44368
0080409,4.44368
0080410,4.44368
0080411,4.44368
0080412,4.44368
0080413,4.44368
0080414,4.44368
0080415,4.44368
0080416,4.44368
0080417,4.44368
0080418,4.44368
0080419,4.44368
0080420,4.44368
0080421,4.44368
0080422,4.44368
0080423,4.44368
0080424,4.44368
0080425,4.44368
0080426,4.44368
0080427,4.44368
0080428,4.44368
0080429,4.44368
0080430,4.44368
0080431,4.44368
0080432,4.44368
0080433,4.44368
0080434,4.44368
0080435,4.44368
0080436,4.44368
0080437,4.44369
0080438,4.4437
0080439,4.44376
0080440,4.44398
0080441,4.44481
0080442,4.44758
0080443,4.4561
0080444,4.48025
0080445,4.54309
0080446,4.69313
0080447,5.02149
0080448,5.67919
0080449,6.88243
0080450,8.88736
0080451,11.9181
0080452,16.0492
0080453,21.0783
0080454,26.4534
0080455,31.3264
0080456,34.7539
0080457,35.9908
0080458,34.7539
0080459,31.3264
0080460,26.4534
0080461,21.0783
0080462,16.0492
0080463,11.9181
0080464,8.88736
0080465,6.88243
0080466,5.67919
0080467,5.02149
0080468,4.69313
0080469,4.54309
0080470,4.48025
0080471,4.4561
0080472,4.44758
0080473,4.44481
0080474,4.44398
0080475,4.44376
0080476,4.4437
0080477,4.44369
0080478,4.44368
0080479,7.4744
0080480,7.4744
0080481,7.4744
0080482,7.4744
0080483,7.4744
0080484,7.4744
0080485,7.4744
0080486,7.4744
0080487,7.4744
0080488,7.4744
0080489,7.4744
0080490,7.4744
0080491,7.4744
0080492,7.4744
0080493,7.4744
0080494,7.4744
0080495,7.4744
0080496,7.4744
0080497,7.4744
0080498,7.4744
0080499,7.4744
0080500,7.4744
0080501,7.4744
0080502,7.4744
0080503,7.4744
0080504,7.4744
0080505,7.4744
0080506,7.4744
0080507,7.4744
0080508,7.4744
0080509,7.4744
0080510,7.47441
0080511,7.47447
0080512,7.4747
0080513,7.47552
0080514,7.47829
0080515,7.48682
0080516,7.51097
0080517,7.57381
0080518,7.72384
0080519,8.0522
0080520,8.70991
0080521,9.91314
0080522,11.9181
0080523,14.9488
0080524,19.0799
0080525,24.109
0080526,29.4841
0080527,34.3571
0080528,37.7846
0080529,39.0216
0080530,37.7846
0080531,34.3571
0080532,29.4841
0080533,24.109
0080534,19.0799
0080535,14.9488
0080536,11.9181
0080537,9.91314
0080538,8.70991
0080539,8.0522
0080540,7.72384
0080541,7.57381
0080542,7.51097
0080543,7.48682
0080544,7.47829
0080545,7.47552
0080546,7.4747
0080547,7.47447
0080548,7.47441
0080549,7.4744
0080550,7.4744
0080551,11.6055
0080552,11.6055
0080553,11.6055
0080554,11.6055
0080555,11.6055
0080556,11.6055
0080557,11.6055
0080558,11.6055
0080559,11.6055
0080560,11.6055
0080561,11.6055
0080562,11.6055
0080563,11.6055
0080564,11.6055
0080565,11.6055
0080566,11.6055
0080567,11.6055
0080568,11.6055
0080569,11.6055
0080570,11.6055
0080571,11.6055
0080572,11.6055
0080573,11.6055
0080574,11.6055
0080575,11.6055
0080576,11.6055
0080577,11.6055
0080578,11.6055
0080579,11.6055
0080580,11.6056
0080581,11.6056
0080582,11.6056
0080583,11.6056
0080584,11.6059
0080585,11.6067
0080586,11.6094
0080587,11.618
0080588,11.6421
0080589,11.705
0080590,11.855
0080591,12.1834
0080592,12.8411
0080593,14.0443
0080594,16.0492
0080595,19.0799
0080596,23.2111
0080597,28.2401
0080598,33.6153
0080599,38.4883
0080600,41.9157
0080601,43.1527
0080602,41.9157
0080603,38.4883
0080604,33.6153
0080605,28.2401
0080606,23.2111
0080607,19.0799
0080608,16.0492
0080609,14.0443
0080610,12.8411
0080611,12.1834
0080612,11.855
0080613,11.705
0080614,11.6421
0080615,11.618
0080616,11.6094
0080617,11.6067
0080618,11.6059
0080619,11.6056
0080620,11.6056
0080621,11.6056
0080622,11.6056
0080623,16.6346
0080624,16.6346
0080625,16.6346
0080626,16.6346
0080627,16.6346
0080628,16.6346
0080629,16.6346
0080630,16.6346
0080631,16.6346
0080632,16.6346
0080633,16.6346
0080634,16.6346
0080635,16.6346
0080636,16.6346
0080637,16.6346
0080638,16.6346
0080639,16.6346
0080640,16.6346
0080641,16.6346
0080642,16.6346
0080643,16.6346
0080644,16.6346
0080645,16.6346
0080646,16.6346
0080647,16.6346
0080648,16.6346
0080649,16.6346
0080650,16.6346
0080651,16.6346
0080652,16.6346
0080653,16.6346
0080654,16.6346
0080655,16.6346
0080656,16.6349
0080657,16.6357
0080658,16.6385
0080659,16.647
0080660,16.6711
0080661,16.734
0080662,16.884
0080663,17.2124
0080664,17.8701
0080665,19.0733
0080666,21.0783
0080667,24.109
0080668,28.2401
0080669,33.2692
0080670,38.6443
0080671,43.5173
0080672,46.9447
0080673,48.1817
0080674,46.9447
0080675,43.5173
0080676,38.6443
0080677,33.2692
0080678,28.2401
0080679,24.109
0080680,21.0783
0080681,19.0733
0080682,17.8701
0080683,17.2124
0080684,16.884
0080685,16.734
0080686,16.6711
0080687,16.647
0080688,16.6385
0080689,16.6357
0080690,16.6349
0080691,16.6346
0080692,16.6346
0080693,16.6346
0080694,16.6346
0080695,22.0097
0080696,22.0097
0080697,22.0097
0080698,22.0097
0080699,22.0097
0080700,22.0097
0080701,22.0097
0080702,22.0097
0080703,22.0097
0080704,22.0097
0080705,22.0097
0080706,22.0097
0080707,22.0097
0080708,22.0097
0080709,22.0097
0080710,22.0097
0080711,22.0097
0080712,22.0097
0080713,22.0097
0080714,22.0097
0080715,22.0097
0080716,22.0097
0080717,22.0097
0080718,22.0097
0080719,22.0097
0080720,22.0097
0080721,22.0097
0080722,22.0097
0080723,22.0097
0080724,22.0097
0080725,22.0097
0080726,22.0097
0080727,22.0098
0080728,22.01
0080729,22.0108
0080730,22.0136
0080731,22.0221
0080732,22.0463
0080733,22.1091
0080734,22.2591
0080735,22.5875
0080736,23.2452
0080737,24.4484
0080738,26.4534
0080739,29.4841
0080740,33.6153
0080741,38.6443
0080742,44.0194
0080743,48.8924
0080744,52.3199
0080745,53.5569
0080746,52.3199
0080747,48.8924
0080748,44.0194
0080749,38.6443
0080750,33.6153
0080751,29.4841
0080752,26.4534
0080753,24.4484
0080754,23.2452
0080755,22.5875
0080756,22.2591
0080757,22.1091
0080758,22.0463
0080759,22.0221
0080760,22.0136
0080761,22.0108
0080762,22.01
0080763,22.0098
0080764,22.0097
0080765,22.0097
0080766,22.0097
0080767,26.8827
0080768,26.8827
0080769,26.8827
0080770,26.8827
0080771,26.8827
0080772,26.8827
0080773,26.8827
0080774,26.8827
0080775,26.8827
0080776,26.8827
0080777,26.8827
0080778,26.8827
0080779,26.8827
0080780,26.8827
0080781,26.8827
0080782,26.8827
0080783,26.8827
0080784,26.8827
0080785,26.8827
0080786,26.8827
0080787,26.8827
0080788,26.8827
0080789,26.8827
0080790,26.8827
0080791,26.8827
0080792,26.8827
0080793,26.8827
0080794,26.8827
0080795,26.8827
0080796,26.8827
0080797,26.8827
0080798,26.8827
0080799,26.8828
0080800,26.883
0080801,26.8838
0080802,26.8866
0080803,26.8951
0080804,26.9193
0080805,26.9821
0080806,27.1322
0080807,27.4605
0080808,28.1182
0080809,29.3215
0080810,31.3264
0080811,34.3571
0080812,38.4883
0080813,43.5173
0080814,48.8924
0080815,53.7654
0080816,57.1929
0080817,58.4299
0080818,57.1929
0080819,53.7654
0080820,48.8924
0080821,43.5173
0080822,38.4883
0080823,34.3571
0080824,31.3264
0080825,29.3215
0080826,28.1182
0080827,27.4605
0080828,27.1322
0080829,26.9821
0080830,26.9193
0080831,26.8951
