DB No.,n_d[i] 
0066637,17.2124
0066638,12.1834
0066639,8.0522
0066640,5.02149
0066641,3.01655
0066642,1.81332
0066643,1.15561
0066644,0.827251
0066645,0.677215
0066646,0.614377
0066647,0.590225
0066648,0.5817
0066649,0.578933
0066650,0.578107
0066651,0.57788
0066652,0.577823
0066653,0.57781
0066654,0.577807
0066655,1.23551
0066656,1.23551
0066657,1.23551
0066658,1.23551
0066659,1.23551
0066660,1.23551
0066661,1.23551
0066662,1.23551
0066663,1.23551
0066664,1.23551
0066665,1.23551
0066666,1.23551
0066667,1.23551
0066668,1.23551
0066669,1.23551
0066670,1.23551
0066671,1.23551
0066672,1.23551
0066673,1.23551
0066674,1.23551
0066675,1.23551
0066676,1.23551
0066677,1.23551
0066678,1.23551
0066679,1.23551
0066680,1.23551
0066681,1.23551
0066682,1.23551
0066683,1.23551
0066684,1.23551
0066685,1.23551
0066686,1.23553
0066687,1.23558
0066688,1.23581
0066689,1.23664
0066690,1.2394
0066691,1.24793
0066692,1.27208
0066693,1.33492
0066694,1.48495
0066695,1.81332
0066696,2.47102
0066697,3.67425
0066698,5.67919
0066699,8.70991
0066700,12.8411
0066701,17.8701
0066702,23.2452
0066703,28.1182
0066704,31.5457
0066705,32.7827
0066706,31.5457
0066707,28.1182
0066708,23.2452
0066709,17.8701
0066710,12.8411
0066711,8.70991
0066712,5.67919
0066713,3.67425
0066714,2.47102
0066715,1.81332
0066716,1.48495
0066717,1.33492
0066718,1.27208
0066719,1.24793
0066720,1.2394
0066721,1.23664
0066722,1.23581
0066723,1.23558
0066724,1.23553
0066725,1.23551
0066726,1.23551
0066727,2.43874
0066728,2.43874
0066729,2.43874
0066730,2.43874
0066731,2.43874
0066732,2.43874
0066733,2.43874
0066734,2.43874
0066735,2.43874
0066736,2.43874
0066737,2.43874
0066738,2.43874
0066739,2.43874
0066740,2.43874
0066741,2.43874
0066742,2.43874
0066743,2.43874
0066744,2.43874
0066745,2.43874
0066746,2.43874
0066747,2.43874
0066748,2.43874
0066749,2.43874
0066750,2.43874
0066751,2.43874
0066752,2.43874
0066753,2.43874
0066754,2.43874
0066755,2.43874
0066756,2.43875
0066757,2.43875
0066758,2.43876
0066759,2.43882
0066760,2.43905
0066761,2.43987
0066762,2.44264
0066763,2.45116
0066764,2.47531
0066765,2.53815
0066766,2.68819
0066767,3.01655
0066768,3.67425
0066769,4.87749
0066770,6.88243
0066771,9.91314
0066772,14.0443
0066773,19.0733
0066774,24.4484
0066775,29.3215
0066776,32.7489
0066777,33.9859
0066778,32.7489
0066779,29.3215
0066780,24.4484
0066781,19.0733
0066782,14.0443
0066783,9.91314
0066784,6.88243
0066785,4.87749
0066786,3.67425
0066787,3.01655
0066788,2.68819
0066789,2.53815
0066790,2.47531
0066791,2.45116
0066792,2.44264
0066793,2.43987
0066794,2.43905
0066795,2.43882
0066796,2.43876
0066797,2.43875
0066798,2.43875
0066799,4.44368
0066800,4.44368
0066801,4.44368
0066802,4.44368
0066803,4.44368
0066804,4.44368
0066805,4.44368
0066806,4.44368
0066807,4.44368
0066808,4.44368
0066809,4.44368
0066810,4.44368
0066811,4.44368
0066812,4.44368
0066813,4.44368
0066814,4.44368
0066815,4.44368
0066816,4.44368
0066817,4.44368
0066818,4.44368
0066819,4.44368
0066820,4.44368
0066821,4.44368
0066822,4.44368
0066823,4.44368
0066824,4.44368
0066825,4.44368
0066826,4.44368
0066827,4.44368
0066828,4.44368
0066829,4.44369
0066830,4.4437
0066831,4.44376
0066832,4.44398
0066833,4.44481
0066834,4.44758
0066835,4.4561
0066836,4.48025
0066837,4.54309
0066838,4.69313
0066839,5.02149
0066840,5.67919
0066841,6.88243
0066842,8.88736
0066843,11.9181
0066844,16.0492
0066845,21.0783
0066846,26.4534
0066847,31.3264
0066848,34.7539
0066849,35.9908
0066850,34.7539
0066851,31.3264
0066852,26.4534
0066853,21.0783
0066854,16.0492
0066855,11.9181
0066856,8.88736
0066857,6.88243
0066858,5.67919
0066859,5.02149
0066860,4.69313
0066861,4.54309
0066862,4.48025
0066863,4.4561
0066864,4.44758
0066865,4.44481
0066866,4.44398
0066867,4.44376
0066868,4.4437
0066869,4.44369
0066870,4.44368
0066871,7.4744
0066872,7.4744
0066873,7.4744
0066874,7.4744
0066875,7.4744
0066876,7.4744
0066877,7.4744
0066878,7.4744
0066879,7.4744
0066880,7.4744
0066881,7.4744
0066882,7.4744
0066883,7.4744
0066884,7.4744
0066885,7.4744
0066886,7.4744
0066887,7.4744
0066888,7.4744
0066889,7.4744
0066890,7.4744
0066891,7.4744
0066892,7.4744
0066893,7.4744
0066894,7.4744
0066895,7.4744
0066896,7.4744
0066897,7.4744
0066898,7.4744
0066899,7.4744
0066900,7.4744
0066901,7.4744
0066902,7.47441
0066903,7.47447
0066904,7.4747
0066905,7.47552
0066906,7.47829
0066907,7.48682
0066908,7.51097
0066909,7.57381
0066910,7.72384
0066911,8.0522
0066912,8.70991
0066913,9.91314
0066914,11.9181
0066915,14.9488
0066916,19.0799
0066917,24.109
0066918,29.4841
0066919,34.3571
0066920,37.7846
0066921,39.0216
0066922,37.7846
0066923,34.3571
0066924,29.4841
0066925,24.109
0066926,19.0799
0066927,14.9488
0066928,11.9181
0066929,9.91314
0066930,8.70991
0066931,8.0522
0066932,7.72384
0066933,7.57381
0066934,7.51097
0066935,7.48682
0066936,7.47829
0066937,7.47552
0066938,7.4747
0066939,7.47447
0066940,7.47441
0066941,7.4744
0066942,7.4744
0066943,11.6055
0066944,11.6055
0066945,11.6055
0066946,11.6055
0066947,11.6055
0066948,11.6055
0066949,11.6055
0066950,11.6055
0066951,11.6055
0066952,11.6055
0066953,11.6055
0066954,11.6055
0066955,11.6055
0066956,11.6055
0066957,11.6055
0066958,11.6055
0066959,11.6055
0066960,11.6055
0066961,11.6055
0066962,11.6055
0066963,11.6055
0066964,11.6055
0066965,11.6055
0066966,11.6055
0066967,11.6055
0066968,11.6055
0066969,11.6055
0066970,11.6055
0066971,11.6055
0066972,11.6056
0066973,11.6056
0066974,11.6056
0066975,11.6056
0066976,11.6059
0066977,11.6067
0066978,11.6094
0066979,11.618
0066980,11.6421
0066981,11.705
0066982,11.855
0066983,12.1834
0066984,12.8411
0066985,14.0443
0066986,16.0492
0066987,19.0799
0066988,23.2111
0066989,28.2401
0066990,33.6153
0066991,38.4883
0066992,41.9157
0066993,43.1527
0066994,41.9157
0066995,38.4883
0066996,33.6153
0066997,28.2401
0066998,23.2111
0066999,19.0799
0067000,16.0492
0067001,14.0443
0067002,12.8411
0067003,12.1834
0067004,11.855
0067005,11.705
0067006,11.6421
0067007,11.618
0067008,11.6094
0067009,11.6067
0067010,11.6059
0067011,11.6056
0067012,11.6056
0067013,11.6056
0067014,11.6056
0067015,16.6346
0067016,16.6346
0067017,16.6346
0067018,16.6346
0067019,16.6346
0067020,16.6346
0067021,16.6346
0067022,16.6346
0067023,16.6346
0067024,16.6346
0067025,16.6346
0067026,16.6346
0067027,16.6346
0067028,16.6346
0067029,16.6346
0067030,16.6346
0067031,16.6346
0067032,16.6346
0067033,16.6346
0067034,16.6346
0067035,16.6346
0067036,16.6346
0067037,16.6346
0067038,16.6346
0067039,16.6346
0067040,16.6346
0067041,16.6346
0067042,16.6346
0067043,16.6346
0067044,16.6346
0067045,16.6346
0067046,16.6346
0067047,16.6346
0067048,16.6349
0067049,16.6357
0067050,16.6385
0067051,16.647
0067052,16.6711
0067053,16.734
0067054,16.884
0067055,17.2124
0067056,17.8701
0067057,19.0733
0067058,21.0783
0067059,24.109
0067060,28.2401
0067061,33.2692
0067062,38.6443
0067063,43.5173
0067064,46.9447
0067065,48.1817
0067066,46.9447
0067067,43.5173
0067068,38.6443
0067069,33.2692
0067070,28.2401
0067071,24.109
0067072,21.0783
0067073,19.0733
0067074,17.8701
0067075,17.2124
0067076,16.884
0067077,16.734
0067078,16.6711
0067079,16.647
0067080,16.6385
0067081,16.6357
0067082,16.6349
0067083,16.6346
0067084,16.6346
0067085,16.6346
0067086,16.6346
0067087,22.0097
0067088,22.0097
0067089,22.0097
0067090,22.0097
0067091,22.0097
0067092,22.0097
0067093,22.0097
0067094,22.0097
0067095,22.0097
0067096,22.0097
0067097,22.0097
0067098,22.0097
0067099,22.0097
0067100,22.0097
0067101,22.0097
0067102,22.0097
0067103,22.0097
0067104,22.0097
0067105,22.0097
0067106,22.0097
0067107,22.0097
0067108,22.0097
0067109,22.0097
0067110,22.0097
0067111,22.0097
0067112,22.0097
0067113,22.0097
0067114,22.0097
0067115,22.0097
0067116,22.0097
0067117,22.0097
0067118,22.0097
0067119,22.0098
0067120,22.01
0067121,22.0108
0067122,22.0136
0067123,22.0221
0067124,22.0463
0067125,22.1091
0067126,22.2591
0067127,22.5875
0067128,23.2452
0067129,24.4484
0067130,26.4534
0067131,29.4841
0067132,33.6153
0067133,38.6443
0067134,44.0194
0067135,48.8924
0067136,52.3199
0067137,53.5569
0067138,52.3199
0067139,48.8924
0067140,44.0194
0067141,38.6443
0067142,33.6153
0067143,29.4841
0067144,26.4534
0067145,24.4484
0067146,23.2452
0067147,22.5875
0067148,22.2591
0067149,22.1091
0067150,22.0463
0067151,22.0221
0067152,22.0136
0067153,22.0108
0067154,22.01
0067155,22.0098
0067156,22.0097
0067157,22.0097
0067158,22.0097
0067159,26.8827
0067160,26.8827
0067161,26.8827
0067162,26.8827
0067163,26.8827
0067164,26.8827
0067165,26.8827
0067166,26.8827
0067167,26.8827
0067168,26.8827
0067169,26.8827
0067170,26.8827
0067171,26.8827
0067172,26.8827
0067173,26.8827
0067174,26.8827
0067175,26.8827
0067176,26.8827
0067177,26.8827
0067178,26.8827
0067179,26.8827
0067180,26.8827
0067181,26.8827
0067182,26.8827
0067183,26.8827
0067184,26.8827
0067185,26.8827
0067186,26.8827
0067187,26.8827
0067188,26.8827
0067189,26.8827
0067190,26.8827
0067191,26.8828
0067192,26.883
0067193,26.8838
0067194,26.8866
0067195,26.8951
0067196,26.9193
0067197,26.9821
0067198,27.1322
0067199,27.4605
0067200,28.1182
0067201,29.3215
0067202,31.3264
0067203,34.3571
0067204,38.4883
0067205,43.5173
0067206,48.8924
0067207,53.7654
0067208,57.1929
0067209,58.4299
0067210,57.1929
0067211,53.7654
0067212,48.8924
0067213,43.5173
0067214,38.4883
0067215,34.3571
0067216,31.3264
0067217,29.3215
0067218,28.1182
0067219,27.4605
0067220,27.1322
0067221,26.9821
0067222,26.9193
0067223,26.8951
0067224,26.8866
0067225,26.8838
0067226,26.883
0067227,26.8828
0067228,26.8827
0067229,26.8827
0067230,26.8827
0067231,0.577806
0067232,0.577806
0067233,0.577806
0067234,0.577806
0067235,0.577806
0067236,0.577806
0067237,0.577806
0067238,0.577806
0067239,0.577806
0067240,0.577806
0067241,0.577806
0067242,0.577806
0067243,0.577806
0067244,0.577806
0067245,0.577806
0067246,0.577806
0067247,0.577806
0067248,0.577806
0067249,0.577806
0067250,0.577806
0067251,0.577806
0067252,0.577806
0067253,0.577806
0067254,0.577806
0067255,0.577806
0067256,0.577806
0067257,0.577806
0067258,0.577806
0067259,0.577806
0067260,0.577807
0067261,0.57781
0067262,0.577823
0067263,0.57788
0067264,0.578107
0067265,0.578933
0067266,0.5817
0067267,0.590225
0067268,0.614377
0067269,0.677215
0067270,0.827251
0067271,1.15561
0067272,1.81332
0067273,3.01655
0067274,5.02149
0067275,8.0522
0067276,12.1834
0067277,17.2124
0067278,22.5875
0067279,27.4605
0067280,30.888
0067281,32.125
0067282,30.888
0067283,27.4605
0067284,22.5875
0067285,17.2124
0067286,12.1834
0067287,8.0522
0067288,5.02149
0067289,3.01655
0067290,1.81332
0067291,1.15561
0067292,0.827251
0067293,0.677215
0067294,0.614377
0067295,0.590225
0067296,0.5817
0067297,0.578933
0067298,0.578107
0067299,0.57788
0067300,0.577823
0067301,0.57781
0067302,0.577807
0067303,1.23551
0067304,1.23551
0067305,1.23551
0067306,1.23551
0067307,1.23551
0067308,1.23551
0067309,1.23551
0067310,1.23551
0067311,1.23551
0067312,1.23551
0067313,1.23551
0067314,1.23551
0067315,1.23551
0067316,1.23551
0067317,1.23551
0067318,1.23551
0067319,1.23551
0067320,1.23551
0067321,1.23551
0067322,1.23551
0067323,1.23551
0067324,1.23551
0067325,1.23551
0067326,1.23551
0067327,1.23551
0067328,1.23551
0067329,1.23551
0067330,1.23551
0067331,1.23551
0067332,1.23551
0067333,1.23551
0067334,1.23553
0067335,1.23558
0067336,1.23581
0067337,1.23664
0067338,1.2394
0067339,1.24793
0067340,1.27208
0067341,1.33492
0067342,1.48495
0067343,1.81332
0067344,2.47102
0067345,3.67425
0067346,5.67919
0067347,8.70991
0067348,12.8411
0067349,17.8701
0067350,23.2452
0067351,28.1182
0067352,31.5457
0067353,32.7827
0067354,31.5457
0067355,28.1182
0067356,23.2452
0067357,17.8701
0067358,12.8411
0067359,8.70991
0067360,5.67919
0067361,3.67425
0067362,2.47102
0067363,1.81332
0067364,1.48495
0067365,1.33492
0067366,1.27208
0067367,1.24793
0067368,1.2394
0067369,1.23664
0067370,1.23581
0067371,1.23558
0067372,1.23553
0067373,1.23551
0067374,1.23551
0067375,2.43874
0067376,2.43874
0067377,2.43874
0067378,2.43874
0067379,2.43874
0067380,2.43874
0067381,2.43874
0067382,2.43874
0067383,2.43874
0067384,2.43874
0067385,2.43874
0067386,2.43874
0067387,2.43874
0067388,2.43874
0067389,2.43874
0067390,2.43874
0067391,2.43874
0067392,2.43874
0067393,2.43874
0067394,2.43874
0067395,2.43874
0067396,2.43874
0067397,2.43874
0067398,2.43874
0067399,2.43874
0067400,2.43874
0067401,2.43874
0067402,2.43874
0067403,2.43874
0067404,2.43875
0067405,2.43875
0067406,2.43876
0067407,2.43882
0067408,2.43905
0067409,2.43987
0067410,2.44264
0067411,2.45116
0067412,2.47531
0067413,2.53815
0067414,2.68819
0067415,3.01655
0067416,3.67425
0067417,4.87749
0067418,6.88243
0067419,9.91314
0067420,14.0443
0067421,19.0733
0067422,24.4484
0067423,29.3215
0067424,32.7489
0067425,33.9859
0067426,32.7489
0067427,29.3215
0067428,24.4484
0067429,19.0733
0067430,14.0443
0067431,9.91314
0067432,6.88243
0067433,4.87749
0067434,3.67425
0067435,3.01655
0067436,2.68819
0067437,2.53815
0067438,2.47531
0067439,2.45116
0067440,2.44264
0067441,2.43987
0067442,2.43905
0067443,2.43882
0067444,2.43876
0067445,2.43875
0067446,2.43875
0067447,4.44368
0067448,4.44368
0067449,4.44368
0067450,4.44368
0067451,4.44368
0067452,4.44368
0067453,4.44368
0067454,4.44368
0067455,4.44368
0067456,4.44368
0067457,4.44368
0067458,4.44368
0067459,4.44368
0067460,4.44368
0067461,4.44368
0067462,4.44368
0067463,4.44368
0067464,4.44368
0067465,4.44368
0067466,4.44368
0067467,4.44368
0067468,4.44368
0067469,4.44368
0067470,4.44368
0067471,4.44368
0067472,4.44368
0067473,4.44368
0067474,4.44368
0067475,4.44368
0067476,4.44368
0067477,4.44369
0067478,4.4437
0067479,4.44376
0067480,4.44398
0067481,4.44481
0067482,4.44758
0067483,4.4561
0067484,4.48025
0067485,4.54309
0067486,4.69313
0067487,5.02149
0067488,5.67919
0067489,6.88243
0067490,8.88736
0067491,11.9181
0067492,16.0492
0067493,21.0783
0067494,26.4534
0067495,31.3264
0067496,34.7539
0067497,35.9908
0067498,34.7539
0067499,31.3264
0067500,26.4534
0067501,21.0783
0067502,16.0492
0067503,11.9181
0067504,8.88736
0067505,6.88243
0067506,5.67919
0067507,5.02149
0067508,4.69313
0067509,4.54309
0067510,4.48025
0067511,4.4561
0067512,4.44758
0067513,4.44481
0067514,4.44398
0067515,4.44376
0067516,4.4437
0067517,4.44369
0067518,4.44368
0067519,7.4744
0067520,7.4744
0067521,7.4744
0067522,7.4744
0067523,7.4744
0067524,7.4744
0067525,7.4744
0067526,7.4744
0067527,7.4744
0067528,7.4744
0067529,7.4744
0067530,7.4744
0067531,7.4744
0067532,7.4744
0067533,7.4744
0067534,7.4744
0067535,7.4744
0067536,7.4744
0067537,7.4744
0067538,7.4744
0067539,7.4744
0067540,7.4744
0067541,7.4744
0067542,7.4744
0067543,7.4744
0067544,7.4744
0067545,7.4744
0067546,7.4744
0067547,7.4744
0067548,7.4744
0067549,7.4744
0067550,7.47441
0067551,7.47447
0067552,7.4747
0067553,7.47552
0067554,7.47829
0067555,7.48682
0067556,7.51097
0067557,7.57381
0067558,7.72384
0067559,8.0522
0067560,8.70991
0067561,9.91314
0067562,11.9181
0067563,14.9488
0067564,19.0799
0067565,24.109
0067566,29.4841
0067567,34.3571
0067568,37.7846
0067569,39.0216
0067570,37.7846
0067571,34.3571
0067572,29.4841
0067573,24.109
0067574,19.0799
0067575,14.9488
0067576,11.9181
0067577,9.91314
0067578,8.70991
0067579,8.0522
0067580,7.72384
0067581,7.57381
0067582,7.51097
0067583,7.48682
0067584,7.47829
0067585,7.47552
0067586,7.4747
0067587,7.47447
0067588,7.47441
0067589,7.4744
0067590,7.4744
0067591,11.6055
0067592,11.6055
0067593,11.6055
0067594,11.6055
0067595,11.6055
0067596,11.6055
0067597,11.6055
0067598,11.6055
0067599,11.6055
0067600,11.6055
0067601,11.6055
0067602,11.6055
0067603,11.6055
0067604,11.6055
0067605,11.6055
0067606,11.6055
0067607,11.6055
0067608,11.6055
0067609,11.6055
0067610,11.6055
0067611,11.6055
0067612,11.6055
0067613,11.6055
0067614,11.6055
0067615,11.6055
0067616,11.6055
0067617,11.6055
0067618,11.6055
0067619,11.6055
0067620,11.6056
0067621,11.6056
0067622,11.6056
0067623,11.6056
0067624,11.6059
0067625,11.6067
0067626,11.6094
0067627,11.618
0067628,11.6421
0067629,11.705
0067630,11.855
0067631,12.1834
0067632,12.8411
0067633,14.0443
0067634,16.0492
0067635,19.0799
0067636,23.2111
0067637,28.2401
0067638,33.6153
0067639,38.4883
0067640,41.9157
0067641,43.1527
0067642,41.9157
0067643,38.4883
0067644,33.6153
0067645,28.2401
0067646,23.2111
0067647,19.0799
0067648,16.0492
0067649,14.0443
0067650,12.8411
0067651,12.1834
0067652,11.855
0067653,11.705
0067654,11.6421
0067655,11.618
0067656,11.6094
0067657,11.6067
0067658,11.6059
0067659,11.6056
0067660,11.6056
0067661,11.6056
0067662,11.6056
0067663,16.6346
0067664,16.6346
0067665,16.6346
0067666,16.6346
0067667,16.6346
0067668,16.6346
0067669,16.6346
0067670,16.6346
0067671,16.6346
0067672,16.6346
0067673,16.6346
0067674,16.6346
0067675,16.6346
0067676,16.6346
0067677,16.6346
0067678,16.6346
0067679,16.6346
0067680,16.6346
0067681,16.6346
0067682,16.6346
0067683,16.6346
0067684,16.6346
0067685,16.6346
0067686,16.6346
0067687,16.6346
0067688,16.6346
0067689,16.6346
0067690,16.6346
0067691,16.6346
0067692,16.6346
0067693,16.6346
0067694,16.6346
0067695,16.6346
0067696,16.6349
0067697,16.6357
0067698,16.6385
0067699,16.647
0067700,16.6711
0067701,16.734
0067702,16.884
0067703,17.2124
0067704,17.8701
0067705,19.0733
0067706,21.0783
0067707,24.109
0067708,28.2401
0067709,33.2692
0067710,38.6443
0067711,43.5173
0067712,46.9447
0067713,48.1817
0067714,46.9447
0067715,43.5173
0067716,38.6443
0067717,33.2692
0067718,28.2401
0067719,24.109
0067720,21.0783
0067721,19.0733
0067722,17.8701
0067723,17.2124
0067724,16.884
0067725,16.734
0067726,16.6711
0067727,16.647
0067728,16.6385
0067729,16.6357
0067730,16.6349
0067731,16.6346
0067732,16.6346
0067733,16.6346
0067734,16.6346
0067735,22.0097
0067736,22.0097
0067737,22.0097
0067738,22.0097
0067739,22.0097
0067740,22.0097
0067741,22.0097
0067742,22.0097
0067743,22.0097
0067744,22.0097
0067745,22.0097
0067746,22.0097
0067747,22.0097
0067748,22.0097
0067749,22.0097
0067750,22.0097
0067751,22.0097
0067752,22.0097
0067753,22.0097
0067754,22.0097
0067755,22.0097
0067756,22.0097
0067757,22.0097
0067758,22.0097
0067759,22.0097
0067760,22.0097
0067761,22.0097
0067762,22.0097
0067763,22.0097
0067764,22.0097
0067765,22.0097
0067766,22.0097
0067767,22.0098
0067768,22.01
0067769,22.0108
0067770,22.0136
0067771,22.0221
0067772,22.0463
0067773,22.1091
0067774,22.2591
0067775,22.5875
0067776,23.2452
0067777,24.4484
0067778,26.4534
0067779,29.4841
0067780,33.6153
0067781,38.6443
0067782,44.0194
0067783,48.8924
0067784,52.3199
0067785,53.5569
0067786,52.3199
0067787,48.8924
0067788,44.0194
0067789,38.6443
0067790,33.6153
0067791,29.4841
0067792,26.4534
0067793,24.4484
0067794,23.2452
0067795,22.5875
0067796,22.2591
0067797,22.1091
0067798,22.0463
0067799,22.0221
0067800,22.0136
0067801,22.0108
0067802,22.01
0067803,22.0098
0067804,22.0097
0067805,22.0097
0067806,22.0097
0067807,26.8827
0067808,26.8827
0067809,26.8827
0067810,26.8827
0067811,26.8827
0067812,26.8827
0067813,26.8827
0067814,26.8827
0067815,26.8827
0067816,26.8827
0067817,26.8827
0067818,26.8827
0067819,26.8827
0067820,26.8827
0067821,26.8827
0067822,26.8827
0067823,26.8827
0067824,26.8827
0067825,26.8827
0067826,26.8827
0067827,26.8827
0067828,26.8827
0067829,26.8827
0067830,26.8827
0067831,26.8827
0067832,26.8827
0067833,26.8827
0067834,26.8827
0067835,26.8827
0067836,26.8827
0067837,26.8827
0067838,26.8827
0067839,26.8828
0067840,26.883
0067841,26.8838
0067842,26.8866
0067843,26.8951
0067844,26.9193
0067845,26.9821
0067846,27.1322
0067847,27.4605
0067848,28.1182
0067849,29.3215
0067850,31.3264
0067851,34.3571
0067852,38.4883
0067853,43.5173
0067854,48.8924
0067855,53.7654
0067856,57.1929
0067857,58.4299
0067858,57.1929
0067859,53.7654
0067860,48.8924
0067861,43.5173
0067862,38.4883
0067863,34.3571
0067864,31.3264
0067865,29.3215
0067866,28.1182
0067867,27.4605
0067868,27.1322
0067869,26.9821
0067870,26.9193
0067871,26.8951
0067872,26.8866
0067873,26.8838
0067874,26.883
0067875,26.8828
0067876,26.8827
0067877,26.8827
0067878,26.8827
0067879,0.577806
0067880,0.577806
0067881,0.577806
0067882,0.577806
0067883,0.577806
0067884,0.577806
0067885,0.577806
0067886,0.577806
0067887,0.577806
0067888,0.577806
0067889,0.577806
0067890,0.577806
0067891,0.577806
0067892,0.577806
0067893,0.577806
0067894,0.577806
0067895,0.577806
0067896,0.577806
0067897,0.577806
0067898,0.577806
0067899,0.577806
0067900,0.577806
0067901,0.577806
0067902,0.577806
0067903,0.577806
0067904,0.577806
0067905,0.577806
0067906,0.577806
0067907,0.577806
0067908,0.577807
0067909,0.57781
0067910,0.577823
0067911,0.57788
0067912,0.578107
0067913,0.578933
0067914,0.5817
0067915,0.590225
0067916,0.614377
0067917,0.677215
0067918,0.827251
0067919,1.15561
0067920,1.81332
0067921,3.01655
0067922,5.02149
0067923,8.0522
0067924,12.1834
0067925,17.2124
0067926,22.5875
0067927,27.4605
0067928,30.888
0067929,32.125
0067930,30.888
0067931,27.4605
0067932,22.5875
0067933,17.2124
0067934,12.1834
0067935,8.0522
0067936,5.02149
0067937,3.01655
0067938,1.81332
0067939,1.15561
0067940,0.827251
0067941,0.677215
0067942,0.614377
0067943,0.590225
0067944,0.5817
0067945,0.578933
0067946,0.578107
0067947,0.57788
0067948,0.577823
0067949,0.57781
0067950,0.577807
0067951,1.23551
0067952,1.23551
0067953,1.23551
0067954,1.23551
0067955,1.23551
0067956,1.23551
0067957,1.23551
0067958,1.23551
0067959,1.23551
0067960,1.23551
0067961,1.23551
0067962,1.23551
0067963,1.23551
0067964,1.23551
0067965,1.23551
0067966,1.23551
0067967,1.23551
0067968,1.23551
0067969,1.23551
0067970,1.23551
0067971,1.23551
0067972,1.23551
0067973,1.23551
0067974,1.23551
0067975,1.23551
0067976,1.23551
0067977,1.23551
0067978,1.23551
0067979,1.23551
0067980,1.23551
0067981,1.23551
0067982,1.23553
0067983,1.23558
0067984,1.23581
0067985,1.23664
0067986,1.2394
0067987,1.24793
0067988,1.27208
0067989,1.33492
0067990,1.48495
0067991,1.81332
0067992,2.47102
0067993,3.67425
0067994,5.67919
0067995,8.70991
0067996,12.8411
0067997,17.8701
0067998,23.2452
0067999,28.1182
0068000,31.5457
0068001,32.7827
0068002,31.5457
0068003,28.1182
0068004,23.2452
0068005,17.8701
0068006,12.8411
0068007,8.70991
0068008,5.67919
0068009,3.67425
0068010,2.47102
0068011,1.81332
0068012,1.48495
0068013,1.33492
0068014,1.27208
0068015,1.24793
0068016,1.2394
0068017,1.23664
0068018,1.23581
0068019,1.23558
0068020,1.23553
0068021,1.23551
0068022,1.23551
0068023,2.43874
0068024,2.43874
0068025,2.43874
0068026,2.43874
0068027,2.43874
0068028,2.43874
0068029,2.43874
0068030,2.43874
0068031,2.43874
0068032,2.43874
0068033,2.43874
0068034,2.43874
0068035,2.43874
0068036,2.43874
0068037,2.43874
0068038,2.43874
0068039,2.43874
0068040,2.43874
0068041,2.43874
0068042,2.43874
0068043,2.43874
0068044,2.43874
0068045,2.43874
0068046,2.43874
0068047,2.43874
0068048,2.43874
0068049,2.43874
0068050,2.43874
0068051,2.43874
0068052,2.43875
0068053,2.43875
0068054,2.43876
0068055,2.43882
0068056,2.43905
0068057,2.43987
0068058,2.44264
0068059,2.45116
0068060,2.47531
0068061,2.53815
0068062,2.68819
0068063,3.01655
0068064,3.67425
0068065,4.87749
0068066,6.88243
0068067,9.91314
0068068,14.0443
0068069,19.0733
0068070,24.4484
0068071,29.3215
0068072,32.7489
0068073,33.9859
0068074,32.7489
0068075,29.3215
0068076,24.4484
0068077,19.0733
0068078,14.0443
0068079,9.91314
0068080,6.88243
0068081,4.87749
0068082,3.67425
0068083,3.01655
0068084,2.68819
0068085,2.53815
0068086,2.47531
0068087,2.45116
0068088,2.44264
0068089,2.43987
0068090,2.43905
0068091,2.43882
0068092,2.43876
0068093,2.43875
0068094,2.43875
0068095,4.44368
0068096,4.44368
0068097,4.44368
0068098,4.44368
0068099,4.44368
0068100,4.44368
0068101,4.44368
0068102,4.44368
0068103,4.44368
0068104,4.44368
0068105,4.44368
0068106,4.44368
0068107,4.44368
0068108,4.44368
0068109,4.44368
0068110,4.44368
0068111,4.44368
0068112,4.44368
0068113,4.44368
0068114,4.44368
0068115,4.44368
0068116,4.44368
0068117,4.44368
0068118,4.44368
0068119,4.44368
0068120,4.44368
0068121,4.44368
0068122,4.44368
0068123,4.44368
0068124,4.44368
0068125,4.44369
0068126,4.4437
0068127,4.44376
0068128,4.44398
0068129,4.44481
0068130,4.44758
0068131,4.4561
0068132,4.48025
0068133,4.54309
0068134,4.69313
0068135,5.02149
0068136,5.67919
0068137,6.88243
0068138,8.88736
0068139,11.9181
0068140,16.0492
0068141,21.0783
0068142,26.4534
0068143,31.3264
0068144,34.7539
0068145,35.9908
0068146,34.7539
0068147,31.3264
0068148,26.4534
0068149,21.0783
0068150,16.0492
0068151,11.9181
0068152,8.88736
0068153,6.88243
0068154,5.67919
0068155,5.02149
0068156,4.69313
0068157,4.54309
0068158,4.48025
0068159,4.4561
0068160,4.44758
0068161,4.44481
0068162,4.44398
0068163,4.44376
0068164,4.4437
0068165,4.44369
0068166,4.44368
0068167,7.4744
0068168,7.4744
0068169,7.4744
0068170,7.4744
0068171,7.4744
0068172,7.4744
0068173,7.4744
0068174,7.4744
0068175,7.4744
0068176,7.4744
0068177,7.4744
0068178,7.4744
0068179,7.4744
0068180,7.4744
0068181,7.4744
0068182,7.4744
0068183,7.4744
0068184,7.4744
0068185,7.4744
0068186,7.4744
0068187,7.4744
0068188,7.4744
0068189,7.4744
0068190,7.4744
0068191,7.4744
0068192,7.4744
0068193,7.4744
0068194,7.4744
0068195,7.4744
