query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,0,0,729
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0065893,-005.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,917,12853,6649,47670,0,0,0,0
0065894,-004.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,957,13175,6844,47308,0,0,0,0
0065895,-004.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1068,14997,7691,45375,0,0,0,0
0065896,-004.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1512,17316,9055,42612,0,0,0,0
0065897,-004.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2216,20542,11178,38682,0,0,0,0
0065898,-004.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3053,25187,14103,33200,0,0,0,0
0065899,-003.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3487,28591,16559,29362,0,0,0,0
0065900,-003.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3518,28116,16177,29806,0,0,0,0
0065901,-003.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3391,26930,15648,31119,0,0,0,0
0065902,-003.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3393,26184,15496,31863,0,0,0,0
0065903,-003.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3371,24877,14833,33192,0,0,0,0
0065904,-002.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3053,22628,13325,35759,0,0,0,0
0065905,-002.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2710,23500,13269,35230,0,0,0,0
0065906,-002.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2526,22584,12738,36330,0,0,0,0
0065907,-002.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2401,21540,12321,37499,0,0,0,0
0065908,-002.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2375,21031,12142,38034,0,0,0,0
0065909,-001.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2138,19056,10960,40246,0,0,0,0
0065910,-001.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2033,21307,11790,38100,0,0,0,0
0065911,-001.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2107,22023,12155,37310,0,0,0,0
0065912,-001.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1928,20672,11336,38840,0,0,0,0
0065913,-001.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1686,20282,10915,39472,0,0,0,0
0065914,-000.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1255,15584,8115,44601,0,0,0,0
0065915,-000.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,1611,15142,8167,44687,0,0,0,0
0065916,-000.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2251,17383,9410,41806,0,0,0,0
0065917,-000.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3692,21144,11809,36604,0,0,0,0
0065918,-000.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,6337,25858,15089,29245,0,0,0,0
0065919,0000.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,6857,24437,14844,30146,0,0,0,0
0065920,0000.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,6252,23423,14089,31765,0,0,0,0
0065921,0000.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,5403,21919,13343,34118,0,0,0,0
0065922,0000.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,4279,20754,12318,36407,0,0,0,0
0065923,0001.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3793,18988,11337,38659,0,0,0,0
0065924,0001.200,-000.600,0000.200,0065.0,0000.0,0,0,0,0,3371,17522,10401,40547,0,0,0,0
0065925,0001.400,-000.600,0000.200,0065.0,0000.0,0,0,0,0,2296,10636,6058,48508,0,0,0,0
0065926,0001.600,-000.600,0000.200,0065.0,0000.0,0,0,0,0,251,4683,2313,56506,0,0,0,0
0065927,0001.800,-000.600,0000.200,0065.0,0000.0,0,0,0,0,65,1051,541,60324,0,0,0,0
0065928,0002.000,-000.600,0000.200,0065.0,0000.0,0,0,0,0,65,1051,541,60324,0,0,0,0
0065929,-010.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,214,3413,1742,57813,0,0,0,0
0065930,-009.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,528,6066,3128,54846,0,0,0,0
0065931,-009.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,537,6170,3205,54733,0,0,0,0
0065932,-009.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,583,7200,3872,53657,0,0,0,0
0065933,-009.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,195,3172,1616,58073,0,0,0,0
0065934,-009.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,371,4743,2417,56326,0,0,0,0
0065935,-008.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,540,6191,3212,54709,0,0,0,0
0065936,-008.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,595,6882,3712,53963,0,0,0,0
0065937,-008.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,588,6249,3591,54603,0,0,0,0
0065938,-008.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,210,3331,1701,57899,0,0,0,0
0065939,-008.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,544,6287,3267,54609,0,0,0,0
0065940,-007.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,605,6841,3659,53994,0,0,0,0
0065941,-007.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1173,12383,7145,47884,0,0,0,0
0065942,-007.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1129,12901,7470,47410,0,0,0,0
0065943,-007.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1249,16121,8659,44070,0,0,0,0
0065944,-007.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,683,10559,5636,50198,0,0,0,0
0065945,-006.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,683,10031,5199,50726,0,0,0,0
0065946,-006.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,470,7405,3928,53565,0,0,0,0
0065947,-006.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,850,12521,6672,48069,0,0,0,0
0065948,-006.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1225,16927,8936,43288,0,0,0,0
0065949,-006.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1137,14547,7915,45756,0,0,0,0
0065950,-005.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,566,6965,3734,53909,0,0,0,0
0065951,-005.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,189,3157,1609,58094,0,0,0,0
0065952,-005.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,224,3457,1782,57759,0,0,0,0
0065953,-005.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,528,6135,3245,54777,0,0,0,0
0065954,-005.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,591,6845,3631,54004,0,0,0,0
0065955,-004.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,578,7157,3889,53705,0,0,0,0
0065956,-004.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,217,3444,1757,57779,0,0,0,0
0065957,-004.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,590,6593,3432,54257,0,0,0,0
0065958,-004.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1281,13037,7056,47122,0,0,0,0
0065959,-004.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2185,19628,10886,39627,0,0,0,0
0065960,-003.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3260,26630,15231,31550,0,0,0,0
0065961,-003.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3533,27766,16058,30141,0,0,0,0
0065962,-003.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3241,26455,15340,31744,0,0,0,0
0065963,-003.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3238,25863,15150,32339,0,0,0,0
0065964,-003.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3205,24009,14473,34226,0,0,0,0
0065965,-002.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2997,23140,13667,35303,0,0,0,0
0065966,-002.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2775,21813,12341,36852,0,0,0,0
0065967,-002.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2384,21123,11934,37933,0,0,0,0
0065968,-002.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2378,22317,12608,36745,0,0,0,0
0065969,-002.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2378,22203,12713,36859,0,0,0,0
0065970,-001.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2245,20446,11794,38749,0,0,0,0
0065971,-001.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1895,19025,10616,40520,0,0,0,0
0065972,-001.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1923,20043,11067,39474,0,0,0,0
0065973,-001.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1832,19845,10877,39763,0,0,0,0
0065974,-001.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1477,17572,9453,42391,0,0,0,0
0065975,-000.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,432,6934,3573,54074,0,0,0,0
0065976,-000.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,293,3856,2008,57291,0,0,0,0
0065977,-000.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,1360,10294,5727,49786,0,0,0,0
0065978,-000.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2305,15866,8492,43269,0,0,0,0
0065979,-000.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,6870,25245,14963,29325,0,0,0,0
0065980,0000.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,7391,25801,15394,28248,0,0,0,0
0065981,0000.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,6620,24683,15024,30137,0,0,0,0
0065982,0000.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,5620,23593,14119,32227,0,0,0,0
0065983,0000.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,4641,21168,12577,35631,0,0,0,0
0065984,0001.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,4148,20049,12035,37243,0,0,0,0
0065985,0001.200,-000.400,0000.200,0065.0,0000.0,0,0,0,0,3253,14856,9062,43331,0,0,0,0
0065986,0001.400,-000.400,0000.200,0065.0,0000.0,0,0,0,0,2590,12341,7338,46509,0,0,0,0
0065987,0001.600,-000.400,0000.200,0065.0,0000.0,0,0,0,0,184,3592,1745,57664,0,0,0,0
0065988,0001.800,-000.400,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065989,0002.000,-000.400,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065990,-010.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065991,-009.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,24,216,131,61200,0,0,0,0
0065992,-009.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,399,3525,2137,57516,0,0,0,0
0065993,-009.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,381,4479,2579,56580,0,0,0,0
0065994,-009.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065995,-009.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065996,-008.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,29,271,153,61140,0,0,0,0
0065997,-008.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,385,4115,2338,56940,0,0,0,0
0065998,-008.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0065999,-008.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066000,-008.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,24,144,85,61272,0,0,0,0
0066001,-007.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,399,2433,1428,58608,0,0,0,0
0066002,-007.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,408,4668,2670,56364,0,0,0,0
0066003,-007.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,456,6380,3575,54604,0,0,0,0
0066004,-007.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1013,13118,7321,47309,0,0,0,0
0066005,-007.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,598,9938,5112,50904,0,0,0,0
0066006,-006.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,371,6507,3270,54562,0,0,0,0
0066007,-006.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,12,216,107,61212,0,0,0,0
0066008,-006.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,204,3672,1832,57564,0,0,0,0
0066009,-006.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,396,7128,3556,53916,0,0,0,0
0066010,-006.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,595,10237,5176,50608,0,0,0,0
0066011,-005.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,384,4296,2466,56760,0,0,0,0
0066012,-005.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066013,-005.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066014,-005.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,28,260,145,61152,0,0,0,0
0066015,-005.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,404,4276,2404,56760,0,0,0,0
0066016,-004.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,390,5010,2877,56040,0,0,0,0
0066017,-004.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066018,-004.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066019,-004.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066020,-004.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1241,12053,6573,48146,0,0,0,0
0066021,-003.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2645,24946,13717,33849,0,0,0,0
0066022,-003.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,3437,26673,15292,31330,0,0,0,0
0066023,-003.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,3159,26202,15184,32079,0,0,0,0
0066024,-003.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,3209,26656,15478,31575,0,0,0,0
0066025,-003.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,3174,24913,14783,33353,0,0,0,0
0066026,-002.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2864,22126,13237,36450,0,0,0,0
0066027,-002.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2526,21728,12485,37186,0,0,0,0
0066028,-002.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2258,20313,11554,38869,0,0,0,0
0066029,-002.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2414,20646,11761,38380,0,0,0,0
0066030,-002.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2371,22914,12987,36155,0,0,0,0
0066031,-001.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2086,21861,12230,37493,0,0,0,0
0066032,-001.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1978,19355,10911,40107,0,0,0,0
0066033,-001.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1869,19562,10984,40009,0,0,0,0
0066034,-001.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1682,16889,9475,42869,0,0,0,0
0066035,-001.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1389,14940,8324,45111,0,0,0,0
0066036,-000.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,192,2688,1515,58560,0,0,0,0
0066037,-000.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066038,-000.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,97,611,355,60732,0,0,0,0
0066039,-000.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,1353,9156,5162,50931,0,0,0,0
0066040,-000.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,6719,24435,14354,30286,0,0,0,0
0066041,0000.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,7229,23592,14308,30619,0,0,0,0
0066042,0000.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,7111,26099,15499,28230,0,0,0,0
0066043,0000.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,6211,24861,14945,30368,0,0,0,0
0066044,0000.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,5235,23021,13658,33184,0,0,0,0
0066045,0001.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,4229,20926,12323,36285,0,0,0,0
0066046,0001.200,-000.200,0000.200,0065.0,0000.0,0,0,0,0,3520,15669,9574,42251,0,0,0,0
0066047,0001.400,-000.200,0000.200,0065.0,0000.0,0,0,0,0,2254,8404,5075,50782,0,0,0,0
0066048,0001.600,-000.200,0000.200,0065.0,0000.0,0,0,0,0,184,3604,1749,57652,0,0,0,0
0066049,0001.800,-000.200,0000.200,0065.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066050,0002.000,-000.200,0000.200,0065.0,0000.0,0,0,0,0,14,130,72,61296,0,0,0,0
0066051,-010.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,14,224,107,61202,0,0,0,0
0066052,-009.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,252,153,61164,0,0,0,0
0066053,-009.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,428,4540,2702,56472,0,0,0,0
0066054,-009.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,807,12297,6554,48336,0,0,0,0
0066055,-009.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,564,10152,5064,50724,0,0,0,0
0066056,-009.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,360,6480,3232,54600,0,0,0,0
0066057,-008.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066058,-008.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,36,300,178,61104,0,0,0,0
0066059,-008.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,547,4493,2672,56400,0,0,0,0
0066060,-008.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,396,210,61020,0,0,0,0
0066061,-008.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,375,5925,3182,55140,0,0,0,0
0066062,-007.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066063,-007.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066064,-007.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066065,-007.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,12,216,107,61212,0,0,0,0
0066066,-007.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,204,3564,1802,57672,0,0,0,0
0066067,-006.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,387,4833,2783,56220,0,0,0,0
0066068,-006.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066069,-006.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066070,-006.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,288,165,61128,0,0,0,0
0066071,-006.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,378,4302,2469,56760,0,0,0,0
0066072,-005.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066073,-005.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066074,-005.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066075,-005.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,324,185,61092,0,0,0,0
0066076,-005.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,387,4833,2783,56220,0,0,0,0
0066077,-004.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066078,-004.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066079,-004.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,276,156,61140,0,0,0,0
0066080,-004.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,375,4125,2344,56940,0,0,0,0
0066081,-004.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066082,-003.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066083,-003.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066084,-003.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,324,185,61092,0,0,0,0
0066085,-003.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,387,4833,2783,56220,0,0,0,0
0066086,-003.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066087,-002.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066088,-002.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,24,276,156,61140,0,0,0,0
0066089,-002.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,375,4125,2344,56940,0,0,0,0
0066090,-002.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066091,-002.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,36,540,269,60864,0,0,0,0
0066092,-001.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,600,8842,4460,51998,0,0,0,0
0066093,-001.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,552,9936,4957,50952,0,0,0,0
0066094,-001.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,180,3240,1616,58020,0,0,0,0
0066095,-001.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066096,-001.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,48,660,334,60732,0,0,0,0
0066097,-000.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,776,10481,5371,50183,0,0,0,0
0066098,-000.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,216,3852,1932,57372,0,0,0,0
0066099,-000.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,565,9195,4804,51680,0,0,0,0
0066100,-000.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066101,-000.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066102,0000.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066103,0000.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,36,480,256,60924,0,0,0,0
0066104,0000.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,563,7197,3891,53680,0,0,0,0
0066105,0000.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066106,0001.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,12,144,82,61284,0,0,0,0
0066107,0001.200,-002.000,0000.200,0070.0,0000.0,0,0,0,0,192,2148,1233,59100,0,0,0,0
0066108,0001.400,-002.000,0000.200,0070.0,0000.0,0,0,0,0,393,5187,2958,55860,0,0,0,0
0066109,0001.600,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066110,0001.800,-002.000,0000.200,0070.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0066111,0002.000,-002.000,0000.200,0070.0,0000.0,0,0,0,0,72,648,323,60720,0,0,0,0
0066112,-010.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1426,14110,7745,45904,0,0,0,0
0066113,-009.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1232,12492,6927,47716,0,0,0,0
0066114,-009.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1460,13997,7788,45983,0,0,0,0
0066115,-009.400,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1389,14556,8004,45495,0,0,0,0
0066116,-009.200,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1646,16180,9019,43614,0,0,0,0
0066117,-009.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1768,16003,9040,43669,0,0,0,0
0066118,-008.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1897,17626,9956,41917,0,0,0,0
0066119,-008.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2002,17895,10026,41543,0,0,0,0
0066120,-008.400,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2008,18157,10111,41275,0,0,0,0
0066121,-008.200,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2126,19934,11067,39380,0,0,0,0
0066122,-008.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2233,19851,11526,39356,0,0,0,0
0066123,-007.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2245,21662,12546,37533,0,0,0,0
0066124,-007.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2439,22182,12570,36819,0,0,0,0
0066125,-007.400,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2222,22648,12681,36570,0,0,0,0
0066126,-007.200,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2249,22074,12384,37117,0,0,0,0
0066127,-007.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2220,21178,11826,38042,0,0,0,0
0066128,-006.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2059,21542,11822,37839,0,0,0,0
0066129,-006.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1852,19418,10684,40170,0,0,0,0
0066130,-006.400,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1723,18213,9901,41504,0,0,0,0
0066131,-006.200,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1776,16572,9097,43092,0,0,0,0
0066132,-006.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,1988,18364,10171,41088,0,0,0,0
0066133,-005.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2383,19909,11166,39148,0,0,0,0
0066134,-005.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2074,18716,10859,40650,0,0,0,0
0066135,-005.400,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2164,18082,10217,41194,0,0,0,0
0066136,-005.200,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2213,18250,10323,40977,0,0,0,0
0066137,-005.000,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2417,20029,11542,38994,0,0,0,0
0066138,-004.800,-001.800,0000.200,0070.0,0000.0,0,0,0,0,2829,22224,12744,36387,0,0,0,0
0066139,-004.600,-001.800,0000.200,0070.0,0000.0,0,0,0,0,3004,23912,13648,34524,0,0,0,0
