query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,0,0,729
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0091193,-008.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,616,8508,4636,52316,0,0,0,0
0091194,-007.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,572,9954,5014,50914,0,0,0,0
0091195,-007.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,39,569,306,60832,0,0,0,0
0091196,-007.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,863,10180,5864,50397,0,0,0,0
0091197,-007.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,1966,21127,12428,38347,0,0,0,0
0091198,-007.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,1668,19017,11000,40755,0,0,0,0
0091199,-006.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,385,4115,2337,56940,0,0,0,0
0091200,-006.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091201,-006.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091202,-006.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,30,282,162,61128,0,0,0,0
0091203,-006.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,420,4572,2625,56448,0,0,0,0
0091204,-005.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,390,4290,2462,56760,0,0,0,0
0091205,-005.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091206,-005.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091207,-005.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,29,271,153,61140,0,0,0,0
0091208,-005.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,385,4115,2337,56940,0,0,0,0
0091209,-004.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091210,-004.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091211,-004.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,29,271,153,61140,0,0,0,0
0091212,-004.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,415,4397,2499,56628,0,0,0,0
0091213,-004.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,390,4290,2462,56760,0,0,0,0
0091214,-003.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091215,-003.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091216,-003.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,29,271,153,61140,0,0,0,0
0091217,-003.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,385,4115,2337,56940,0,0,0,0
0091218,-003.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091219,-002.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091220,-002.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,30,282,162,61128,0,0,0,0
0091221,-002.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,420,4572,2625,56448,0,0,0,0
0091222,-002.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,390,4290,2462,56760,0,0,0,0
0091223,-002.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,60,744,419,60636,0,0,0,0
0091224,-001.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,993,12150,6808,48297,0,0,0,0
0091225,-001.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,1382,16967,9620,43091,0,0,0,0
0091226,-001.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,707,8303,4714,52430,0,0,0,0
0091227,-001.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,12,216,107,61212,0,0,0,0
0091228,-001.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,204,3672,1832,57564,0,0,0,0
0091229,-000.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,402,6798,3444,54240,0,0,0,0
0091230,-000.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,264,2556,1384,58620,0,0,0,0
0091231,-000.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,1157,11614,6457,48669,0,0,0,0
0091232,-000.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,380,6669,3351,54391,0,0,0,0
0091233,-000.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,24,348,196,61068,0,0,0,0
0091234,0000.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,692,8064,4595,52684,0,0,0,0
0091235,0000.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,1569,17904,10082,41967,0,0,0,0
0091236,0000.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,982,12569,6791,47889,0,0,0,0
0091237,0000.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091238,0001.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091239,0001.200,-001.600,0000.200,0275.0,0000.0,0,0,0,0,30,282,162,61128,0,0,0,0
0091240,0001.400,-001.600,0000.200,0275.0,0000.0,0,0,0,0,390,4290,2463,56760,0,0,0,0
0091241,0001.600,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091242,0001.800,-001.600,0000.200,0275.0,0000.0,0,0,0,0,0,0,0,61440,0,0,0,0
0091243,0002.000,-001.600,0000.200,0275.0,0000.0,0,0,0,0,57,711,435,60672,0,0,0,0
0091244,-010.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,586,8042,4474,52812,0,0,0,0
0091245,-009.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,340,4108,2280,56992,0,0,0,0
0091246,-009.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1114,11048,6440,49278,0,0,0,0
0091247,-009.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1689,17426,9739,42325,0,0,0,0
0091248,-009.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1614,18357,10520,41469,0,0,0,0
0091249,-009.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1007,10380,5970,50053,0,0,0,0
0091250,-008.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,449,5243,2948,55748,0,0,0,0
0091251,-008.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,638,9783,5239,51019,0,0,0,0
0091252,-008.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,781,8938,5037,51721,0,0,0,0
0091253,-008.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1050,11724,6424,48666,0,0,0,0
0091254,-008.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,777,8356,4622,52307,0,0,0,0
0091255,-007.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,636,7835,4527,52969,0,0,0,0
0091256,-007.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,502,5203,2989,55735,0,0,0,0
0091257,-007.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1775,14921,9082,44744,0,0,0,0
0091258,-007.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,2386,24392,14156,34662,0,0,0,0
0091259,-007.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,2457,22729,13413,36254,0,0,0,0
0091260,-006.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1255,13696,7567,46489,0,0,0,0
0091261,-006.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,667,7337,4054,53436,0,0,0,0
0091262,-006.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,289,3630,1998,57521,0,0,0,0
0091263,-006.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,320,3876,2140,57244,0,0,0,0
0091264,-006.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,685,7315,4058,53440,0,0,0,0
0091265,-005.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,668,7139,3965,53633,0,0,0,0
0091266,-005.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,287,3632,1996,57521,0,0,0,0
0091267,-005.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,317,3879,2136,57244,0,0,0,0
0091268,-005.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,680,7285,4040,53475,0,0,0,0
0091269,-005.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,686,7351,4079,53403,0,0,0,0
0091270,-004.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,673,7261,4034,53506,0,0,0,0
0091271,-004.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,288,3632,1997,57520,0,0,0,0
0091272,-004.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,316,3868,2129,57256,0,0,0,0
0091273,-004.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,675,7151,3922,53614,0,0,0,0
0091274,-004.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,666,7132,3961,53642,0,0,0,0
0091275,-003.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,286,3634,1997,57520,0,0,0,0
0091276,-003.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,315,3881,2134,57244,0,0,0,0
0091277,-003.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,686,7270,4043,53484,0,0,0,0
0091278,-003.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,685,7338,4068,53417,0,0,0,0
0091279,-003.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,662,7003,3845,53775,0,0,0,0
0091280,-002.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,287,3633,1997,57520,0,0,0,0
0091281,-002.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,316,3880,2135,57244,0,0,0,0
0091282,-002.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,682,7308,4051,53450,0,0,0,0
0091283,-002.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,700,7535,4205,53205,0,0,0,0
0091284,-002.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,910,9955,5929,50575,0,0,0,0
0091285,-001.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1450,15248,8501,44742,0,0,0,0
0091286,-001.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1601,18912,10748,40927,0,0,0,0
0091287,-001.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1009,10391,5997,50040,0,0,0,0
0091288,-001.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,404,4971,2797,56065,0,0,0,0
0091289,-001.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,643,10036,5367,50761,0,0,0,0
0091290,-000.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,657,9164,4995,51619,0,0,0,0
0091291,-000.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1667,14892,8330,44881,0,0,0,0
0091292,-000.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1321,11486,6320,48633,0,0,0,0
0091293,-000.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,617,8371,4792,52452,0,0,0,0
0091294,-000.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,449,4968,2820,56023,0,0,0,0
0091295,0000.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1055,11068,6371,49317,0,0,0,0
0091296,0000.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1773,19951,11003,39716,0,0,0,0
0091297,0000.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,1257,13763,7675,46420,0,0,0,0
0091298,0000.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,870,9794,5630,50776,0,0,0,0
0091299,0001.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,312,3872,2124,57256,0,0,0,0
0091300,0001.200,-001.400,0000.200,0275.0,0000.0,0,0,0,0,677,7136,3918,53627,0,0,0,0
0091301,0001.400,-001.400,0000.200,0275.0,0000.0,0,0,0,0,679,7235,4022,53526,0,0,0,0
0091302,0001.600,-001.400,0000.200,0275.0,0000.0,0,0,0,0,475,5425,2961,55540,0,0,0,0
0091303,0001.800,-001.400,0000.200,0275.0,0000.0,0,0,0,0,316,3808,2111,57316,0,0,0,0
0091304,0002.000,-001.400,0000.200,0275.0,0000.0,0,0,0,0,647,6076,3518,54717,0,0,0,0
0091305,-010.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,963,13813,7434,46664,0,0,0,0
0091306,-009.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1349,16812,9229,43279,0,0,0,0
0091307,-009.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1928,20906,11672,38606,0,0,0,0
0091308,-009.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2308,23598,13210,35534,0,0,0,0
0091309,-009.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2202,22944,12858,36294,0,0,0,0
0091310,-009.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1603,19416,10584,40421,0,0,0,0
0091311,-008.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1417,17664,9683,42359,0,0,0,0
0091312,-008.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,967,13511,7557,46962,0,0,0,0
0091313,-008.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1126,13482,7390,46832,0,0,0,0
0091314,-008.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1678,17863,10219,41899,0,0,0,0
0091315,-008.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1109,12729,6992,47602,0,0,0,0
0091316,-007.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1147,12792,7144,47501,0,0,0,0
0091317,-007.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2418,21215,12619,37807,0,0,0,0
0091318,-007.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2279,21707,12390,37454,0,0,0,0
0091319,-007.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2686,26102,15162,32652,0,0,0,0
0091320,-007.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,3035,27082,15728,31323,0,0,0,0
0091321,-006.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2307,20844,11855,38289,0,0,0,0
0091322,-006.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1008,13109,6987,47323,0,0,0,0
0091323,-006.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,714,10583,5599,50143,0,0,0,0
0091324,-006.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1025,13292,7085,47123,0,0,0,0
0091325,-006.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1051,13343,7138,47046,0,0,0,0
0091326,-005.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1022,13199,6979,47219,0,0,0,0
0091327,-005.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1053,13266,7069,47121,0,0,0,0
0091328,-005.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1015,12738,6874,47687,0,0,0,0
0091329,-005.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1027,13278,7078,47135,0,0,0,0
0091330,-005.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1032,13339,7108,47069,0,0,0,0
0091331,-004.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1000,13005,6877,47435,0,0,0,0
0091332,-004.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,736,10621,5663,50083,0,0,0,0
0091333,-004.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1017,13143,6953,47280,0,0,0,0
0091334,-004.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1018,13159,6958,47263,0,0,0,0
0091335,-004.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1024,13224,6994,47192,0,0,0,0
0091336,-003.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1024,13255,7070,47161,0,0,0,0
0091337,-003.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,881,12054,6441,48505,0,0,0,0
0091338,-003.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1020,13168,6968,47252,0,0,0,0
0091339,-003.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1055,13408,7187,46977,0,0,0,0
0091340,-003.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1000,12996,6877,47444,0,0,0,0
0091341,-002.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,688,10312,5454,50440,0,0,0,0
0091342,-002.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1027,13293,7084,47120,0,0,0,0
0091343,-002.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1029,13298,7089,47113,0,0,0,0
0091344,-002.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1093,13966,7468,46381,0,0,0,0
0091345,-002.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1901,20633,11479,38906,0,0,0,0
0091346,-001.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1780,20578,11538,39082,0,0,0,0
0091347,-001.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1873,20258,11427,39309,0,0,0,0
0091348,-001.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1399,17167,9195,42874,0,0,0,0
0091349,-001.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1293,17693,9618,42454,0,0,0,0
0091350,-001.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1027,13639,7676,46774,0,0,0,0
0091351,-000.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1444,16320,8847,43676,0,0,0,0
0091352,-000.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,2174,20651,11689,38615,0,0,0,0
0091353,-000.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1598,15456,8387,44386,0,0,0,0
0091354,-000.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1679,17020,9483,42741,0,0,0,0
0091355,-000.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1558,18878,10257,41004,0,0,0,0
0091356,0000.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1760,20519,11452,39161,0,0,0,0
0091357,0000.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1913,21547,12145,37980,0,0,0,0
0091358,0000.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1961,21206,11864,38273,0,0,0,0
0091359,0000.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1492,17382,9696,42566,0,0,0,0
0091360,0001.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1013,13122,6943,47305,0,0,0,0
0091361,0001.200,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1031,13330,7108,47079,0,0,0,0
0091362,0001.400,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1032,13335,7103,47073,0,0,0,0
0091363,0001.600,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1023,13049,6944,47368,0,0,0,0
0091364,0001.800,-001.200,0000.200,0275.0,0000.0,0,0,0,0,713,10547,5577,50180,0,0,0,0
0091365,0002.000,-001.200,0000.200,0275.0,0000.0,0,0,0,0,1043,13293,7043,47104,0,0,0,0
0091366,-010.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1543,18361,9788,41536,0,0,0,0
0091367,-009.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2009,21416,11850,38015,0,0,0,0
0091368,-009.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2255,23018,12542,36167,0,0,0,0
0091369,-009.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2144,22011,11993,37285,0,0,0,0
0091370,-009.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2056,21385,11744,37999,0,0,0,0
0091371,-009.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1839,21210,11776,38391,0,0,0,0
0091372,-008.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1705,18914,10578,40821,0,0,0,0
0091373,-008.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1305,15549,8693,44586,0,0,0,0
0091374,-008.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1389,16044,8908,44007,0,0,0,0
0091375,-008.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1554,16053,8827,43833,0,0,0,0
0091376,-008.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1603,15716,8911,44121,0,0,0,0
0091377,-007.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1726,17393,9957,42321,0,0,0,0
0091378,-007.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2564,21725,12889,37151,0,0,0,0
0091379,-007.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2385,20553,12069,38502,0,0,0,0
0091380,-007.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2765,23392,13620,35283,0,0,0,0
0091381,-007.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2855,23825,13630,34760,0,0,0,0
0091382,-006.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2530,22292,12578,36618,0,0,0,0
0091383,-006.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1498,17895,9616,42047,0,0,0,0
0091384,-006.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1294,16225,8558,43921,0,0,0,0
0091385,-006.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,977,13880,7139,46583,0,0,0,0
0091386,-006.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1003,14114,7272,46323,0,0,0,0
0091387,-005.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,985,14137,7233,46318,0,0,0,0
0091388,-005.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1006,14155,7289,46279,0,0,0,0
0091389,-005.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,997,14090,7248,46353,0,0,0,0
0091390,-005.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1000,14121,7268,46319,0,0,0,0
0091391,-005.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1001,14123,7271,46316,0,0,0,0
0091392,-004.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1009,14373,7354,46058,0,0,0,0
0091393,-004.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1283,16485,8526,43672,0,0,0,0
0091394,-004.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,998,14091,7246,46351,0,0,0,0
0091395,-004.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1002,14121,7269,46317,0,0,0,0
0091396,-004.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1003,14133,7274,46304,0,0,0,0
0091397,-003.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1006,14164,7293,46270,0,0,0,0
0091398,-003.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,997,14084,7251,46359,0,0,0,0
0091399,-003.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,980,14103,7214,46357,0,0,0,0
0091400,-003.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1002,14121,7272,46317,0,0,0,0
0091401,-003.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1027,14365,7391,46048,0,0,0,0
0091402,-002.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1282,16502,8527,43656,0,0,0,0
0091403,-002.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1000,14102,7261,46338,0,0,0,0
0091404,-002.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1072,14629,7587,45739,0,0,0,0
0091405,-002.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1830,20055,10980,39555,0,0,0,0
0091406,-002.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,2202,22641,12284,36597,0,0,0,0
0091407,-001.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1714,18346,9978,41380,0,0,0,0
0091408,-001.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1764,18986,10514,40690,0,0,0,0
0091409,-001.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1826,21097,11673,38517,0,0,0,0
0091410,-001.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1735,18955,10616,40750,0,0,0,0
0091411,-001.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1593,16969,9586,42878,0,0,0,0
0091412,-000.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1824,18385,10043,41231,0,0,0,0
0091413,-000.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1968,18440,10056,41032,0,0,0,0
0091414,-000.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1676,16872,9116,42892,0,0,0,0
0091415,-000.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1858,18289,10007,41293,0,0,0,0
0091416,-000.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1829,20983,11680,38628,0,0,0,0
0091417,0000.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1679,18603,10346,41158,0,0,0,0
0091418,0000.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1774,19061,10640,40605,0,0,0,0
0091419,0000.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1873,19454,10607,40113,0,0,0,0
0091420,0000.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1802,18822,10182,40816,0,0,0,0
0091421,0001.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1317,16496,8683,43627,0,0,0,0
0091422,0001.200,-001.000,0000.200,0275.0,0000.0,0,0,0,0,999,14103,7261,46338,0,0,0,0
0091423,0001.400,-001.000,0000.200,0275.0,0000.0,0,0,0,0,983,14126,7225,46331,0,0,0,0
0091424,0001.600,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1004,14140,7283,46296,0,0,0,0
0091425,0001.800,-001.000,0000.200,0275.0,0000.0,0,0,0,0,979,14093,7210,46368,0,0,0,0
0091426,0002.000,-001.000,0000.200,0275.0,0000.0,0,0,0,0,1062,14528,7505,45850,0,0,0,0
0091427,-010.000,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1883,19177,10665,40380,0,0,0,0
0091428,-009.800,-000.800,0000.200,0275.0,0000.0,0,0,0,0,2002,20893,11602,38545,0,0,0,0
0091429,-009.600,-000.800,0000.200,0275.0,0000.0,0,0,0,0,2101,20746,11439,38593,0,0,0,0
0091430,-009.400,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1858,19831,10811,39751,0,0,0,0
0091431,-009.200,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1991,19711,10809,39738,0,0,0,0
0091432,-009.000,-000.800,0000.200,0275.0,0000.0,0,0,0,0,2267,23796,13492,35377,0,0,0,0
0091433,-008.800,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1929,19940,11314,39571,0,0,0,0
0091434,-008.600,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1580,16111,9106,43749,0,0,0,0
0091435,-008.400,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1267,14041,7794,46132,0,0,0,0
0091436,-008.200,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1447,14281,7937,45712,0,0,0,0
0091437,-008.000,-000.800,0000.200,0275.0,0000.0,0,0,0,0,1765,17195,9752,42480,0,0,0,0
