DB No.,n_d[i],d_u,d_u_d_v 
0057737,0.00701399,0.154187,0.0580548
0057738,0.00701425,0.299391,0.110038
0057739,0.00866657,0.212042,0.076542
0057740,0.201037,0.399682,0.0747616
0057741,0.424235,0.629402,0.0772163
0057742,0.0234464,0.103954,0.0335242
0057743,0.00702585,0.108633,0.0382407
0057744,0.00701399,0.230846,0.084241
0057745,0.00701399,0.195885,0.0710833
0057746,0.00701399,0.131464,0.154461
0057747,0.00701399,0.172132,0.0621434
0057748,0.00701399,0.168445,0.060756
0057749,0.00701399,0.211968,0.0814111
0057750,0.00701399,0.094222,0.0380606
0057751,0.00701399,0.193981,0.0721877
0057752,0.00701399,0.168823,0.0608981
0057753,0.00701399,0.31075,0.115344
0057754,0.00701399,0.0798702,0.233183
0057755,0.329238,0.479027,0.318371
0057756,0.329238,0.523753,0.0886747
0057757,0.329238,0.477451,0.0557887
0057758,0.329238,0.461076,0.0496182
0057759,0.329238,0.556189,0.085415
0057760,0.329238,0.488928,0.0601005
0057761,0.329238,0.568027,0.0941925
0057762,0.329238,0.533419,0.0768452
0057763,0.329238,0.426228,0.0365031
0057764,0.329238,0.436472,0.0417586
0057765,0.329238,0.420242,0.1553
0057766,0.329238,0.503306,0.0655119
0057767,0.329238,0.479934,0.0567158
0057768,0.329238,0.416531,0.0328534
0057769,0.329238,0.46779,0.0976995
0057770,0.329238,0.450431,0.128034
0057771,0.329238,0.510455,0.111964
0057772,0.329238,0.458686,0.116872
0057773,0.329238,0.461361,0.118727
0057774,0.329238,0.426583,0.150615
0057775,0.329238,0.448764,0.118308
0057776,0.329238,0.420258,0.166879
0057777,0.329238,0.437471,0.134281
0057778,0.329238,0.527909,0.170167
0057779,0.329238,0.47177,0.136337
0057780,0.329238,0.468644,0.134676
0057781,0.329238,0.393184,0.125797
0057782,0.329238,0.417861,0.174649
0057783,0.329238,0.411672,0.118953
0057784,0.329238,0.451375,0.129768
0057785,0.329238,0.429756,0.103865
0057786,0.329238,0.473322,0.199618
0057787,0.329238,0.589876,0.14299
0057788,0.329238,0.41875,0.124139
0057789,0.329238,0.415634,0.132002
0057790,0.329238,0.566925,0.199444
0057791,0.329238,0.513892,0.213833
0057792,0.329238,0.492131,0.174282
0057793,0.329238,0.494918,0.184215
0057794,0.329238,0.501242,0.159953
0057795,0.329238,0.442337,0.111407
0057796,0.329238,0.527028,0.194098
0057797,0.329238,0.541349,0.172499
0057798,0.329238,0.44305,0.141707
0057799,0.329238,0.519985,0.1345
0057800,0.33089,0.449876,0.16943
0057801,0.523261,0.657358,0.175538
0057802,0.746459,0.966865,0.177919
0057803,0.34567,0.466832,0.120474
0057804,0.32925,0.410716,0.0995226
0057805,0.329238,0.487112,0.132426
0057806,0.329238,0.439103,0.135204
0057807,0.329238,0.478276,0.136136
0057808,0.329238,0.505881,0.129945
0057809,0.329238,0.442887,0.0794322
0057810,0.329238,0.515894,0.193195
0057811,0.329238,0.478464,0.125142
0057812,0.329238,0.528546,0.210996
0057813,0.329238,0.411569,0.0752339
0057814,0.329238,0.460041,0.169089
0057815,0.329238,0.497116,0.284322
0057816,0.283059,0.440465,0.397185
0057817,0.283059,0.454081,0.148032
0057818,0.283059,0.468097,0.111806
0057819,0.283059,0.442427,0.128421
0057820,0.283059,0.470963,0.15121
0057821,0.283059,0.382161,0.137103
0057822,0.283059,0.40111,0.133744
0057823,0.283059,0.489315,0.146007
0057824,0.283059,0.469826,0.126348
0057825,0.283059,0.457935,0.128261
0057826,0.283059,0.412921,0.178048
0057827,0.283059,0.370823,0.0942956
0057828,0.283059,0.423076,0.101607
0057829,0.283059,0.415322,0.138468
0057830,0.283059,0.423656,0.139153
0057831,0.283059,0.384796,0.094168
0057832,0.283059,0.414418,0.114143
0057833,0.283059,0.401857,0.0903869
0057834,0.283059,0.415516,0.129189
0057835,0.283059,0.460817,0.111429
0057836,0.283059,0.412973,0.174667
0057837,0.283059,0.437646,0.117661
0057838,0.283059,0.390954,0.205263
0057839,0.283059,0.362022,0.123347
0057840,0.283059,0.375223,0.137465
0057841,0.283059,0.4564,0.138258
0057842,0.283059,0.470394,0.151883
0057843,0.283059,0.413268,0.178587
0057844,0.283059,0.375633,0.139798
0057845,0.283059,0.413327,0.159382
0057846,0.283059,0.429592,0.130919
0057847,0.283059,0.367583,0.13491
0057848,0.283059,0.431801,0.145579
0057849,0.283059,0.485724,0.120706
0057850,0.283059,0.450491,0.189743
0057851,0.283059,0.423826,0.140303
0057852,0.283059,0.481801,0.163835
0057853,0.283059,0.492324,0.183412
0057854,0.283059,0.477924,0.220804
0057855,0.283059,0.560642,0.191433
0057856,0.283059,0.455461,0.162788
0057857,0.283059,0.413753,0.12531
0057858,0.283059,0.420134,0.161272
0057859,0.283059,0.423787,0.153238
0057860,0.283059,0.454326,0.147718
0057861,0.284711,0.40817,0.149827
0057862,0.477082,0.557819,0.144414
0057863,0.70028,0.784903,0.136996
0057864,0.299491,0.487416,0.182946
0057865,0.28307,0.51628,0.1533
0057866,0.283059,0.397423,0.087756
0057867,0.283059,0.378076,0.115273
0057868,0.283059,0.40885,0.159066
0057869,0.283059,0.445061,0.101222
0057870,0.283059,0.358388,0.0813076
0057871,0.283059,0.445264,0.163349
0057872,0.283059,0.467477,0.137136
0057873,0.283059,0.379812,0.15197
0057874,0.283059,0.38965,0.109662
0057875,0.283059,0.429406,0.1431
0057876,0.283059,0.434234,0.284933
0057877,0.00445723,0.14432,0.388903
0057878,0.00445723,0.114856,0.129388
0057879,0.00445723,0.14624,0.112992
0057880,0.00445723,0.161879,0.0973236
0057881,0.00445723,0.130479,0.147814
0057882,0.00445723,0.246135,0.193269
0057883,0.00445723,0.157448,0.132118
0057884,0.00445723,0.0893956,0.109154
0057885,0.00445723,0.0939835,0.131425
0057886,0.00445723,0.19479,0.130207
0057887,0.00445723,0.206543,0.158225
0057888,0.00445723,0.163304,0.140245
0057889,0.00445723,0.139851,0.156829
0057890,0.00445723,0.0989846,0.0805945
0057891,0.00445723,0.176871,0.119798
0057892,0.00445723,0.11712,0.141165
0057893,0.00445723,0.129266,0.124392
0057894,0.00445723,0.122531,0.107729
0057895,0.00445723,0.12009,0.0989025
0057896,0.00445723,0.153278,0.12564
0057897,0.00445723,0.101331,0.0914259
0057898,0.00445723,0.143545,0.175344
0057899,0.00445723,0.151846,0.138055
0057900,0.00445723,0.194181,0.203728
0057901,0.00445723,0.12187,0.157746
0057902,0.00445723,0.105819,0.114231
0057903,0.00445723,0.145152,0.130249
0057904,0.00445723,0.156687,0.155861
0057905,0.00445723,0.197478,0.169885
0057906,0.00445723,0.149046,0.168018
0057907,0.00445723,0.178566,0.209571
0057908,0.00445723,0.176258,0.184141
0057909,0.00445723,0.130426,0.0981106
0057910,0.00445723,0.14338,0.151163
0057911,0.00445723,0.210005,0.202349
0057912,0.00445723,0.220664,0.170152
0057913,0.00445723,0.212506,0.157488
0057914,0.00445723,0.211338,0.136342
0057915,0.00445723,0.167931,0.165665
0057916,0.00445723,0.128028,0.211184
0057917,0.00445723,0.21151,0.168819
0057918,0.00445723,0.262077,0.191209
0057919,0.00445723,0.203394,0.167298
0057920,0.00445723,0.0990471,0.138653
0057921,0.00445749,0.089063,0.1342
0057922,0.00610981,0.127421,0.15057
0057923,0.19848,0.432042,0.19375
0057924,0.421678,0.535513,0.132267
0057925,0.0208896,0.113056,0.169456
0057926,0.00446908,0.123537,0.141512
0057927,0.00445723,0.201788,0.118746
0057928,0.00445723,0.173768,0.130343
0057929,0.00445723,0.109086,0.12713
0057930,0.00445723,0.0717606,0.100286
0057931,0.00445723,0.096636,0.0902269
0057932,0.00445723,0.103805,0.150088
0057933,0.00445723,0.102209,0.0774087
0057934,0.00445723,0.0296859,0.130404
0057935,0.00445723,0.0402672,0.0983181
0057936,0.00445723,0.10621,0.154236
0057937,0.00445723,0.060822,0.21461
0057938,1.28551e-06,0.131604,0.402039
0057939,1.28551e-06,0.175393,0.162887
0057940,1.28551e-06,0.145129,0.128276
0057941,1.28551e-06,0.147567,0.104305
0057942,1.28551e-06,0.0821531,0.112817
0057943,1.28551e-06,0.140022,0.169941
0057944,1.28551e-06,0.106322,0.151301
0057945,1.28551e-06,0.202542,0.132031
0057946,1.28551e-06,0.198338,0.192911
0057947,1.28551e-06,0.0990812,0.1075
0057948,1.28551e-06,0.0851581,0.119967
0057949,1.28551e-06,0.145822,0.10342
0057950,1.28551e-06,0.250341,0.180564
0057951,1.28551e-06,0.125147,0.127792
0057952,1.28551e-06,0.146529,0.309147
0057953,1.28551e-06,0.123993,0.300496
0057954,1.28551e-06,0.144325,0.344443
0057955,1.28551e-06,0.134121,0.36296
0057956,1.28551e-06,0.0856898,0.285772
0057957,1.28551e-06,0.162397,0.314555
0057958,1.28551e-06,0.135827,0.309661
0057959,1.28551e-06,0.16132,0.313096
0057960,1.28551e-06,0.115453,0.370018
0057961,1.28551e-06,0.161207,0.317374
0057962,1.28551e-06,0.174961,0.361981
0057963,1.28551e-06,0.156889,0.347804
0057964,1.28551e-06,0.147155,0.308427
0057965,1.28551e-06,0.126038,0.32238
0057966,1.28551e-06,0.160387,0.358211
0057967,1.28551e-06,0.204268,0.364526
0057968,1.28551e-06,0.18404,0.400827
0057969,1.28551e-06,0.184878,0.406769
0057970,1.28551e-06,0.199802,0.326429
0057971,1.28551e-06,0.203126,0.325102
0057972,1.28551e-06,0.155692,0.433953
0057973,1.28551e-06,0.187304,0.358077
0057974,1.28551e-06,0.142005,0.306767
0057975,1.28551e-06,0.136526,0.304669
0057976,1.28551e-06,0.210173,0.331247
0057977,1.28551e-06,0.284867,0.409214
0057978,1.28551e-06,0.16141,0.396434
0057979,1.28551e-06,0.101924,0.30655
0057980,1.28551e-06,0.135367,0.343396
0057981,1.28551e-06,0.290954,0.398761
0057982,1.54332e-06,0.245847,0.38441
0057983,0.00165387,0.0979323,0.338421
0057984,0.194024,0.307225,0.358289
0057985,0.417222,0.549942,0.335302
0057986,0.0164337,0.19539,0.38394
0057987,1.31393e-05,0.106401,0.346236
0057988,1.28567e-06,0.0753197,0.299325
0057989,1.28551e-06,0.0917003,0.292357
0057990,1.28551e-06,0.142953,0.33876
0057991,1.28551e-06,0.139669,0.309901
0057992,1.28551e-06,0.330902,0.403951
0057993,1.28551e-06,0.118547,0.386229
0057994,1.28551e-06,1.28551e-06,0.242281
0057995,1.28551e-06,1.28551e-06,0.291971
0057996,1.28551e-06,0.0452615,0.301257
0057997,1.28551e-06,0.154003,0.428954
0057998,1.28551e-06,0.167924,0.474508
0057999,6.7906e-12,0.150277,0.566355
0058000,6.7906e-12,0.121666,0.351072
0058001,6.7906e-12,0.0842105,0.307635
0058002,6.7906e-12,0.182315,0.341742
0058003,6.7906e-12,0.116245,0.331429
0058004,6.7906e-12,0.136779,0.342304
0058005,6.7906e-12,0.105285,0.343268
0058006,6.7906e-12,0.0887274,0.313212
0058007,6.7906e-12,0.139409,0.306833
0058008,6.7906e-12,0.130289,0.302116
0058009,6.7906e-12,0.227623,0.363057
0058010,6.7906e-12,0.14778,0.300331
0058011,6.7906e-12,0.108612,0.295373
0058012,6.7906e-12,0.109887,0.286429
0058013,6.7906e-12,0.203334,0.302606
0058014,6.7906e-12,0.139254,0.276119
0058015,6.7906e-12,0.170868,0.287627
0058016,6.7906e-12,0.148143,0.316872
0058017,6.7906e-12,0.127372,0.333755
0058018,6.7906e-12,0.174424,0.291386
0058019,6.7906e-12,0.123052,0.270167
0058020,6.7906e-12,0.160047,0.283535
0058021,6.7906e-12,0.110165,0.313795
0058022,6.7906e-12,0.146815,0.299652
0058023,6.7906e-12,0.154978,0.288054
0058024,6.7906e-12,0.125725,0.292095
0058025,6.7906e-12,0.246101,0.333491
0058026,6.7906e-12,0.192787,0.282518
0058027,6.7906e-12,0.141221,0.287829
0058028,6.7906e-12,0.149258,0.306462
0058029,6.7906e-12,0.196325,0.410439
0058030,6.7906e-12,0.197784,0.32609
0058031,6.7906e-12,0.196777,0.292534
0058032,6.7906e-12,0.237168,0.302533
0058033,6.7906e-12,0.139948,0.313147
0058034,6.7906e-12,0.174444,0.344548
0058035,6.7906e-12,0.19272,0.36089
0058036,6.7906e-12,0.166636,0.286928
0058037,6.7906e-12,0.162415,0.285539
0058038,6.7906e-12,0.135714,0.273339
0058039,6.7906e-12,0.152927,0.332781
0058040,6.7906e-12,0.273082,0.425422
0058041,6.7906e-12,0.165791,0.29618
0058042,7.52722e-12,0.12389,0.312298
0058043,2.57813e-07,0.132937,0.306452
0058044,0.00165258,0.192366,0.328152
0058045,0.194023,0.390212,0.374215
0058046,0.417221,0.507544,0.286243
0058047,0.0164324,0.0925235,0.318733
0058048,1.18538e-05,0.0982727,0.299252
0058049,1.63407e-10,0.213402,0.330966
0058050,6.79064e-12,0.215561,0.333642
0058051,6.7906e-12,0.0838812,0.262586
0058052,6.7906e-12,0.177773,0.321579
0058053,6.7906e-12,0.0469231,0.237713
0058054,6.7906e-12,0.0235327,0.316142
0058055,6.7906e-12,0.0134065,0.272304
0058056,6.7906e-12,6.7906e-12,0.26735
0058057,6.7906e-12,0.106372,0.255719
0058058,6.7906e-12,0.191762,0.398909
0058059,6.7906e-12,0.123173,0.511875
0058060,6.56996e-19,0.103939,0.539609
0058061,6.56996e-19,0.186213,0.296687
0058062,6.56996e-19,0.101528,0.290411
0058063,6.56996e-19,0.129829,0.288938
0058064,6.56996e-19,0.107794,0.325942
0058065,6.56996e-19,0.108208,0.296872
0058066,6.56996e-19,0.0988475,0.278197
0058067,6.56996e-19,0.105446,0.294158
0058068,6.56996e-19,0.12299,0.277853
0058069,6.56996e-19,0.103052,0.251967
0058070,6.56996e-19,0.180144,0.305963
0058071,6.56996e-19,0.0972558,0.235713
0058072,6.56996e-19,0.229061,0.281567
0058073,6.56996e-19,0.140527,0.27913
0058074,6.56996e-19,0.100263,0.112046
0058075,6.56996e-19,0.103187,0.0803626
0058076,6.56996e-19,0.156481,0.0999935
0058077,6.56996e-19,0.231199,0.127745
0058078,6.56996e-19,0.12735,0.122222
0058079,6.56996e-19,0.153813,0.118912
0058080,6.56996e-19,0.104898,0.0814868
0058081,6.56996e-19,0.164612,0.102544
0058082,6.56996e-19,0.129542,0.173035
0058083,6.56996e-19,0.139088,0.108097
0058084,6.56996e-19,0.159773,0.109502
0058085,6.56996e-19,0.159745,0.15465
0058086,6.56996e-19,0.110292,0.103508
0058087,6.56996e-19,0.140587,0.132199
0058088,6.56996e-19,0.209974,0.107289
0058089,6.56996e-19,0.224078,0.126128
0058090,6.56996e-19,0.167811,0.258647
0058091,6.56996e-19,0.162346,0.141441
0058092,6.56996e-19,0.15151,0.102771
0058093,6.56996e-19,0.178799,0.107129
0058094,6.56996e-19,0.189447,0.129
0058095,6.56996e-19,0.230242,0.12596
0058096,6.56996e-19,0.211436,0.183976
0058097,6.56996e-19,0.155297,0.129443
0058098,6.56996e-19,0.133269,0.0912446
0058099,6.56996e-19,0.172214,0.105414
0058100,6.56996e-19,0.188324,0.125305
0058101,6.56996e-19,0.126439,0.134366
0058102,6.95546e-19,0.110169,0.17589
0058103,7.36626e-13,0.10176,0.0784223
0058104,2.57806e-07,0.13286,0.132366
0058105,0.00165258,0.0904188,0.0991398
0058106,0.194023,0.274057,0.146204
0058107,0.417221,0.561091,0.138053
0058108,0.0164324,0.345912,0.227568
0058109,1.18538e-05,0.134161,0.148767
0058110,1.56617e-10,0.0778142,0.105569
0058111,3.8557e-17,0.193312,0.157617
0058112,6.56996e-19,0.0746667,0.0972074
0058113,6.56996e-19,0.083159,0.0728065
0058114,6.56996e-19,0.0487304,0.108875
0058115,6.56996e-19,0.0232494,0.101483
0058116,6.56996e-19,0.0152161,0.0813301
0058117,6.56996e-19,6.56996e-19,0.114116
0058118,6.56996e-19,0.159615,0.105385
0058119,6.56996e-19,0.0523322,0.152481
0058120,6.56996e-19,0.146652,0.305789
0058121,1.16423e-27,0.058153,0.391341
0058122,1.16423e-27,0.0719355,0.0922784
0058123,1.16423e-27,0.110443,0.0718852
0058124,1.16423e-27,0.12314,0.120761
0058125,1.16423e-27,0.119423,0.149908
0058126,1.16423e-27,0.074611,0.12995
0058127,1.16423e-27,0.0430591,0.0816842
0058128,1.16423e-27,0.0333333,0.0660808
0058129,1.16423e-27,0.0346673,0.092179
0058130,1.16423e-27,0.0317101,0.0506379
0058131,1.16423e-27,0.0325424,0.0796739
0058132,1.16423e-27,0.0299591,0.0348756
0058133,1.16423e-27,0.0317044,0.0147119
0058134,1.16423e-27,0.0681754,0.0284381
0058135,1.16423e-27,0.00271411,0.0380703
0058136,1.16423e-27,0.239929,0.224143
0058137,1.16423e-27,0.128222,0.0833651
0058138,1.16423e-27,0.104716,0.0747779
0058139,1.16423e-27,0.145988,0.090786
0058140,1.16423e-27,0.181409,0.13349
0058141,1.16423e-27,0.220472,0.12211
0058142,1.16423e-27,0.0550415,0.0562295
0058143,1.16423e-27,0.15154,0.197592
0058144,1.16423e-27,0.147694,0.0906395
0058145,1.16423e-27,0.0413793,0.140139
0058146,1.16423e-27,0.0426829,0.049451
0058147,1.16423e-27,0.0282992,0.12153
0058148,1.16423e-27,0.0201845,0.101136
0058149,1.16423e-27,0.00275103,0.0728724
0058150,1.16423e-27,0.00333637,0.0228358
0058151,1.16423e-27,0.00492468,0.130256
0058152,1.16423e-27,0.00264784,0.154092
0058153,1.16423e-27,0.196018,0.186339
0058154,1.16423e-27,0.18093,0.160682
0058155,1.16423e-27,0.181295,0.104217
0058156,1.16423e-27,0.124321,0.0869635
0058157,1.16423e-27,0.131132,0.0853917
0058158,1.16423e-27,0.233607,0.202679
