DB No.,n_d[i],d_u,d_u_d_v 
0057588,1.29833e-56,0.255498,0.425932
0057589,1.29833e-56,0.266012,0.487804
0057590,1.29833e-56,0.269845,0.430469
0057591,1.29833e-56,0.266219,0.429322
0057592,1.29833e-56,0.251454,0.424653
0057593,1.29833e-56,0.279521,0.452952
0057594,1.29833e-56,0.260774,0.4276
0057595,1.29833e-56,0.262873,0.428264
0057596,1.29833e-56,0.256477,0.426242
0057597,1.29833e-56,0.262525,0.428154
0057598,1.29833e-56,0.241527,0.464856
0057599,1.29833e-56,0.250243,0.42427
0057600,1.29833e-56,0.263425,0.516404
0057601,1.29833e-56,0.283166,0.451081
0057602,1.29833e-56,0.269687,0.457684
0057603,1.29833e-56,0.286282,0.435667
0057604,1.29833e-56,0.290795,0.437094
0057605,1.29833e-56,0.295707,0.479192
0057606,1.29833e-56,0.275732,0.604511
0057607,1.29833e-56,0.246216,0.48085
0057608,1.29833e-56,0.265989,0.42925
0057609,1.29833e-56,0.247762,0.423486
0057610,1.29833e-56,0.286126,0.435618
0057611,1.29833e-56,0.218076,0.414098
0057612,1.29833e-56,0.217573,0.419092
0057613,1.29833e-56,0.209964,0.411533
0057614,6.99763e-50,0.195175,0.406856
0057615,1.01204e-37,0.179321,0.401843
0057616,2.6808e-27,0.125099,0.452779
0057617,1.30063e-18,0.12375,0.56679
0057618,1.15575e-11,0.115808,0.502156
0057619,1.88104e-06,0.131498,0.490468
0057620,0.00560732,0.132927,0.47344
0057621,0.306149,0.469566,0.444903
0057622,0.306149,0.485382,0.450905
0057623,0.00560732,0.156353,0.430426
0057624,1.88104e-06,0.195539,0.525442
0057625,1.15575e-11,0.198951,0.454015
0057626,1.30063e-18,0.191573,0.559356
0057627,2.6808e-27,0.199169,0.500337
0057628,1.01204e-37,0.13206,0.579433
0057629,6.99763e-50,0.0916104,0.470205
0057630,1.29833e-56,0.0816993,0.399204
0057631,1.29833e-56,0.0846774,0.380116
0057632,1.29833e-56,0.0715935,0.370765
0057633,1.38746e-43,0.172263,0.399612
0057634,1.38746e-43,0.186519,0.407953
0057635,1.38746e-43,0.209946,0.620863
0057636,1.38746e-43,0.216481,0.730917
0057637,1.38746e-43,0.227819,0.515273
0057638,1.38746e-43,0.199758,0.522352
0057639,1.38746e-43,0.209594,0.524942
0057640,1.38746e-43,0.201308,0.546161
0057641,1.38746e-43,0.195726,0.530531
0057642,1.38746e-43,0.208669,0.508275
0057643,1.38746e-43,0.192848,0.414642
0057644,1.38746e-43,0.208541,0.414084
0057645,1.38746e-43,0.210884,0.411824
0057646,1.38746e-43,0.21539,0.413249
0057647,1.38746e-43,0.226333,0.118282
0057648,1.38746e-43,0.23447,0.120855
0057649,1.38746e-43,0.218762,0.115888
0057650,1.38746e-43,0.213645,0.11427
0057651,1.38746e-43,0.216326,0.115118
0057652,1.38746e-43,0.249197,0.125513
0057653,1.38746e-43,0.23655,0.121513
0057654,1.38746e-43,0.227618,0.118689
0057655,1.38746e-43,0.225236,0.117935
0057656,1.38746e-43,0.230125,0.119712
0057657,1.38746e-43,0.257044,0.128436
0057658,1.38746e-43,0.254179,0.127994
0057659,1.38746e-43,0.229307,0.120734
0057660,1.38746e-43,0.210086,0.115741
0057661,1.38746e-43,0.225952,0.139513
0057662,1.38746e-43,0.216527,0.115181
0057663,1.38746e-43,0.215158,0.114749
0057664,1.38746e-43,0.200114,0.109991
0057665,1.38746e-43,0.199599,0.109828
0057666,1.38746e-43,0.210386,0.113239
0057667,1.38746e-43,0.229605,0.139391
0057668,1.38746e-43,0.208101,0.193407
0057669,1.38746e-43,0.210563,0.272079
0057670,1.38746e-43,0.249409,0.341111
0057671,1.38746e-43,0.232057,0.291964
0057672,1.38746e-43,0.198357,0.229354
0057673,1.38746e-43,0.215614,0.254169
0057674,1.38746e-43,0.19455,0.24581
0057675,1.38746e-43,0.181475,0.158113
0057676,1.01204e-37,0.180254,0.164449
0057677,2.6808e-27,0.160845,0.15671
0057678,1.30063e-18,0.144805,0.0951094
0057679,1.15575e-11,0.143876,0.22117
0057680,1.88104e-06,0.123982,0.229432
0057681,0.00560732,0.107316,0.178886
0057682,0.306149,0.396172,0.151319
0057683,0.306149,0.39017,0.120705
0057684,0.00560732,0.0946857,0.107994
0057685,1.88104e-06,0.10465,0.221804
0057686,1.15575e-11,0.0842349,0.114181
0057687,1.30063e-18,0.0816065,0.195041
0057688,2.6808e-27,0.0876993,0.156337
0057689,1.01204e-37,0.0934662,0.235706
0057690,1.38746e-43,0.109899,0.156707
0057691,1.38746e-43,0.140138,0.123429
0057692,1.38746e-43,0.173407,0.186303
0057693,1.38746e-43,0.140389,0.108121
0057694,2.71567e-32,0.149487,0.117491
0057695,2.71567e-32,0.153706,0.133555
0057696,2.71567e-32,0.150535,0.319997
0057697,2.71567e-32,0.160069,0.407255
0057698,2.71567e-32,0.160916,0.193812
0057699,2.71567e-32,0.16106,0.208311
0057700,2.71567e-32,0.163892,0.205167
0057701,2.71567e-32,0.18139,0.221314
0057702,2.71567e-32,0.17465,0.243138
0057703,2.71567e-32,0.189064,0.225381
0057704,2.71567e-32,0.20686,0.121541
0057705,2.71567e-32,0.217826,0.153814
0057706,2.71567e-32,0.209048,0.128805
0057707,2.71567e-32,0.217289,0.129801
0057708,2.71567e-32,0.21366,0.0675658
0057709,2.71567e-32,0.213729,0.0675874
0057710,2.71567e-32,0.193766,0.0612746
0057711,2.71567e-32,0.200459,0.119026
0057712,2.71567e-32,0.188514,0.0677773
0057713,2.71567e-32,0.181935,0.0885438
0057714,2.71567e-32,0.184201,0.0582498
0057715,2.71567e-32,0.188213,0.0595186
0057716,2.71567e-32,0.179637,0.1116
0057717,2.71567e-32,0.191452,0.060543
0057718,2.71567e-32,0.191276,0.100117
0057719,2.71567e-32,0.19892,0.0629044
0057720,2.71567e-32,0.1952,0.0617282
0057721,2.71567e-32,0.211554,0.0668996
0057722,2.71567e-32,0.206308,0.0652409
0057723,2.71567e-32,0.201099,0.0731776
0057724,2.71567e-32,0.198891,0.19151
0057725,2.71567e-32,0.194628,0.0615473
0057726,2.71567e-32,0.170118,0.0537965
0057727,2.71567e-32,0.161773,0.0511574
0057728,2.71567e-32,0.150725,0.0476638
0057729,2.71567e-32,0.151362,0.0478652
0057730,2.71567e-32,0.147873,0.046762
0057731,2.71567e-32,0.148359,0.0469154
0057732,2.71567e-32,0.161096,0.0509433
0057733,2.71567e-32,0.179351,0.169589
0057734,2.71567e-32,0.187744,0.0593701
0057735,2.71567e-32,0.190743,0.0603188
0057736,2.71567e-32,0.211132,0.0667663
0057737,2.71568e-32,0.205195,0.0648887
0057738,2.68082e-27,0.189857,0.0600386
0057739,1.30063e-18,0.224127,0.0708757
0057740,1.15575e-11,0.209203,0.0661561
0057741,1.88104e-06,0.193544,0.0612038
0057742,0.00560732,0.230339,0.119644
0057743,0.306149,0.519222,0.06738
0057744,0.306149,0.505848,0.0631507
0057745,0.00560732,0.205259,0.0631358
0057746,1.88104e-06,0.149398,0.0472436
0057747,1.15575e-11,0.115634,0.036567
0057748,1.30063e-18,0.103841,0.0328377
0057749,2.68082e-27,0.10759,0.102146
0057750,2.71568e-32,0.104028,0.194077
0057751,2.71567e-32,0.0907558,0.031706
0057752,2.71567e-32,0.0781671,0.0247188
0057753,2.71567e-32,0.0626118,0.0197997
0057754,2.71567e-32,0.0498485,0.0237927
0057755,9.73545e-23,0.137872,0.0436004
0057756,9.73545e-23,0.131586,0.0648932
0057757,9.73545e-23,0.134409,0.25184
0057758,9.73545e-23,0.132842,0.251344
0057759,9.73545e-23,0.125218,0.0434317
0057760,9.73545e-23,0.126755,0.0400849
0057761,9.73545e-23,0.138923,0.169169
0057762,9.73545e-23,0.137292,0.0434159
0057763,9.73545e-23,0.144382,0.0456579
0057764,9.73545e-23,0.173793,0.0549586
0057765,9.73545e-23,0.187294,0.0646763
0057766,9.73545e-23,0.201429,0.0636979
0057767,9.73545e-23,0.210726,0.066638
0057768,9.73545e-23,0.208099,0.0658072
0057769,9.73545e-23,0.222289,0.157892
0057770,9.73545e-23,0.208735,0.134931
0057771,9.73545e-23,0.214096,0.169803
0057772,9.73545e-23,0.196148,0.109842
0057773,9.73545e-23,0.179175,0.113211
0057774,9.73545e-23,0.178279,0.113646
0057775,9.73545e-23,0.170509,0.15698
0057776,9.73545e-23,0.164121,0.0918467
0057777,9.73545e-23,0.163482,0.0921736
0057778,9.73545e-23,0.153759,0.118489
0057779,9.73545e-23,0.144092,0.089099
0057780,9.73545e-23,0.158288,0.161155
0057781,9.73545e-23,0.156661,0.119605
0057782,9.73545e-23,0.160744,0.168617
0057783,9.73545e-23,0.157676,0.166691
0057784,9.73545e-23,0.166607,0.1467
0057785,9.73545e-23,0.166369,0.130603
0057786,9.73545e-23,0.169441,0.166587
0057787,9.73545e-23,0.173692,0.24262
0057788,9.73545e-23,0.167609,0.196021
0057789,9.73545e-23,0.171737,0.172142
0057790,9.73545e-23,0.164522,0.0985131
0057791,9.73545e-23,0.16504,0.104311
0057792,9.73545e-23,0.146961,0.105305
0057793,9.73545e-23,0.131424,0.124698
0057794,9.73545e-23,0.114875,0.0773335
0057795,9.73545e-23,0.117737,0.0736799
0057796,9.73545e-23,0.123521,0.103475
0057797,9.73545e-23,0.128598,0.116424
0057798,9.73545e-23,0.146814,0.201909
0057799,9.73572e-23,0.161891,0.206126
0057800,1.30073e-18,0.176624,0.20489
0057801,1.15575e-11,0.205026,0.18697
0057802,1.88104e-06,0.24391,0.195616
0057803,0.00560732,0.248081,0.184939
0057804,0.306149,0.549367,0.134872
0057805,0.306149,0.530015,0.13473
0057806,0.00560732,0.207918,0.188299
0057807,1.88104e-06,0.195649,0.168666
0057808,1.15575e-11,0.207382,0.198788
0057809,1.30073e-18,0.186041,0.146487
0057810,9.73572e-23,0.175909,0.189624
0057811,9.73545e-23,0.170207,0.182741
0057812,9.73545e-23,0.11124,0.147691
0057813,9.73545e-23,0.0468474,0.122094
0057814,9.73545e-23,0.0339387,0.032611
0057815,9.73545e-23,0.0302147,0.0241544
0057816,6.39229e-15,0.142281,0.0886905
0057817,6.39229e-15,0.139585,0.118501
0057818,6.39229e-15,0.125032,0.357388
0057819,6.39229e-15,0.118187,0.382731
0057820,6.39229e-15,0.125657,0.192109
0057821,6.39229e-15,0.127297,0.191025
0057822,6.39229e-15,0.128819,0.183762
0057823,6.39229e-15,0.137299,0.157763
0057824,6.39229e-15,0.131666,0.15492
0057825,6.39229e-15,0.137869,0.154002
0057826,6.39229e-15,0.128999,0.11217
0057827,6.39229e-15,0.138814,0.0896929
0057828,6.39229e-15,0.136719,0.128706
0057829,6.39229e-15,0.148511,0.169004
0057830,6.39229e-15,0.159323,0.120604
0057831,6.39229e-15,0.166142,0.117339
0057832,6.39229e-15,0.17485,0.188311
0057833,6.39229e-15,0.171193,0.094165
0057834,6.39229e-15,0.185823,0.0994013
0057835,6.39229e-15,0.208013,0.131512
0057836,6.39229e-15,0.191072,0.118274
0057837,6.39229e-15,0.166982,0.0878153
0057838,6.39229e-15,0.143369,0.0799587
0057839,6.39229e-15,0.147333,0.101955
0057840,6.39229e-15,0.14614,0.0907956
0057841,6.39229e-15,0.138514,0.170943
0057842,6.39229e-15,0.11347,0.0761326
0057843,6.39229e-15,0.106655,0.150752
0057844,6.39229e-15,0.0917185,0.107751
0057845,6.39229e-15,0.0882453,0.115129
0057846,6.39229e-15,0.0868707,0.0739208
0057847,6.39229e-15,0.0858545,0.116958
0057848,6.39229e-15,0.100034,0.179163
0057849,6.39229e-15,0.102564,0.208341
0057850,6.39229e-15,0.0989394,0.152938
0057851,6.39229e-15,0.121038,0.0788281
0057852,6.39229e-15,0.125682,0.0803462
0057853,6.39229e-15,0.126675,0.117378
0057854,6.39229e-15,0.120104,0.0909873
0057855,6.39229e-15,0.133709,0.0826607
0057856,6.39229e-15,0.124902,0.0763612
0057857,6.39229e-15,0.100301,0.071326
0057858,6.39229e-15,0.0751696,0.0996116
0057859,6.39229e-15,0.0725015,0.16133
0057860,6.39229e-15,0.0747113,0.171248
0057861,6.39359e-15,0.0756109,0.184419
0057862,1.15639e-11,0.0784038,0.159637
0057863,1.88104e-06,0.0847268,0.141418
0057864,0.00560732,0.0979347,0.165194
0057865,0.306149,0.416558,0.0852409
0057866,0.306149,0.447117,0.114699
0057867,0.00560732,0.195194,0.164685
0057868,1.88104e-06,0.260351,0.194666
0057869,1.15639e-11,0.257522,0.20739
0057870,6.39359e-15,0.226703,0.202034
0057871,6.39229e-15,0.218528,0.186691
0057872,6.39229e-15,0.224763,0.191684
0057873,6.39229e-15,0.177233,0.172261
0057874,6.39229e-15,0.172308,0.151433
0057875,6.39229e-15,0.120511,0.0617685
0057876,6.39229e-15,0.112514,0.0495575
0057877,7.6874e-09,0.150114,0.0859475
0057878,7.6874e-09,0.15323,0.113273
0057879,7.6874e-09,0.169078,0.364738
0057880,7.6874e-09,0.142679,0.379395
0057881,7.6874e-09,0.138246,0.184474
0057882,7.6874e-09,0.158479,0.202275
0057883,7.6874e-09,0.167536,0.20588
0057884,7.6874e-09,0.157929,0.167105
0057885,7.6874e-09,0.153063,0.173334
0057886,7.6874e-09,0.15595,0.122933
0057887,7.6874e-09,0.1605,0.0889902
0057888,7.6874e-09,0.147952,0.0758422
0057889,7.6874e-09,0.137149,0.0733434
0057890,7.6874e-09,0.11648,0.103229
0057891,7.6874e-09,0.112986,0.0668666
0057892,7.6874e-09,0.113115,0.0859881
0057893,7.6874e-09,0.116837,0.154776
0057894,7.6874e-09,0.1289,0.0725449
0057895,7.6874e-09,0.13145,0.0746577
0057896,7.6874e-09,0.13317,0.116953
0057897,7.6874e-09,0.136811,0.0913621
0057898,7.6874e-09,0.150912,0.0796697
0057899,7.6874e-09,0.161848,0.0777712
0057900,7.6874e-09,0.161409,0.0784152
0057901,7.6874e-09,0.169236,0.097864
0057902,7.6874e-09,0.169264,0.144058
0057903,7.6874e-09,0.17952,0.10059
0057904,7.6874e-09,0.144308,0.199438
0057905,7.6874e-09,0.135911,0.0899256
0057906,7.6874e-09,0.140274,0.108137
0057907,7.6874e-09,0.129569,0.0713423
0057908,7.6874e-09,0.10521,0.0999371
0057909,7.6874e-09,0.0899201,0.139378
0057910,7.6874e-09,0.0776304,0.187371
0057911,7.6874e-09,0.0809191,0.124138
0057912,7.6874e-09,0.078539,0.0579581
0057913,7.6874e-09,0.0751073,0.059398
0057914,7.6874e-09,0.0801311,0.0800737
0057915,7.6874e-09,0.0920055,0.0752126
0057916,7.6874e-09,0.107616,0.088733
0057917,7.6874e-09,0.127627,0.0681318
0057918,7.6874e-09,0.144444,0.0762251
0057919,7.6874e-09,0.141316,0.0987017
0057920,7.6874e-09,0.152108,0.15322
0057921,7.6874e-09,0.165031,0.224537
0057922,7.6874e-09,0.189394,0.2339
0057923,7.69896e-09,0.138746,0.170752
0057924,1.88873e-06,0.0975045,0.141359
0057925,0.00560732,0.113519,0.16098
0057926,0.306149,0.424377,0.0981776
0057927,0.306149,0.434876,0.102789
0057928,0.00560732,0.140339,0.142018
0057929,1.88873e-06,0.127116,0.151329
0057930,7.69896e-09,0.132054,0.157021
0057931,7.6874e-09,0.139319,0.201927
0057932,7.6874e-09,0.134358,0.144891
0057933,7.6874e-09,0.122024,0.199599
0057934,7.6874e-09,0.0825761,0.142653
0057935,7.6874e-09,0.221109,0.164239
0057936,7.6874e-09,0.240559,0.112556
0057937,7.6874e-09,0.191201,0.0754882
0057938,0.000169326,0.162143,0.0668506
0057939,0.000169326,0.151635,0.107046
0057940,0.000169326,0.149981,0.366309
0057941,0.000169326,0.164782,0.373959
0057942,0.000169326,0.162183,0.178703
0057943,0.000169326,0.177611,0.194314
0057944,0.000169326,0.16718,0.212535
0057945,0.000169326,0.153258,0.172019
0057946,0.000169326,0.150015,0.156032
0057947,0.000169326,0.151054,0.105435
0057948,0.000169326,0.173085,0.0976352
0057949,0.000169326,0.183986,0.0862424
0057950,0.000169326,0.164506,0.0739861
0057951,0.000169326,0.15962,0.0860813
0057952,0.000169326,0.15051,0.0711122
0057953,0.000169326,0.160393,0.123128
0057954,0.000169326,0.145756,0.105758
0057955,0.000169326,0.126679,0.0572886
0057956,0.000169326,0.0985798,0.0545907
0057957,0.000169326,0.0897593,0.0527255
0057958,0.000169326,0.0980188,0.0667307
0057959,0.000169326,0.0953103,0.0950927
0057960,0.000169326,0.10039,0.0469952
0057961,0.000169326,0.101961,0.0505014
0057962,0.000169326,0.118301,0.0956951
0057963,0.000169326,0.123576,0.0832679
0057964,0.000169326,0.114428,0.106976
0057965,0.000169326,0.119603,0.128434
0057966,0.000169326,0.142614,0.122048
0057967,0.000169326,0.173751,0.109985
0057968,0.000169326,0.165497,0.0784091
0057969,0.000169326,0.161004,0.117162
0057970,0.000169326,0.151816,0.154253
0057971,0.000169326,0.141294,0.179886
0057972,0.000169326,0.135997,0.0796175
0057973,0.000169326,0.129132,0.0601434
0057974,0.000169326,0.104834,0.0563984
0057975,0.000169326,0.0787321,0.0478197
0057976,0.000169326,0.077705,0.0579667
0057977,0.000169326,0.0790121,0.119122
0057978,0.000169326,0.071685,0.0376433
0057979,0.000169326,0.0803906,0.0488218
0057980,0.000169326,0.0825162,0.0859316
0057981,0.000169326,0.0851313,0.102809
0057982,0.000169326,0.0740572,0.180634
0057983,0.000169326,0.0784045,0.183582
0057984,0.000169326,0.0970741,0.164097
0057985,0.000171207,0.127949,0.158736
0057986,0.00577664,0.157487,0.153594
0057987,0.306318,0.472326,0.136438
0057988,0.306318,0.450985,0.0974629
0057989,0.00577664,0.0550451,0.104669
0057990,0.000171207,0.0257558,0.118282
0057991,0.000169326,0.050466,0.117169
0057992,0.000169326,0.0206588,0.160105
0057993,0.000169326,0.0106198,0.0965981
0057994,0.000169326,0.000169326,0.1856
0057995,0.000169326,0.000169326,0.101369
0057996,0.000169326,0.0764347,0.107349
0057997,0.000169326,0.0660129,0.0836604
0057998,0.000169326,0.0758023,0.0399112
0057999,0.0683111,0.186184,0.0436304
0058000,0.0683111,0.213582,0.0922114
0058001,0.0683111,0.246273,0.378885
0058002,0.0683111,0.250418,0.372975
0058003,0.0683111,0.25773,0.176942
0058004,0.0683111,0.237339,0.18519
0058005,0.0683111,0.230981,0.195086
0058006,0.0683111,0.238775,0.202615
0058007,0.0683111,0.238879,0.16694
0058008,0.0683111,0.217427,0.12828
0058009,0.0683111,0.212223,0.132116
0058010,0.0683111,0.228868,0.0629477
0058011,0.0683111,0.221222,0.0575053
0058012,0.0683111,0.193333,0.0842197
0058013,0.0683111,0.196737,0.064132
0058014,0.0683111,0.201793,0.0646297
0058015,0.0683111,0.212537,0.0804971
0058016,0.0683111,0.191244,0.0542012
0058017,0.0683111,0.198033,0.0571081
0058018,0.0683111,0.212966,0.0678014
0058019,0.0683111,0.210041,0.105737
0058020,0.0683111,0.189518,0.1509
0058021,0.0683111,0.152624,0.0419057
0058022,0.0683111,0.134289,0.0427045
0058023,0.0683111,0.135689,0.0390496
0058024,0.0683111,0.131563,0.0646993
0058025,0.0683111,0.129207,0.0473022
0058026,0.0683111,0.125231,0.0702712
0058027,0.0683111,0.130031,0.0666463
0058028,0.0683111,0.133213,0.119409
0058029,0.0683111,0.148975,0.0484096
0058030,0.0683111,0.155275,0.0638071
0058031,0.0683111,0.171439,0.0974581
0058032,0.0683111,0.180213,0.0943802
0058033,0.0683111,0.204209,0.0796087
0058034,0.0683111,0.217669,0.064728
0058035,0.0683111,0.233275,0.0676213
0058036,0.0683111,0.20684,0.0658251
0058037,0.0683111,0.201418,0.114349
0058038,0.0683111,0.212808,0.149732
0058039,0.0683111,0.220789,0.0621181
0058040,0.0683111,0.175435,0.0505819
0058041,0.0683111,0.157597,0.0575183
0058042,0.0683111,0.166091,0.104136
0058043,0.0683111,0.162609,0.137738
0058044,0.0683111,0.158034,0.191002
0058045,0.0683111,0.15396,0.178669
0058046,0.068313,0.150319,0.156186
0058047,0.0739184,0.150531,0.127799
0058048,0.37446,0.457676,0.13131
0058049,0.37446,0.437324,0.0645612
0058050,0.0739184,0.1209,0.0912544
0058051,0.068313,0.114756,0.135744
0058052,0.0683111,0.110298,0.0906264
0058053,0.0683111,0.17577,0.177595
0058054,0.0683111,0.260972,0.16822
0058055,0.0683111,0.0749748,0.156239
0058056,0.0683111,0.0683111,0.106285
0058057,0.0683111,0.240713,0.147974
0058058,0.0683111,0.205122,0.119822
0058059,0.0683111,0.109228,0.0265042
0058060,0.504754,0.584453,0.0308365
0058061,0.504754,0.617211,0.073956
0058062,0.504754,0.64545,0.340286
0058063,0.504754,0.63953,0.35079
0058064,0.504754,0.582552,0.134301
0058065,0.504754,0.611936,0.149997
0058066,0.504754,0.634109,0.184478
0058067,0.504754,0.672626,0.203179
0058068,0.504754,0.65804,0.178061
0058069,0.504754,0.687897,0.170945
0058070,0.504754,0.655904,0.102307
0058071,0.504754,0.652629,0.0588562
0058072,0.504754,0.655053,0.0571922
0058073,0.504754,0.649776,0.0597143
0058074,0.504754,0.63945,0.0569798
0058075,0.504754,0.662027,0.0728441
0058076,0.504754,0.656745,0.087019
0058077,0.504754,0.597879,0.0467206
0058078,0.504754,0.588782,0.0418544
0058079,0.504754,0.625777,0.057298
0058080,0.504754,0.640522,0.0658056
0058081,0.504754,0.637087,0.122617
0058082,0.504754,0.577909,0.0417839
0058083,0.504754,0.588588,0.0407657
0058084,0.504754,0.614975,0.0540376
0058085,0.504754,0.650556,0.078995
0058086,0.504754,0.627081,0.0565706
0058087,0.504754,0.572172,0.0763528
0058088,0.504754,0.579816,0.0870526
0058089,0.504754,0.578681,0.183083
0058090,0.504754,0.581274,0.0588625
0058091,0.504754,0.578781,0.0379753
0058092,0.504754,0.582087,0.0919017
0058093,0.504754,0.587565,0.154121
0058094,0.504754,0.590892,0.0802557
0058095,0.504754,0.595862,0.0471064
0058096,0.504754,0.59578,0.0446917
0058097,0.504754,0.601752,0.0482679
0058098,0.504754,0.628978,0.0618571
0058099,0.504754,0.674667,0.0930204
0058100,0.504754,0.713488,0.0815139
0058101,0.504754,0.68027,0.0681151
0058102,0.504754,0.633066,0.0589374
0058103,0.504754,0.687746,0.126279
0058104,0.504754,0.711389,0.147466
0058105,0.504754,0.678845,0.214624
0058106,0.504754,0.591746,0.179609
0058107,0.504756,0.589043,0.164376
0058108,0.510362,0.588203,0.140399
0058109,0.810904,0.87216,0.108074
0058110,0.810904,0.85465,0.0633318
0058111,0.510362,0.537849,0.0617966
0058112,0.504756,0.534036,0.142244
0058113,0.504754,0.538415,0.0642344
0058114,0.504754,0.537856,0.15743
0058115,0.504754,0.554852,0.12127
0058116,0.504754,0.504754,0.133017
0058117,0.504754,0.504754,0.113281
0058118,0.504754,0.547702,0.0773997
0058119,0.504754,0.551472,0.0588136
0058120,0.504754,0.548217,0.0295744
0058121,0.0683111,0.213805,0.0567747
0058122,0.0683111,0.210684,0.054929
0058123,0.0683111,0.223255,0.310715
0058124,0.0683111,0.206334,0.343017
0058125,0.0683111,0.229065,0.157983
0058126,0.0683111,0.239301,0.158361
0058127,0.0683111,0.275435,0.208486
0058128,0.0683111,0.311417,0.229708
0058129,0.0683111,0.290049,0.194006
0058130,0.0683111,0.297829,0.178033
0058131,0.0683111,0.311276,0.147413
0058132,0.0683111,0.311229,0.0796511
0058133,0.0683111,0.335749,0.0845719
0058134,0.0683111,0.166374,0.0310104
0058135,0.0683111,0.081036,0.020995
0058136,0.0683111,0.140799,0.0382778
0058137,0.0683111,0.139552,0.0535774
0058138,0.0683111,0.177111,0.0527722
0058139,0.0683111,0.178009,0.0517677
0058140,0.0683111,0.0767181,0.018092
0058141,0.0683111,0.0683111,0.0242167
0058142,0.0683111,0.145963,0.078939
0058143,0.0683111,0.149119,0.0439036
0058144,0.0683111,0.143989,0.0392977
0058145,0.0683111,0.159634,0.0439768
0058146,0.0683111,0.175701,0.0542171
0058147,0.0683111,0.136866,0.0513571
0058148,0.0683111,0.144568,0.0798403
0058149,0.0683111,0.15093,0.0493607
0058150,0.0683111,0.179171,0.0983133
0058151,0.0683111,0.168145,0.13222
0058152,0.0683111,0.0683111,0.00904811
0058153,0.0683111,0.123034,0.0580325
0058154,0.0683111,0.126024,0.160767
0058155,0.0683111,0.121827,0.115738
0058156,0.0683111,0.124529,0.0981416
