DB No.,n_d[i],d_u,d_u_d_v 
0057590,2.00513e-11,0.170401,0.0626827
0057591,2.00513e-11,0.0918902,0.0338021
0057592,2.00513e-11,0.151096,0.0555811
0057593,2.00513e-11,0.0899578,0.0964514
0057594,2.00513e-11,0.118566,0.0436149
0057595,2.00513e-11,0.162004,0.0595936
0057596,2.00513e-11,0.0744698,0.027394
0057597,2.00513e-11,0.075718,0.0291
0057598,2.00513e-11,0.100128,0.0666976
0057599,2.00513e-11,0.163231,0.0629659
0057600,2.00513e-11,0.108306,0.075231
0057601,2.00513e-11,0.118219,0.165184
0057602,2.00513e-11,0.0946397,0.0409387
0057603,2.00513e-11,0.122398,0.0450247
0057604,2.00513e-11,0.166102,0.0705974
0057605,2.00513e-11,0.0794607,0.112221
0057606,2.00513e-11,0.0829486,0.0739656
0057607,2.00513e-11,0.103633,0.0404687
0057608,2.00513e-11,0.181457,0.0667496
0057609,2.00513e-11,0.134773,0.0495768
0057610,2.00513e-11,0.136496,0.0502106
0057611,2.00513e-11,0.17408,0.173254
0057612,2.00513e-11,0.191115,0.0785912
0057613,2.00513e-11,0.194927,0.0717044
0057614,2.00513e-11,0.0741865,0.0272898
0057615,2.00513e-11,0.085523,0.0314599
0057616,2.00513e-11,0.167811,0.106329
0057617,2.00513e-11,0.132605,0.190573
0057618,2.00513e-11,0.140289,0.215862
0057619,2.00513e-11,0.157838,0.15377
0057620,2.15319e-11,0.118752,0.159189
0057621,4.28379e-07,0.0543549,0.191039
0057622,0.00226993,0.195279,0.228077
0057623,0.220313,0.397987,0.24867
0057624,0.391643,0.501391,0.109637
0057625,0.0127515,0.108945,0.148791
0057626,7.60426e-06,0.143737,0.146233
0057627,1.03107e-10,0.115493,0.196533
0057628,2.00514e-11,0.045362,0.105287
0057629,2.00513e-11,0.0452976,0.0824246
0057630,2.00513e-11,0.0760174,0.0518358
0057631,2.00513e-11,0.138112,0.109864
0057632,2.00513e-11,0.0281504,0.0149562
0057633,2.78563e-06,0.276281,0.10163
0057634,2.78563e-06,0.213719,0.0786161
0057635,2.78563e-06,0.150511,0.172557
0057636,2.78563e-06,0.203214,0.20208
0057637,2.78563e-06,0.228673,0.329199
0057638,2.78563e-06,0.221028,0.448651
0057639,2.78563e-06,0.132733,0.158414
0057640,2.78563e-06,0.233204,0.138619
0057641,2.78563e-06,0.213793,0.164226
0057642,2.78563e-06,0.280543,0.147971
0057643,2.78563e-06,0.292876,0.124193
0057644,2.78563e-06,0.204982,0.0801775
0057645,2.78563e-06,0.29896,0.109973
0057646,2.78563e-06,0.241929,0.0889933
0057647,2.78563e-06,0.176703,0.115426
0057648,2.78563e-06,0.176841,0.123646
0057649,2.78563e-06,0.177307,0.152435
0057650,2.78563e-06,0.261055,0.216916
0057651,2.78563e-06,0.207758,0.185204
0057652,2.78563e-06,0.196979,0.18766
0057653,2.78563e-06,0.184952,0.166331
0057654,2.78563e-06,0.22144,0.159361
0057655,2.78563e-06,0.25398,0.152456
0057656,2.78563e-06,0.178455,0.112346
0057657,2.78563e-06,0.179084,0.0910364
0057658,2.78563e-06,0.176769,0.0917326
0057659,2.78563e-06,0.245378,0.129812
0057660,2.78563e-06,0.19687,0.164768
0057661,2.78563e-06,0.160201,0.160061
0057662,2.78563e-06,0.173779,0.0639241
0057663,2.78563e-06,0.206321,0.0758948
0057664,2.78563e-06,0.227192,0.0835725
0057665,2.78563e-06,0.160442,0.0590182
0057666,2.78563e-06,0.170928,0.0628754
0057667,2.78563e-06,0.174933,0.098786
0057668,2.78563e-06,0.214602,0.208639
0057669,2.78563e-06,0.187206,0.164582
0057670,2.78563e-06,0.186287,0.193605
0057671,2.78563e-06,0.259235,0.240637
0057672,2.78563e-06,0.1855,0.136092
0057673,2.78563e-06,0.159045,0.179839
0057674,2.78563e-06,0.217702,0.202255
0057675,2.78563e-06,0.226998,0.203154
0057676,2.78563e-06,0.227615,0.149082
0057677,2.78563e-06,0.185222,0.083848
0057678,2.78563e-06,0.303146,0.115933
0057679,2.78563e-06,0.206995,0.191288
0057680,2.78563e-06,0.282413,0.252495
0057681,2.78563e-06,0.298246,0.220844
0057682,3.21399e-06,0.247044,0.198133
0057683,0.00227272,0.284999,0.229292
0057684,0.220316,0.391959,0.23153
0057685,0.391646,0.574868,0.207914
0057686,0.0127543,0.269126,0.148578
0057687,1.03899e-05,0.213395,0.214044
0057688,2.78571e-06,0.124768,0.17011
0057689,2.78563e-06,0.0965598,0.184197
0057690,2.78563e-06,0.0840096,0.078559
0057691,2.78563e-06,0.206825,0.128521
0057692,2.78563e-06,0.11789,0.0744584
0057693,2.78563e-06,0.060656,0.127226
0057694,0.00708803,0.174748,0.0866496
0057695,0.00708803,0.229476,0.0861688
0057696,0.00708803,0.240144,0.101387
0057697,0.00708803,0.226143,0.180141
0057698,0.00708803,0.208625,0.333185
0057699,0.00708803,0.253506,0.448171
0057700,0.00708803,0.250206,0.21398
0057701,0.00708803,0.305743,0.206271
0057702,0.00708803,0.289207,0.151731
0057703,0.00708803,0.294858,0.14577
0057704,0.00708803,0.277755,0.118328
0057705,0.00708803,0.224739,0.114191
0057706,0.00708803,0.183389,0.0702951
0057707,0.00708803,0.215182,0.136787
0057708,0.00708803,0.223572,0.0796346
0057709,0.00708803,0.232552,0.0829376
0057710,0.00708803,0.175508,0.0641207
0057711,0.00708803,0.192859,0.0899337
0057712,0.00708803,0.236685,0.146687
0057713,0.00708803,0.272305,0.139599
0057714,0.00708803,0.230841,0.0823083
0057715,0.00708803,0.193536,0.0685855
0057716,0.00708803,0.218554,0.115804
0057717,0.00708803,0.257422,0.0920863
0057718,0.00708803,0.269674,0.172879
0057719,0.00708803,0.216483,0.0770268
0057720,0.00708803,0.218407,0.0777344
0057721,0.00708803,0.245455,0.0876841
0057722,0.00708803,0.259514,0.0928557
0057723,0.00708803,0.213671,0.111048
0057724,0.00708803,0.176016,0.0986076
0057725,0.00708803,0.210641,0.0748778
0057726,0.00708803,0.231352,0.0824963
0057727,0.00708803,0.219791,0.0782436
0057728,0.00708803,0.231376,0.179492
0057729,0.00708803,0.247989,0.0886162
0057730,0.00708803,0.230762,0.0822792
0057731,0.00708803,0.199032,0.0706071
0057732,0.00708803,0.209561,0.0744802
0057733,0.00708803,0.265823,0.131139
0057734,0.00708803,0.259791,0.0929578
0057735,0.00708803,0.241291,0.0861525
0057736,0.00708803,0.250949,0.0897052
0057737,0.00708803,0.24434,0.168497
0057738,0.00708803,0.221699,0.0789452
0057739,0.00708803,0.280883,0.100716
0057740,0.00708803,0.258781,0.092586
0057741,0.00708803,0.221872,0.079009
0057742,0.00708803,0.175397,0.0723889
0057743,0.00708845,0.138082,0.0481864
0057744,0.00935796,0.163004,0.0565193
0057745,0.227401,0.382331,0.0569914
0057746,0.398731,0.509735,0.0662381
0057747,0.0198396,0.104711,0.0312203
0057748,0.00709563,0.139734,0.0487915
0057749,0.00708803,0.179609,0.0808487
0057750,0.00708803,0.15661,0.104936
0057751,0.00708803,0.099771,0.038874
0057752,0.00708803,0.169368,0.0596952
0057753,0.00708803,0.185471,0.0656187
0057754,0.00708803,0.146131,0.0647283
0057755,0.330331,0.545673,0.0806832
0057756,0.330331,0.536603,0.0922369
0057757,0.330331,0.559319,0.0842342
0057758,0.330331,0.590053,0.0969747
0057759,0.330331,0.56461,0.225451
0057760,0.330331,0.611954,0.351172
0057761,0.330331,0.63292,0.158803
0057762,0.330331,0.595574,0.0975754
0057763,0.330331,0.56136,0.0849848
0057764,0.330331,0.539103,0.0779399
0057765,0.330331,0.551585,0.0899843
0057766,0.330331,0.567208,0.087136
0057767,0.330331,0.568629,0.0876587
0057768,0.330331,0.5598,0.0844108
0057769,0.330331,0.552858,0.168975
0057770,0.330331,0.554299,0.184204
0057771,0.330331,0.590795,0.143576
0057772,0.330331,0.55838,0.131483
0057773,0.330331,0.512324,0.159555
0057774,0.330331,0.53472,0.172041
0057775,0.330331,0.533424,0.17318
0057776,0.330331,0.541285,0.211057
0057777,0.330331,0.531219,0.231905
0057778,0.330331,0.514761,0.18015
0057779,0.330331,0.516032,0.18027
0057780,0.330331,0.562284,0.157527
0057781,0.330331,0.524692,0.265135
0057782,0.330331,0.51334,0.207206
0057783,0.330331,0.526643,0.231911
0057784,0.330331,0.531774,0.17548
0057785,0.330331,0.561826,0.199133
0057786,0.330331,0.571347,0.197033
0057787,0.330331,0.55022,0.230281
0057788,0.330331,0.560749,0.22353
0057789,0.330331,0.546516,0.156145
0057790,0.330331,0.51961,0.138055
0057791,0.330331,0.526609,0.195753
0057792,0.330331,0.594754,0.226649
0057793,0.330331,0.556635,0.212744
0057794,0.330331,0.533606,0.178152
0057795,0.330331,0.531014,0.20895
0057796,0.330331,0.575217,0.256468
0057797,0.330331,0.530077,0.25345
0057798,0.330331,0.593354,0.282727
0057799,0.330331,0.588933,0.261477
0057800,0.330331,0.530666,0.23329
0057801,0.330331,0.525914,0.254417
0057802,0.330331,0.515781,0.187816
0057803,0.330331,0.540346,0.209197
0057804,0.330331,0.507425,0.167833
0057805,0.332601,0.487284,0.1753
0057806,0.550644,0.74303,0.204322
0057807,0.721974,0.948888,0.229143
0057808,0.343083,0.578387,0.184399
0057809,0.330339,0.588538,0.202863
0057810,0.330331,0.588282,0.167765
0057811,0.330331,0.591663,0.208127
0057812,0.330331,0.556286,0.188747
0057813,0.330331,0.529689,0.16351
0057814,0.330331,0.429389,0.122729
0057815,0.330331,0.409593,0.189451
0057816,0.281965,0.526455,0.211144
0057817,0.281965,0.549557,0.210385
0057818,0.281965,0.534249,0.1858
0057819,0.281965,0.517859,0.186401
0057820,0.281965,0.501327,0.341019
0057821,0.281965,0.461976,0.421501
0057822,0.281965,0.463136,0.168432
0057823,0.281965,0.459228,0.203664
0057824,0.281965,0.471611,0.190971
0057825,0.281965,0.485855,0.211551
0057826,0.281965,0.488805,0.18292
0057827,0.281965,0.499865,0.20435
0057828,0.281965,0.468021,0.136619
0057829,0.281965,0.500484,0.225432
0057830,0.281965,0.489869,0.151162
0057831,0.281965,0.511739,0.189434
0057832,0.281965,0.494465,0.179382
0057833,0.281965,0.482423,0.126233
0057834,0.281965,0.497004,0.182771
0057835,0.281965,0.523784,0.168606
0057836,0.281965,0.508834,0.178173
0057837,0.281965,0.468484,0.157505
0057838,0.281965,0.486582,0.202846
0057839,0.281965,0.467752,0.214918
0057840,0.281965,0.469585,0.14818
0057841,0.281965,0.451124,0.123271
0057842,0.281965,0.442487,0.197757
0057843,0.281965,0.48515,0.2318
0057844,0.281965,0.463389,0.233136
0057845,0.281965,0.470903,0.199744
0057846,0.281965,0.469239,0.153734
0057847,0.281965,0.460597,0.156412
0057848,0.281965,0.480876,0.203421
0057849,0.281965,0.453438,0.195573
0057850,0.281965,0.508042,0.219971
0057851,0.281965,0.515693,0.15662
0057852,0.281965,0.551891,0.189702
0057853,0.281965,0.559823,0.193262
0057854,0.281965,0.573845,0.282609
0057855,0.281965,0.570861,0.221498
0057856,0.281965,0.551127,0.200214
0057857,0.281965,0.545828,0.255688
0057858,0.281965,0.507753,0.237063
0057859,0.281965,0.512087,0.260327
0057860,0.281965,0.495718,0.245409
0057861,0.281965,0.522696,0.236135
0057862,0.281965,0.516752,0.251927
0057863,0.281965,0.513084,0.256256
0057864,0.281965,0.471102,0.183733
0057865,0.281966,0.479766,0.194073
0057866,0.284235,0.47637,0.17673
0057867,0.502278,0.707104,0.23014
0057868,0.673608,0.868544,0.186324
0057869,0.294717,0.482414,0.184131
0057870,0.281973,0.468232,0.181262
0057871,0.281965,0.465578,0.147798
0057872,0.281965,0.451274,0.15645
0057873,0.281965,0.447884,0.170886
0057874,0.281965,0.447151,0.173039
0057875,0.281965,0.444998,0.141967
0057876,0.281965,0.4872,0.180085
0057877,0.00440822,0.234084,0.218748
0057878,0.00440822,0.248699,0.219458
0057879,0.00440822,0.253451,0.202272
0057880,0.00440822,0.21008,0.168488
0057881,0.00440822,0.174487,0.298653
0057882,0.00440822,0.184153,0.437353
0057883,0.00440822,0.211423,0.153018
0057884,0.00440822,0.209069,0.188802
0057885,0.00440822,0.225951,0.173362
0057886,0.00440822,0.197079,0.112389
0057887,0.00440822,0.196168,0.15893
0057888,0.00440822,0.188559,0.104507
0057889,0.00440822,0.200161,0.226147
0057890,0.00440822,0.181767,0.0979339
0057891,0.00440822,0.162787,0.190164
0057892,0.00440822,0.180167,0.14409
0057893,0.00440822,0.176644,0.218279
0057894,0.00440822,0.197712,0.147647
0057895,0.00440822,0.170348,0.133949
0057896,0.00440822,0.18207,0.14026
0057897,0.00440822,0.19067,0.199679
0057898,0.00440822,0.21317,0.180245
0057899,0.00440822,0.205673,0.181786
0057900,0.00440822,0.193426,0.272721
0057901,0.00440822,0.253195,0.243363
0057902,0.00440822,0.211815,0.238581
0057903,0.00440822,0.269458,0.151993
0057904,0.00440822,0.281736,0.244862
0057905,0.00440822,0.235562,0.245591
0057906,0.00440822,0.267301,0.244922
0057907,0.00440822,0.251401,0.226727
0057908,0.00440822,0.248805,0.234534
0057909,0.00440822,0.236446,0.191231
0057910,0.00440822,0.313754,0.222731
0057911,0.00440822,0.314306,0.245369
0057912,0.00440822,0.271788,0.195771
0057913,0.00440822,0.299066,0.187911
0057914,0.00440822,0.262445,0.186304
0057915,0.00440822,0.251333,0.215342
0057916,0.00440822,0.246096,0.234867
0057917,0.00440822,0.237171,0.215418
0057918,0.00440822,0.19384,0.194996
0057919,0.00440822,0.196117,0.251201
0057920,0.00440822,0.190246,0.225768
0057921,0.00440822,0.195386,0.250677
0057922,0.00440822,0.163702,0.220505
0057923,0.00440822,0.152543,0.22179
0057924,0.00440822,0.176641,0.266904
0057925,0.00440822,0.184123,0.186597
0057926,0.00440865,0.175168,0.183579
0057927,0.00667816,0.157753,0.168771
0057928,0.224722,0.366883,0.192298
0057929,0.396051,0.512751,0.186046
0057930,0.0171597,0.12494,0.153468
0057931,0.00441583,0.0831857,0.140958
0057932,0.00440822,0.132408,0.170577
0057933,0.00440822,0.19696,0.172057
0057934,0.00440822,0.0927984,0.145763
0057935,0.00440822,0.124533,0.18726
0057936,0.00440822,0.173645,0.15678
0057937,0.00440822,0.122163,0.130655
0057938,1.26227e-06,0.206379,0.19352
0057939,1.26227e-06,0.179852,0.205726
0057940,1.26227e-06,0.167385,0.192274
0057941,1.26227e-06,0.192858,0.182066
0057942,1.26227e-06,0.195573,0.303627
0057943,1.26227e-06,0.198077,0.422145
0057944,1.26227e-06,0.181098,0.208582
0057945,1.26227e-06,0.195029,0.144427
0057946,1.26227e-06,0.202889,0.218909
0057947,1.26227e-06,0.209717,0.209369
0057948,1.26227e-06,0.199304,0.12664
0057949,1.26227e-06,0.194062,0.176097
0057950,1.26227e-06,0.229453,0.133735
0057951,1.26227e-06,0.230459,0.189356
0057952,1.26227e-06,0.224815,0.364062
0057953,1.26227e-06,0.202713,0.358375
0057954,1.26227e-06,0.19855,0.367911
0057955,1.26227e-06,0.197584,0.4285
0057956,1.26227e-06,0.19106,0.352772
0057957,1.26227e-06,0.176579,0.417931
0057958,1.26227e-06,0.198369,0.354177
0057959,1.26227e-06,0.214744,0.401267
0057960,1.26227e-06,0.174962,0.374718
0057961,1.26227e-06,0.219333,0.407097
0057962,1.26227e-06,0.251172,0.437737
0057963,1.26227e-06,0.21033,0.435495
0057964,1.26227e-06,0.219665,0.36177
0057965,1.26227e-06,0.251856,0.436201
0057966,1.26227e-06,0.24534,0.427993
0057967,1.26227e-06,0.239551,0.480399
0057968,1.26227e-06,0.249134,0.437224
0057969,1.26227e-06,0.260437,0.418902
0057970,1.26227e-06,0.266295,0.40313
0057971,1.26227e-06,0.300376,0.417804
0057972,1.26227e-06,0.237476,0.381103
0057973,1.26227e-06,0.217776,0.426138
0057974,1.26227e-06,0.268094,0.380561
0057975,1.26227e-06,0.209247,0.387744
0057976,1.26227e-06,0.206538,0.355274
0057977,1.26227e-06,0.241738,0.41035
0057978,1.26227e-06,0.207318,0.441379
0057979,1.26227e-06,0.256858,0.412545
0057980,1.26227e-06,0.250768,0.41592
0057981,1.26227e-06,0.271465,0.48502
0057982,1.26227e-06,0.292014,0.463404
0057983,1.26227e-06,0.268096,0.453472
0057984,1.26227e-06,0.249227,0.439939
0057985,1.26227e-06,0.266065,0.468579
0057986,1.26228e-06,0.244256,0.476521
0057987,1.69063e-06,0.194441,0.383917
0057988,0.0022712,0.145047,0.37342
0057989,0.220315,0.360543,0.361143
0057990,0.391644,0.516109,0.424816
0057991,0.0127528,0.133232,0.366042
0057992,8.86652e-06,0.205683,0.365262
0057993,1.26236e-06,0.0699897,0.366403
0057994,1.26227e-06,1.26227e-06,0.327801
0057995,1.26227e-06,1.26227e-06,0.349532
0057996,1.26227e-06,0.162584,0.357717
0057997,1.26227e-06,0.234458,0.407769
0057998,1.26227e-06,0.0967087,0.324478
0057999,6.62012e-12,0.202099,0.37827
0058000,6.62012e-12,0.188858,0.381505
0058001,6.62012e-12,0.192811,0.413063
0058002,6.62012e-12,0.203699,0.429536
0058003,6.62012e-12,0.227482,0.523138
0058004,6.62012e-12,0.21276,0.628965
0058005,6.62012e-12,0.202625,0.391748
0058006,6.62012e-12,0.192971,0.376863
0058007,6.62012e-12,0.195931,0.347568
0058008,6.62012e-12,0.222181,0.338232
0058009,6.62012e-12,0.203757,0.332186
0058010,6.62012e-12,0.182339,0.287164
0058011,6.62012e-12,0.193379,0.349795
0058012,6.62012e-12,0.207648,0.311339
0058013,6.62012e-12,0.21456,0.30195
0058014,6.62012e-12,0.191927,0.375022
0058015,6.62012e-12,0.186362,0.323433
0058016,6.62012e-12,0.205183,0.314608
0058017,6.62012e-12,0.238445,0.359583
0058018,6.62012e-12,0.21213,0.301733
0058019,6.62012e-12,0.227768,0.308409
0058020,6.62012e-12,0.254741,0.340879
0058021,6.62012e-12,0.226967,0.359602
0058022,6.62012e-12,0.228063,0.305349
0058023,6.62012e-12,0.252447,0.449196
0058024,6.62012e-12,0.249593,0.391699
0058025,6.62012e-12,0.240695,0.471722
0058026,6.62012e-12,0.243084,0.334928
0058027,6.62012e-12,0.301619,0.381294
0058028,6.62012e-12,0.261957,0.382507
0058029,6.62012e-12,0.320665,0.449422
0058030,6.62012e-12,0.273744,0.41128
0058031,6.62012e-12,0.295039,0.404808
0058032,6.62012e-12,0.312605,0.414418
0058033,6.62012e-12,0.289963,0.352382
0058034,6.62012e-12,0.256744,0.32763
0058035,6.62012e-12,0.273419,0.383183
0058036,6.62012e-12,0.260589,0.31951
0058037,6.62012e-12,0.227769,0.308304
0058038,6.62012e-12,0.209471,0.33171
0058039,6.62012e-12,0.221513,0.343817
0058040,6.62012e-12,0.232499,0.37885
0058041,6.62012e-12,0.194474,0.360756
0058042,6.62012e-12,0.189359,0.37435
0058043,6.62012e-12,0.190993,0.399832
0058044,6.62012e-12,0.198651,0.405862
0058045,6.62012e-12,0.150158,0.359413
0058046,6.62012e-12,0.140917,0.365355
0058047,8.10068e-12,0.148518,0.439262
0058048,4.28365e-07,0.18227,0.385162
0058049,0.00226993,0.186455,0.378145
0058050,0.220313,0.454881,0.342123
0058051,0.391643,0.621089,0.417196
0058052,0.0127515,0.0944823,0.348156
0058053,7.60425e-06,0.0139233,0.289722
0058054,8.96763e-11,0.0446326,0.281392
0058055,6.62014e-12,0.0111469,0.359192
0058056,6.62012e-12,6.62012e-12,0.25599
0058057,6.62012e-12,0.20911,0.31748
0058058,6.62012e-12,0.0818804,0.284111
0058059,6.62012e-12,0.114058,0.311249
0058060,6.35917e-19,0.182764,0.307227
0058061,6.35917e-19,0.212874,0.355497
0058062,6.35917e-19,0.254961,0.38294
0058063,6.35917e-19,0.20264,0.386436
0058064,6.35917e-19,0.182114,0.517961
0058065,6.35917e-19,0.20307,0.582322
0058066,6.35917e-19,0.23111,0.365591
0058067,6.35917e-19,0.223332,0.346259
0058068,6.35917e-19,0.188592,0.311936
0058069,6.35917e-19,0.223653,0.302756
0058070,6.35917e-19,0.212946,0.276699
0058071,6.35917e-19,0.245162,0.273015
0058072,6.35917e-19,0.210085,0.255524
0058073,6.35917e-19,0.194041,0.294561
0058074,6.35917e-19,0.24155,0.199157
0058075,6.35917e-19,0.281355,0.145743
0058076,6.35917e-19,0.223992,0.12517
0058077,6.35917e-19,0.227894,0.129418
0058078,6.35917e-19,0.266075,0.157174
0058079,6.35917e-19,0.247147,0.15589
0058080,6.35917e-19,0.273152,0.227858
0058081,6.35917e-19,0.279562,0.155559
0058082,6.35917e-19,0.241448,0.133935
0058083,6.35917e-19,0.249864,0.188628
0058084,6.35917e-19,0.249262,0.132625
0058085,6.35917e-19,0.278973,0.231936
0058086,6.35917e-19,0.259922,0.180002
0058087,6.35917e-19,0.253776,0.179863
0058088,6.35917e-19,0.242104,0.137382
0058089,6.35917e-19,0.240797,0.130001
0058090,6.35917e-19,0.264395,0.183044
0058091,6.35917e-19,0.213877,0.211352
0058092,6.35917e-19,0.206269,0.16347
0058093,6.35917e-19,0.242885,0.13657
0058094,6.35917e-19,0.25366,0.142339
0058095,6.35917e-19,0.197207,0.120666
0058096,6.35917e-19,0.187333,0.117108
0058097,6.35917e-19,0.220174,0.173183
0058098,6.35917e-19,0.27456,0.184
0058099,6.35917e-19,0.23369,0.1418
0058100,6.35917e-19,0.239073,0.132619
0058101,6.35917e-19,0.20166,0.166722
0058102,6.35917e-19,0.20079,0.161951
0058103,6.35917e-19,0.192315,0.156957
0058104,6.35917e-19,0.195533,0.22831
0058105,6.35917e-19,0.182823,0.209031
0058106,6.35917e-19,0.196425,0.198822
0058107,7.29644e-19,0.195941,0.208221
0058108,1.48056e-12,0.215622,0.227769
0058109,4.28359e-07,0.260363,0.285415
0058110,0.00226993,0.289629,0.237789
0058111,0.220313,0.409107,0.190334
0058112,0.391643,0.567553,0.156764
0058113,0.0127515,0.0794756,0.206941
0058114,7.60424e-06,0.011164,0.16378
0058115,8.30561e-11,0.0144363,0.0936152
0058116,1.72513e-17,0.11699,0.139281
0058117,6.35917e-19,6.35917e-19,0.100474
0058118,6.35917e-19,0.21647,0.215432
0058119,6.35917e-19,0.152833,0.111568
0058120,6.35917e-19,0.022894,0.05725
0058121,1.11881e-27,0.052827,0.102727
0058122,1.11881e-27,0.0491611,0.0854254
0058123,1.11881e-27,0.0462899,0.112145
0058124,1.11881e-27,0.154535,0.168044
0058125,1.11881e-27,0.044633,0.296285
0058126,1.11881e-27,0.0449871,0.365011
0058127,1.11881e-27,0.0503783,0.124251
0058128,1.11881e-27,0.0638378,0.134202
0058129,1.11881e-27,0.0867499,0.101963
0058130,1.11881e-27,0.0993224,0.0864856
0058131,1.11881e-27,0.111375,0.071459
0058132,1.11881e-27,0.0600077,0.0294901
0058133,1.11881e-27,0.201578,0.076938
0058134,1.11881e-27,0.0172093,0.00911714
0058135,1.11881e-27,0.00835586,0.00447556
0058136,1.11881e-27,0.273785,0.169879
0058137,1.11881e-27,0.272857,0.176931
0058138,1.11881e-27,0.236888,0.0920284
0058139,1.11881e-27,0.327227,0.120372
0058140,1.11881e-27,0.298249,0.135183
0058141,1.11881e-27,0.249018,0.0996715
0058142,1.11881e-27,0.126449,0.0728722
0058143,1.11881e-27,0.0294889,0.0161082
0058144,1.11881e-27,0.0298249,0.0123678
0058145,1.11881e-27,0.0276231,0.0890385
0058146,1.11881e-27,0.0196555,0.088422
0058147,1.11881e-27,0.0101847,0.118559
0058148,1.11881e-27,0.00449811,0.17322
0058149,1.11881e-27,0.0022779,0.060139
0058150,1.11881e-27,0.00271471,0.112834
0058151,1.11881e-27,0.0786784,0.0658517
0058152,1.11881e-27,0.0876053,0.0971259
0058153,1.11881e-27,0.203637,0.23751
0058154,1.11881e-27,0.198584,0.262813
0058155,1.11881e-27,0.219835,0.169416
0058156,1.11881e-27,0.269055,0.10758
0058157,1.11881e-27,0.250641,0.0922
0058158,1.11881e-27,0.223448,0.0870961
0058159,1.11881e-27,0.25244,0.100923
0058160,1.11881e-27,0.263932,0.098754
0058161,1.11881e-27,0.244407,0.0951493
0058162,1.11881e-27,0.233289,0.0870612
0058163,1.11881e-27,0.223103,0.154194
