DB No.,n_d[i],d_u,d_u_d_v 
0057608,2.00513e-11,0.044341,0.015209
0057609,2.00513e-11,0.0593662,0.0203626
0057610,2.00513e-11,0.0747059,0.0256242
0057611,2.00513e-11,0.0473096,0.0193263
0057612,2.00513e-11,0.199705,0.0722798
0057613,2.00513e-11,0.160585,0.0550809
0057614,2.00513e-11,0.211919,0.0726884
0057615,2.00513e-11,0.0971074,0.0333079
0057616,2.00513e-11,0.0633131,0.0562041
0057617,2.00513e-11,0.145213,0.190398
0057618,2.00513e-11,0.0641593,0.109261
0057619,2.00513e-11,0.204714,0.218464
0057620,2.15319e-11,0.3278,0.291328
0057621,4.28379e-07,0.242011,0.207609
0057622,0.00226993,0.133454,0.151691
0057623,0.220313,0.356583,0.111802
0057624,0.391643,0.473983,0.129363
0057625,0.0127515,0.0431188,0.177225
0057626,7.60426e-06,0.0310389,0.0932226
0057627,1.03107e-10,0.0340801,0.128476
0057628,2.00514e-11,0.0543101,0.0730008
0057629,2.00513e-11,0.0273224,0.167376
0057630,2.00513e-11,0.054831,0.0391154
0057631,2.00513e-11,0.112298,0.0592269
0057632,2.00513e-11,0.116279,0.0420285
0057633,2.78563e-06,0.151956,0.05212
0057634,2.78563e-06,0.220114,0.0754984
0057635,2.78563e-06,0.1612,0.0791941
0057636,2.78563e-06,0.184621,0.147654
0057637,2.78563e-06,0.201597,0.271875
0057638,2.78563e-06,0.171256,0.367557
0057639,2.78563e-06,0.177954,0.151629
0057640,2.78563e-06,0.164518,0.150853
0057641,2.78563e-06,0.26246,0.148556
0057642,2.78563e-06,0.15599,0.098168
0057643,2.78563e-06,0.125843,0.0501586
0057644,2.78563e-06,0.183141,0.0649675
0057645,2.78563e-06,0.133962,0.0459481
0057646,2.78563e-06,0.181967,0.0624137
0057647,2.78563e-06,0.0947117,0.0944946
0057648,2.78563e-06,0.0829288,0.0908059
0057649,2.78563e-06,0.124803,0.0844872
0057650,2.78563e-06,0.143123,0.0743194
0057651,2.78563e-06,0.195612,0.0821713
0057652,2.78563e-06,0.130344,0.0604718
0057653,2.78563e-06,0.172152,0.0770669
0057654,2.78563e-06,0.158186,0.0957891
0057655,2.78563e-06,0.16541,0.111233
0057656,2.78563e-06,0.154759,0.0970387
0057657,2.78563e-06,0.144241,0.132188
0057658,2.78563e-06,0.167143,0.244802
0057659,2.78563e-06,0.164333,0.211451
0057660,2.78563e-06,0.148519,0.15684
0057661,2.78563e-06,0.0760616,0.138549
0057662,2.78563e-06,0.101791,0.0349134
0057663,2.78563e-06,0.111711,0.0383161
0057664,2.78563e-06,0.125777,0.0431405
0057665,2.78563e-06,0.120927,0.0414771
0057666,2.78563e-06,0.131717,0.0451782
0057667,2.78563e-06,0.195221,0.069015
0057668,2.78563e-06,0.174931,0.119243
0057669,2.78563e-06,0.188476,0.18451
0057670,2.78563e-06,0.175718,0.139235
0057671,2.78563e-06,0.148232,0.0946832
0057672,2.78563e-06,0.245977,0.149415
0057673,2.78563e-06,0.165856,0.209359
0057674,2.78563e-06,0.200527,0.18277
0057675,2.78563e-06,0.178936,0.159088
0057676,2.78563e-06,0.179429,0.102634
0057677,2.78563e-06,0.180993,0.0670448
0057678,2.78563e-06,0.221551,0.0779254
0057679,2.78563e-06,0.274679,0.225857
0057680,2.78563e-06,0.163756,0.159362
0057681,2.78563e-06,0.230105,0.209497
0057682,3.21399e-06,0.257481,0.272522
0057683,0.00227272,0.146662,0.177581
0057684,0.220316,0.362097,0.138374
0057685,0.391646,0.588903,0.13068
0057686,0.0127543,0.249085,0.266164
0057687,1.03899e-05,0.190384,0.160146
0057688,2.78571e-06,0.122843,0.120037
0057689,2.78563e-06,0.134179,0.0953524
0057690,2.78563e-06,0.180676,0.154652
0057691,2.78563e-06,0.159824,0.0740149
0057692,2.78563e-06,0.22004,0.0920721
0057693,2.78563e-06,0.0588263,0.0532027
0057694,0.00708803,0.156686,0.158849
0057695,0.00708803,0.163789,0.062065
0057696,0.00708803,0.180753,0.145106
0057697,0.00708803,0.200434,0.113337
0057698,0.00708803,0.18181,0.279228
0057699,0.00708803,0.149522,0.369152
0057700,0.00708803,0.21567,0.145368
0057701,0.00708803,0.184654,0.147258
0057702,0.00708803,0.208364,0.192782
0057703,0.00708803,0.230694,0.120827
0057704,0.00708803,0.197265,0.116401
0057705,0.00708803,0.263214,0.107523
0057706,0.00708803,0.213104,0.0985965
0057707,0.00708803,0.179636,0.0722556
0057708,0.00708803,0.162538,0.0533194
0057709,0.00708803,0.165531,0.054346
0057710,0.00708803,0.23612,0.0880128
0057711,0.00708803,0.148861,0.180453
0057712,0.00708803,0.139417,0.282491
0057713,0.00708803,0.140992,0.0546981
0057714,0.00708803,0.173565,0.0571016
0057715,0.00708803,0.175939,0.0579158
0057716,0.00708803,0.174291,0.0609419
0057717,0.00708803,0.205974,0.0682181
0057718,0.00708803,0.191693,0.0794149
0057719,0.00708803,0.250344,0.0834371
0057720,0.00708803,0.214291,0.0710706
0057721,0.00708803,0.226234,0.0751673
0057722,0.00708803,0.211368,0.0700682
0057723,0.00708803,0.19315,0.0861227
0057724,0.00708803,0.176664,0.0639532
0057725,0.00708803,0.18064,0.0595285
0057726,0.00708803,0.180336,0.0594241
0057727,0.00708803,0.189014,0.0624006
0057728,0.00708803,0.22152,0.0768999
0057729,0.00708803,0.191468,0.0632423
0057730,0.00708803,0.159868,0.0524036
0057731,0.00708803,0.234863,0.0781268
0057732,0.00708803,0.172553,0.0567544
0057733,0.00708803,0.213474,0.0745754
0057734,0.00708803,0.233356,0.0776101
0057735,0.00708803,0.20801,0.0689163
0057736,0.00708803,0.187295,0.061811
0057737,0.00708803,0.19193,0.0819552
0057738,0.00708803,0.233844,0.0777775
0057739,0.00708803,0.173928,0.0572264
0057740,0.00708803,0.237857,0.0791539
0057741,0.00708803,0.286523,0.0958463
0057742,0.00708803,0.272134,0.0946958
0057743,0.00708845,0.244588,0.0814626
0057744,0.00935796,0.259136,0.0856739
0057745,0.227401,0.453148,0.0774312
0057746,0.398731,0.66329,0.186512
0057747,0.0198396,0.198791,0.0613806
0057748,0.00709563,0.170064,0.0558981
0057749,0.00708803,0.156542,0.108176
0057750,0.00708803,0.214444,0.0953785
0057751,0.00708803,0.228084,0.0779557
0057752,0.00708803,0.0918717,0.0290808
0057753,0.00708803,0.089593,0.0282992
0057754,0.00708803,0.0713506,0.0482511
0057755,0.330331,0.501502,0.0655678
0057756,0.330331,0.498351,0.166851
0057757,0.330331,0.512505,0.0624862
0057758,0.330331,0.498946,0.0593263
0057759,0.330331,0.499647,0.202821
0057760,0.330331,0.459553,0.301632
0057761,0.330331,0.546672,0.0912055
0057762,0.330331,0.573222,0.0833168
0057763,0.330331,0.502999,0.0592251
0057764,0.330331,0.516078,0.0689124
0057765,0.330331,0.496919,0.0611391
0057766,0.330331,0.555418,0.077205
0057767,0.330331,0.573685,0.0834706
0057768,0.330331,0.5264,0.0672516
0057769,0.330331,0.583493,0.137386
0057770,0.330331,0.530565,0.119474
0057771,0.330331,0.549114,0.148883
0057772,0.330331,0.525927,0.271164
0057773,0.330331,0.49847,0.112212
0057774,0.330331,0.483349,0.14204
0057775,0.330331,0.499304,0.148061
0057776,0.330331,0.514677,0.1811
0057777,0.330331,0.5009,0.12615
0057778,0.330331,0.531712,0.142011
0057779,0.330331,0.498455,0.154251
0057780,0.330331,0.544817,0.201744
0057781,0.330331,0.578203,0.202991
0057782,0.330331,0.58378,0.147468
0057783,0.330331,0.552347,0.191247
0057784,0.330331,0.533476,0.171366
0057785,0.330331,0.536987,0.179857
0057786,0.330331,0.549036,0.158097
0057787,0.330331,0.549344,0.123225
0057788,0.330331,0.491592,0.14023
0057789,0.330331,0.493575,0.191041
0057790,0.330331,0.563606,0.271055
0057791,0.330331,0.486465,0.14382
0057792,0.330331,0.479392,0.140712
0057793,0.330331,0.509045,0.134425
0057794,0.330331,0.51191,0.161936
0057795,0.330331,0.490119,0.188722
0057796,0.330331,0.527846,0.177309
0057797,0.330331,0.572115,0.228889
0057798,0.330331,0.563623,0.190144
0057799,0.330331,0.620954,0.217426
0057800,0.330331,0.549497,0.222317
0057801,0.330331,0.502272,0.142652
0057802,0.330331,0.500568,0.205571
0057803,0.330331,0.48018,0.145555
0057804,0.330331,0.446794,0.190878
0057805,0.332601,0.469648,0.162449
0057806,0.550644,0.722079,0.159953
0057807,0.721974,0.924135,0.118569
0057808,0.343083,0.504195,0.179188
0057809,0.330339,0.459729,0.104857
0057810,0.330331,0.531832,0.189643
0057811,0.330331,0.41557,0.104403
0057812,0.330331,0.443896,0.111365
0057813,0.330331,0.559723,0.182804
0057814,0.330331,0.624615,0.284518
0057815,0.330331,0.547781,0.17183
0057816,0.281965,0.439346,0.131381
0057817,0.281965,0.433591,0.12503
0057818,0.281965,0.477477,0.141636
0057819,0.281965,0.447183,0.126284
0057820,0.281965,0.504762,0.29501
0057821,0.281965,0.484306,0.371593
0057822,0.281965,0.466475,0.147693
0057823,0.281965,0.460415,0.135248
0057824,0.281965,0.441845,0.119269
0057825,0.281965,0.4795,0.163028
0057826,0.281965,0.480071,0.201458
0057827,0.281965,0.462319,0.184441
0057828,0.281965,0.498787,0.159317
0057829,0.281965,0.47482,0.181741
0057830,0.281965,0.495918,0.153135
0057831,0.281965,0.503557,0.127843
0057832,0.281965,0.509979,0.127865
0057833,0.281965,0.492525,0.179288
0057834,0.281965,0.513906,0.156852
0057835,0.281965,0.498445,0.125204
0057836,0.281965,0.483134,0.15708
0057837,0.281965,0.510893,0.182953
0057838,0.281965,0.435662,0.228083
0057839,0.281965,0.441626,0.13235
0057840,0.281965,0.463615,0.205707
0057841,0.281965,0.478613,0.224463
0057842,0.281965,0.447032,0.246466
0057843,0.281965,0.451023,0.130566
0057844,0.281965,0.451422,0.184601
0057845,0.281965,0.4834,0.195893
0057846,0.281965,0.539497,0.278117
0057847,0.281965,0.441646,0.161777
0057848,0.281965,0.487471,0.148311
0057849,0.281965,0.53522,0.149169
0057850,0.281965,0.462894,0.172412
0057851,0.281965,0.447679,0.16698
0057852,0.281965,0.487348,0.141241
0057853,0.281965,0.47625,0.161552
0057854,0.281965,0.4317,0.144121
0057855,0.281965,0.488062,0.156969
0057856,0.281965,0.48388,0.216894
0057857,0.281965,0.412523,0.148621
0057858,0.281965,0.464695,0.196658
0057859,0.281965,0.426353,0.158725
0057860,0.281965,0.427678,0.184318
0057861,0.281965,0.416092,0.178701
0057862,0.281965,0.439587,0.138418
0057863,0.281965,0.413516,0.15304
0057864,0.281965,0.467975,0.205665
0057865,0.281966,0.396968,0.162453
0057866,0.284235,0.393627,0.172573
0057867,0.502278,0.618625,0.135734
0057868,0.673608,0.85064,0.14905
0057869,0.294717,0.487181,0.146675
0057870,0.281973,0.487487,0.136964
0057871,0.281965,0.427652,0.101867
0057872,0.281965,0.39987,0.11066
0057873,0.281965,0.43784,0.134022
0057874,0.281965,0.479142,0.158757
0057875,0.281965,0.360606,0.130518
0057876,0.281965,0.362727,0.157972
0057877,0.00440822,0.207791,0.160146
0057878,0.00440822,0.179712,0.131952
0057879,0.00440822,0.243332,0.157705
0057880,0.00440822,0.194678,0.143155
0057881,0.00440822,0.174006,0.280653
0057882,0.00440822,0.221139,0.373959
0057883,0.00440822,0.197585,0.136251
0057884,0.00440822,0.183993,0.165257
0057885,0.00440822,0.235402,0.160776
0057886,0.00440822,0.225231,0.214611
0057887,0.00440822,0.204474,0.160423
0057888,0.00440822,0.159723,0.188762
0057889,0.00440822,0.201259,0.120766
0057890,0.00440822,0.252102,0.197935
0057891,0.00440822,0.233309,0.131267
0057892,0.00440822,0.173132,0.147298
0057893,0.00440822,0.169537,0.112619
0057894,0.00440822,0.236642,0.228044
0057895,0.00440822,0.251622,0.221652
0057896,0.00440822,0.233077,0.159279
0057897,0.00440822,0.20677,0.124281
0057898,0.00440822,0.218623,0.162024
0057899,0.00440822,0.212343,0.15312
0057900,0.00440822,0.204074,0.174643
0057901,0.00440822,0.176567,0.126621
0057902,0.00440822,0.160635,0.126699
0057903,0.00440822,0.167717,0.25619
0057904,0.00440822,0.175441,0.1338
0057905,0.00440822,0.213058,0.19784
0057906,0.00440822,0.175994,0.115248
0057907,0.00440822,0.196968,0.174811
0057908,0.00440822,0.199773,0.143371
0057909,0.00440822,0.18369,0.11248
0057910,0.00440822,0.209581,0.158699
0057911,0.00440822,0.211915,0.198967
0057912,0.00440822,0.180267,0.176675
0057913,0.00440822,0.179108,0.185893
0057914,0.00440822,0.232544,0.139107
0057915,0.00440822,0.153166,0.1541
0057916,0.00440822,0.120106,0.13624
0057917,0.00440822,0.179239,0.142956
0057918,0.00440822,0.151325,0.180694
0057919,0.00440822,0.152945,0.13301
0057920,0.00440822,0.141092,0.194113
0057921,0.00440822,0.156897,0.183201
0057922,0.00440822,0.214086,0.20352
0057923,0.00440822,0.268861,0.222496
0057924,0.00440822,0.17203,0.116487
0057925,0.00440822,0.153841,0.200179
0057926,0.00440865,0.204217,0.198056
0057927,0.00667816,0.174408,0.22091
0057928,0.224722,0.344637,0.130339
0057929,0.396051,0.465692,0.105511
0057930,0.0171597,0.115227,0.145503
0057931,0.00441583,0.135125,0.142689
0057932,0.00440822,0.117129,0.0937366
0057933,0.00440822,0.0657416,0.12341
0057934,0.00440822,0.0429403,0.0911602
0057935,0.00440822,0.0657089,0.138775
0057936,0.00440822,0.117242,0.142232
0057937,0.00440822,0.0746036,0.140486
0057938,1.26227e-06,0.190979,0.196701
0057939,1.26227e-06,0.166291,0.141053
0057940,1.26227e-06,0.176084,0.132394
0057941,1.26227e-06,0.215477,0.161018
0057942,1.26227e-06,0.198661,0.262808
0057943,1.26227e-06,0.223393,0.431175
0057944,1.26227e-06,0.188848,0.128604
0057945,1.26227e-06,0.168546,0.121202
0057946,1.26227e-06,0.210983,0.14448
0057947,1.26227e-06,0.206867,0.142059
0057948,1.26227e-06,0.179034,0.141049
0057949,1.26227e-06,0.233318,0.126817
0057950,1.26227e-06,0.237631,0.189281
0057951,1.26227e-06,0.176281,0.0985939
0057952,1.26227e-06,0.155598,0.405176
0057953,1.26227e-06,0.172387,0.322556
0057954,1.26227e-06,0.244957,0.378321
0057955,1.26227e-06,0.222391,0.417463
0057956,1.26227e-06,0.155607,0.341138
0057957,1.26227e-06,0.153201,0.319061
0057958,1.26227e-06,0.196134,0.346031
0057959,1.26227e-06,0.252432,0.350441
0057960,1.26227e-06,0.199583,0.363237
0057961,1.26227e-06,0.176354,0.401017
0057962,1.26227e-06,0.208214,0.391599
0057963,1.26227e-06,0.216076,0.433654
0057964,1.26227e-06,0.196505,0.395262
0057965,1.26227e-06,0.134313,0.404613
0057966,1.26227e-06,0.171565,0.40365
0057967,1.26227e-06,0.177078,0.326948
0057968,1.26227e-06,0.117088,0.380424
0057969,1.26227e-06,0.133356,0.393378
0057970,1.26227e-06,0.180206,0.378635
0057971,1.26227e-06,0.156488,0.315797
0057972,1.26227e-06,0.131151,0.415781
0057973,1.26227e-06,0.202461,0.369146
0057974,1.26227e-06,0.24043,0.386042
0057975,1.26227e-06,0.170868,0.335362
0057976,1.26227e-06,0.215471,0.335839
0057977,1.26227e-06,0.233686,0.392537
0057978,1.26227e-06,0.264787,0.397265
0057979,1.26227e-06,0.196696,0.390996
0057980,1.26227e-06,0.1586,0.402479
0057981,1.26227e-06,0.158754,0.36708
0057982,1.26227e-06,0.175613,0.385457
0057983,1.26227e-06,0.0831868,0.378434
0057984,1.26227e-06,0.0783442,0.343686
0057985,1.26227e-06,0.0994731,0.345384
0057986,1.26228e-06,0.164606,0.362546
0057987,1.69063e-06,0.234305,0.438359
0057988,0.0022712,0.23827,0.451726
0057989,0.220315,0.446965,0.416062
0057990,0.391644,0.546437,0.369308
0057991,0.0127528,0.189223,0.342844
0057992,8.86652e-06,0.0268689,0.303123
0057993,1.26236e-06,0.136877,0.3301
0057994,1.26227e-06,1.26227e-06,0.293176
0057995,1.26227e-06,1.26227e-06,0.262117
0057996,1.26227e-06,0.31182,0.447102
0057997,1.26227e-06,0.0987291,0.382184
0057998,1.26227e-06,0.107857,0.336633
0057999,6.62012e-12,0.172424,0.395574
0058000,6.62012e-12,0.197223,0.399273
0058001,6.62012e-12,0.150996,0.327787
0058002,6.62012e-12,0.141841,0.345403
0058003,6.62012e-12,0.158824,0.472093
0058004,6.62012e-12,0.174501,0.578356
0058005,6.62012e-12,0.229392,0.370268
0058006,6.62012e-12,0.1395,0.321556
0058007,6.62012e-12,0.203234,0.395878
0058008,6.62012e-12,0.195188,0.369991
0058009,6.62012e-12,0.171441,0.391658
0058010,6.62012e-12,0.159117,0.328505
0058011,6.62012e-12,0.219496,0.315838
0058012,6.62012e-12,0.183201,0.336231
0058013,6.62012e-12,0.229107,0.349404
0058014,6.62012e-12,0.235623,0.308954
0058015,6.62012e-12,0.138951,0.271712
0058016,6.62012e-12,0.134937,0.361276
0058017,6.62012e-12,0.159364,0.282983
0058018,6.62012e-12,0.20381,0.362621
0058019,6.62012e-12,0.163125,0.283135
0058020,6.62012e-12,0.132385,0.275199
0058021,6.62012e-12,0.132526,0.272673
0058022,6.62012e-12,0.142599,0.335329
0058023,6.62012e-12,0.218417,0.303248
0058024,6.62012e-12,0.154953,0.349221
0058025,6.62012e-12,0.159011,0.306553
0058026,6.62012e-12,0.190347,0.399319
0058027,6.62012e-12,0.177891,0.369374
0058028,6.62012e-12,0.152352,0.298079
0058029,6.62012e-12,0.195561,0.320417
0058030,6.62012e-12,0.198918,0.32211
0058031,6.62012e-12,0.176355,0.328852
0058032,6.62012e-12,0.200726,0.303004
0058033,6.62012e-12,0.20737,0.346705
0058034,6.62012e-12,0.190005,0.342438
0058035,6.62012e-12,0.213082,0.299216
0058036,6.62012e-12,0.209136,0.32564
0058037,6.62012e-12,0.166169,0.283669
0058038,6.62012e-12,0.172878,0.282993
0058039,6.62012e-12,0.129804,0.32023
0058040,6.62012e-12,0.148889,0.339751
0058041,6.62012e-12,0.2192,0.341581
0058042,6.62012e-12,0.238494,0.355723
0058043,6.62012e-12,0.220234,0.367884
0058044,6.62012e-12,0.229128,0.391936
0058045,6.62012e-12,0.217756,0.3471
0058046,6.62012e-12,0.15273,0.368659
0058047,8.10068e-12,0.107783,0.295874
0058048,4.28365e-07,0.150761,0.36164
0058049,0.00226993,0.13617,0.35423
0058050,0.220313,0.334187,0.381555
0058051,0.391643,0.447049,0.298717
0058052,0.0127515,0.133445,0.318383
0058053,7.60425e-06,0.0245955,0.255098
0058054,8.96763e-11,0.00457178,0.296569
0058055,6.62014e-12,0.143463,0.290205
0058056,6.62012e-12,6.62012e-12,0.264362
0058057,6.62012e-12,0.0861547,0.316585
0058058,6.62012e-12,0.198151,0.384452
0058059,6.62012e-12,0.0688776,0.284668
0058060,6.35917e-19,0.19187,0.330572
0058061,6.35917e-19,0.133699,0.335001
0058062,6.35917e-19,0.138571,0.318026
0058063,6.35917e-19,0.162393,0.318571
0058064,6.35917e-19,0.161519,0.447906
0058065,6.35917e-19,0.138593,0.542232
0058066,6.35917e-19,0.129452,0.320457
0058067,6.35917e-19,0.151905,0.313633
0058068,6.35917e-19,0.176471,0.311217
0058069,6.35917e-19,0.176913,0.299957
0058070,6.35917e-19,0.121265,0.297496
0058071,6.35917e-19,0.194989,0.327618
0058072,6.35917e-19,0.205386,0.255698
0058073,6.35917e-19,0.146572,0.23755
0058074,6.35917e-19,0.12066,0.0904209
0058075,6.35917e-19,0.189016,0.152826
0058076,6.35917e-19,0.177549,0.106231
0058077,6.35917e-19,0.164839,0.12019
0058078,6.35917e-19,0.148769,0.124385
0058079,6.35917e-19,0.113063,0.0906925
0058080,6.35917e-19,0.120373,0.0861639
0058081,6.35917e-19,0.135596,0.0921448
0058082,6.35917e-19,0.151502,0.0939541
0058083,6.35917e-19,0.161286,0.0999874
0058084,6.35917e-19,0.149433,0.130555
0058085,6.35917e-19,0.163428,0.0872299
0058086,6.35917e-19,0.134648,0.199914
0058087,6.35917e-19,0.165869,0.121174
0058088,6.35917e-19,0.237095,0.218176
0058089,6.35917e-19,0.194634,0.125755
0058090,6.35917e-19,0.201783,0.14196
0058091,6.35917e-19,0.237167,0.132735
0058092,6.35917e-19,0.210544,0.223125
0058093,6.35917e-19,0.181961,0.116596
0058094,6.35917e-19,0.198724,0.141946
0058095,6.35917e-19,0.217357,0.120818
0058096,6.35917e-19,0.205219,0.161094
0058097,6.35917e-19,0.187721,0.109557
0058098,6.35917e-19,0.177637,0.113044
0058099,6.35917e-19,0.202195,0.114087
0058100,6.35917e-19,0.222742,0.117994
0058101,6.35917e-19,0.145579,0.142783
0058102,6.35917e-19,0.129018,0.139199
0058103,6.35917e-19,0.137567,0.172774
0058104,6.35917e-19,0.166781,0.153384
0058105,6.35917e-19,0.157149,0.163617
0058106,6.35917e-19,0.115992,0.140951
0058107,7.29644e-19,0.156003,0.144579
0058108,1.48056e-12,0.146823,0.181464
0058109,4.28359e-07,0.120794,0.134548
0058110,0.00226993,0.0916778,0.16018
0058111,0.220313,0.383922,0.151395
0058112,0.391643,0.467389,0.200992
0058113,0.0127515,0.125491,0.1415
0058114,7.60424e-06,0.202045,0.138235
0058115,8.30561e-11,0.0685349,0.0956473
0058116,1.72513e-17,0.00508647,0.127265
0058117,6.35917e-19,6.35917e-19,0.059314
0058118,6.35917e-19,0.0745805,0.137901
0058119,6.35917e-19,0.0622837,0.131893
0058120,6.35917e-19,0.146126,0.11753
0058121,1.11881e-27,0.0288363,0.0815693
0058122,1.11881e-27,0.0286533,0.116236
0058123,1.11881e-27,0.0289979,0.0913167
0058124,1.11881e-27,0.0293997,0.101742
0058125,1.11881e-27,0.0294795,0.223677
0058126,1.11881e-27,0.0300183,0.321599
0058127,1.11881e-27,0.0426562,0.071581
0058128,1.11881e-27,0.0705266,0.0839149
0058129,1.11881e-27,0.104964,0.111413
0058130,1.11881e-27,0.105422,0.154317
0058131,1.11881e-27,0.0661783,0.0976329
0058132,1.11881e-27,0.0277233,0.0144656
0058133,1.11881e-27,0.0269291,0.0121329
0058134,1.11881e-27,0.113714,0.0419003
0058135,1.11881e-27,0.182875,0.0817567
0058136,1.11881e-27,0.166862,0.0784711
0058137,1.11881e-27,0.147224,0.0716676
0058138,1.11881e-27,0.128374,0.0696926
0058139,1.11881e-27,0.145811,0.0716642
0058140,1.11881e-27,0.233818,0.130631
0058141,1.11881e-27,0.0844765,0.0681718
0058142,1.11881e-27,0.0350245,0.0334236
0058143,1.11881e-27,0.0303464,0.0315849
0058144,1.11881e-27,0.0268134,0.0292984
0058145,1.11881e-27,0.0256553,0.0297446
0058146,1.11881e-27,0.0182927,0.0283509
0058147,1.11881e-27,0.00478622,0.0187897
0058148,1.11881e-27,0.00287356,0.0405726
0058149,1.11881e-27,0.00303214,0.173487
0058150,1.11881e-27,0.00371622,0.0089373
0058151,1.11881e-27,0.00545746,0.0290814
0058152,1.11881e-27,0.00293926,0.0505114
0058153,1.11881e-27,0.189325,0.107085
0058154,1.11881e-27,0.218486,0.119344
0058155,1.11881e-27,0.259398,0.116184
0058156,1.11881e-27,0.189234,0.0876576
0058157,1.11881e-27,0.148679,0.071712
0058158,1.11881e-27,0.168955,0.135709
0058159,1.11881e-27,0.182842,0.13055
