DB No.,n_d[i],d_u,d_u_d_v 
0057575,1.29833e-56,0.198669,0.456652
0057576,1.29833e-56,0.193183,0.279043
0057577,1.29833e-56,0.1867,0.285945
0057578,1.29833e-56,0.182819,0.292817
0057579,1.29833e-56,0.156315,0.230617
0057580,1.29833e-56,0.154948,0.216428
0057581,1.29833e-56,0.13427,0.215461
0057582,1.29833e-56,0.196955,0.166859
0057583,1.29833e-56,0.171855,0.111581
0057584,1.29833e-56,0.210794,0.112349
0057585,1.29833e-56,0.200911,0.109294
0057586,1.29833e-56,0.176516,0.403305
0057587,1.29833e-56,0.219672,0.416643
0057588,1.29833e-56,0.22042,0.463175
0057589,1.29833e-56,0.174005,0.404862
0057590,1.29833e-56,0.126694,0.387906
0057591,1.29833e-56,0.149936,0.39509
0057592,1.29833e-56,0.192008,0.408093
0057593,1.29833e-56,0.151483,0.433218
0057594,1.29833e-56,0.130565,0.389103
0057595,1.29833e-56,0.131788,0.389481
0057596,1.29833e-56,0.172584,0.40209
0057597,1.29833e-56,0.127825,0.415701
0057598,1.29833e-56,0.139133,0.393926
0057599,1.29833e-56,0.140015,0.438945
0057600,1.29833e-56,0.136089,0.511401
0057601,1.29833e-56,0.17652,0.423977
0057602,1.29833e-56,0.178181,0.430293
0057603,1.29833e-56,0.14188,0.3926
0057604,1.29833e-56,0.140034,0.408137
0057605,1.29833e-56,0.174229,0.416841
0057606,1.29833e-56,0.191511,0.483826
0057607,1.29833e-56,0.204119,0.414022
0057608,1.29833e-56,0.195439,0.409154
0057609,1.29833e-56,0.190476,0.40762
0057610,1.29833e-56,0.256968,0.428171
0057611,1.29833e-56,0.198673,0.429021
0057612,1.29833e-56,0.183636,0.430728
0057613,1.29833e-56,0.229006,0.419528
0057614,6.99763e-50,0.185258,0.406007
0057615,1.01204e-37,0.186825,0.406491
0057616,2.6808e-27,0.191811,0.475425
0057617,1.30063e-18,0.150353,0.522915
0057618,1.15575e-11,0.153197,0.557329
0057619,1.88104e-06,0.152288,0.581103
0057620,0.00560732,0.181088,0.575195
0057621,0.306149,0.491732,0.567282
0057622,0.306149,0.493048,0.478858
0057623,0.00560732,0.152385,0.50889
0057624,1.88104e-06,0.0851749,0.525691
0057625,1.15575e-11,0.139687,0.468588
0057626,1.30063e-18,0.101897,0.483887
0057627,2.6808e-27,0.117204,0.510318
0057628,1.01204e-37,0.195457,0.508935
0057629,6.99763e-50,0.262576,0.578894
0057630,1.29833e-56,0.149673,0.47954
0057631,1.29833e-56,0.12965,0.516411
0057632,1.29833e-56,0.0907718,0.432809
0057633,1.38746e-43,0.197083,0.409663
0057634,1.38746e-43,0.206442,0.416428
0057635,1.38746e-43,0.258664,0.699912
0057636,1.38746e-43,0.153901,0.738562
0057637,1.38746e-43,0.213105,0.581331
0057638,1.38746e-43,0.20585,0.597784
0057639,1.38746e-43,0.229488,0.623508
0057640,1.38746e-43,0.213051,0.579092
0057641,1.38746e-43,0.225795,0.543576
0057642,1.38746e-43,0.216921,0.536054
0057643,1.38746e-43,0.16548,0.428648
0057644,1.38746e-43,0.226404,0.42725
0057645,1.38746e-43,0.226612,0.418788
0057646,1.38746e-43,0.187993,0.406852
0057647,1.38746e-43,0.204848,0.141638
0057648,1.38746e-43,0.151407,0.123713
0057649,1.38746e-43,0.199636,0.141138
0057650,1.38746e-43,0.187988,0.138322
0057651,1.38746e-43,0.21742,0.143964
0057652,1.38746e-43,0.20288,0.145549
0057653,1.38746e-43,0.182115,0.160793
0057654,1.38746e-43,0.184923,0.175108
0057655,1.38746e-43,0.167744,0.166645
0057656,1.38746e-43,0.194062,0.196402
0057657,1.38746e-43,0.141864,0.200416
0057658,1.38746e-43,0.191304,0.175241
0057659,1.38746e-43,0.144981,0.134488
0057660,1.38746e-43,0.138948,0.142298
0057661,1.38746e-43,0.134454,0.136343
0057662,1.38746e-43,0.129153,0.0871156
0057663,1.38746e-43,0.151356,0.0939781
0057664,1.38746e-43,0.157186,0.0957798
0057665,1.38746e-43,0.209337,0.111898
0057666,1.38746e-43,0.125221,0.0859003
0057667,1.38746e-43,0.182498,0.137476
0057668,1.38746e-43,0.154857,0.174068
0057669,1.38746e-43,0.215726,0.183082
0057670,1.38746e-43,0.269995,0.181834
0057671,1.38746e-43,0.200026,0.211194
0057672,1.38746e-43,0.220732,0.196828
0057673,1.38746e-43,0.248897,0.233648
0057674,1.38746e-43,0.209717,0.261564
0057675,1.38746e-43,0.242033,0.233583
0057676,1.01204e-37,0.277735,0.178934
0057677,2.6808e-27,0.282144,0.144228
0057678,1.30063e-18,0.251566,0.131936
0057679,1.15575e-11,0.295547,0.282438
0057680,1.88104e-06,0.245739,0.30681
0057681,0.00560732,0.229382,0.287861
0057682,0.306149,0.528903,0.288753
0057683,0.306149,0.523037,0.212011
0057684,0.00560732,0.223216,0.18909
0057685,1.88104e-06,0.125749,0.250938
0057686,1.15575e-11,0.128832,0.244472
0057687,1.30063e-18,0.0857143,0.173427
0057688,2.6808e-27,0.110436,0.218035
0057689,1.01204e-37,0.0570657,0.127476
0057690,1.38746e-43,0.112521,0.299198
0057691,1.38746e-43,0.129651,0.194399
0057692,1.38746e-43,0.182388,0.229549
0057693,1.38746e-43,0.136661,0.109612
0057694,2.71567e-32,0.238806,0.138931
0057695,2.71567e-32,0.174752,0.106281
0057696,2.71567e-32,0.241979,0.417808
0057697,2.71567e-32,0.271917,0.490631
0057698,2.71567e-32,0.231116,0.274558
0057699,2.71567e-32,0.194111,0.288422
0057700,2.71567e-32,0.188033,0.316943
0057701,2.71567e-32,0.243064,0.295164
0057702,2.71567e-32,0.234524,0.274473
0057703,2.71567e-32,0.248573,0.241083
0057704,2.71567e-32,0.185099,0.152501
0057705,2.71567e-32,0.195612,0.108878
0057706,2.71567e-32,0.232861,0.143279
0057707,2.71567e-32,0.205979,0.119864
0057708,2.71567e-32,0.175355,0.0605175
0057709,2.71567e-32,0.140823,0.0435244
0057710,2.71567e-32,0.18558,0.106177
0057711,2.71567e-32,0.21267,0.144205
0057712,2.71567e-32,0.219169,0.10284
0057713,2.71567e-32,0.186699,0.125036
0057714,2.71567e-32,0.185492,0.0573305
0057715,2.71567e-32,0.224753,0.0694648
0057716,2.71567e-32,0.216735,0.0693825
0057717,2.71567e-32,0.212097,0.0655532
0057718,2.71567e-32,0.156238,0.100977
0057719,2.71567e-32,0.154069,0.0476186
0057720,2.71567e-32,0.163804,0.0506273
0057721,2.71567e-32,0.18438,0.0569868
0057722,2.71567e-32,0.134112,0.0414504
0057723,2.71567e-32,0.132855,0.0424248
0057724,2.71567e-32,0.181003,0.14652
0057725,2.71567e-32,0.150552,0.0465314
0057726,2.71567e-32,0.149193,0.0461114
0057727,2.71567e-32,0.188553,0.0582764
0057728,2.71567e-32,0.170436,0.0682937
0057729,2.71567e-32,0.184476,0.0570164
0057730,2.71567e-32,0.184517,0.057029
0057731,2.71567e-32,0.19425,0.0600374
0057732,2.71567e-32,0.241046,0.0745006
0057733,2.71567e-32,0.220765,0.0758056
0057734,2.71567e-32,0.229058,0.0707955
0057735,2.71567e-32,0.221561,0.0684782
0057736,2.71567e-32,0.234735,0.0725502
0057737,2.71568e-32,0.210974,0.0850479
0057738,2.68082e-27,0.246461,0.0761743
0057739,1.30063e-18,0.269106,0.0831732
0057740,1.15575e-11,0.214618,0.0663325
0057741,1.88104e-06,0.253417,0.0783237
0057742,0.00560732,0.30613,0.0953592
0057743,0.306149,0.586967,0.086793
0057744,0.306149,0.543563,0.073378
0057745,0.00560732,0.210863,0.0634389
0057746,1.88104e-06,0.28339,0.108894
0057747,1.15575e-11,0.323357,0.0999408
0057748,1.30063e-18,0.223477,0.0690705
0057749,2.68082e-27,0.186261,0.0880931
0057750,2.71568e-32,0.143958,0.0937548
0057751,2.71567e-32,0.150159,0.0538769
0057752,2.71567e-32,0.0971548,0.0300278
0057753,2.71567e-32,0.0858959,0.026548
0057754,2.71567e-32,0.0803821,0.115841
0057755,9.73545e-23,0.201843,0.0875018
0057756,9.73545e-23,0.228861,0.134787
0057757,9.73545e-23,0.26355,0.292983
0057758,9.73545e-23,0.222931,0.280429
0057759,9.73545e-23,0.21666,0.0708378
0057760,9.73545e-23,0.218937,0.0676686
0057761,9.73545e-23,0.196005,0.144363
0057762,9.73545e-23,0.233436,0.0721487
0057763,9.73545e-23,0.247153,0.0763883
0057764,9.73545e-23,0.234589,0.0962154
0057765,9.73545e-23,0.221391,0.081539
0057766,9.73545e-23,0.216835,0.0670177
0057767,9.73545e-23,0.188715,0.0583265
0057768,9.73545e-23,0.184557,0.0570415
0057769,9.73545e-23,0.171241,0.101077
0057770,9.73545e-23,0.183095,0.107512
0057771,9.73545e-23,0.169796,0.186715
0057772,9.73545e-23,0.194006,0.1306
0057773,9.73545e-23,0.16996,0.15496
0057774,9.73545e-23,0.162276,0.14244
0057775,9.73545e-23,0.186922,0.174907
0057776,9.73545e-23,0.222491,0.20027
0057777,9.73545e-23,0.245283,0.17956
0057778,9.73545e-23,0.187411,0.183873
0057779,9.73545e-23,0.195234,0.183733
0057780,9.73545e-23,0.216815,0.208582
0057781,9.73545e-23,0.221254,0.180324
0057782,9.73545e-23,0.182589,0.195695
0057783,9.73545e-23,0.169321,0.209546
0057784,9.73545e-23,0.20285,0.22098
0057785,9.73545e-23,0.173228,0.173678
0057786,9.73545e-23,0.169713,0.0944381
0057787,9.73545e-23,0.163987,0.121821
0057788,9.73545e-23,0.204455,0.187316
0057789,9.73545e-23,0.170703,0.205835
0057790,9.73545e-23,0.213464,0.178527
0057791,9.73545e-23,0.254528,0.21156
0057792,9.73545e-23,0.216532,0.190429
0057793,9.73545e-23,0.218284,0.17174
0057794,9.73545e-23,0.256266,0.292714
0057795,9.73545e-23,0.274809,0.205354
0057796,9.73545e-23,0.238982,0.189413
0057797,9.73545e-23,0.229955,0.18438
0057798,9.73545e-23,0.223194,0.198242
0057799,9.73572e-23,0.213407,0.290792
0057800,1.30073e-18,0.243816,0.219118
0057801,1.15575e-11,0.220825,0.256701
0057802,1.88104e-06,0.207191,0.247833
0057803,0.00560732,0.257212,0.254826
0057804,0.306149,0.594157,0.239482
0057805,0.306149,0.619141,0.201188
0057806,0.00560732,0.325161,0.195189
0057807,1.88104e-06,0.288175,0.195431
0057808,1.15575e-11,0.30966,0.211779
0057809,1.30073e-18,0.26852,0.204168
0057810,9.73572e-23,0.229663,0.160561
0057811,9.73545e-23,0.232105,0.197309
0057812,9.73545e-23,0.205074,0.241503
0057813,9.73545e-23,0.223698,0.250977
0057814,9.73545e-23,0.12766,0.215549
0057815,9.73545e-23,0.102659,0.113803
0057816,6.39229e-15,0.226734,0.164626
0057817,6.39229e-15,0.232405,0.155776
0057818,6.39229e-15,0.225496,0.437726
0057819,6.39229e-15,0.235646,0.379735
0057820,6.39229e-15,0.214992,0.160624
0057821,6.39229e-15,0.231961,0.205196
0057822,6.39229e-15,0.263632,0.220762
0057823,6.39229e-15,0.26302,0.25508
0057824,6.39229e-15,0.220431,0.22808
0057825,6.39229e-15,0.200821,0.237406
0057826,6.39229e-15,0.228437,0.197205
0057827,6.39229e-15,0.217963,0.15487
0057828,6.39229e-15,0.202122,0.10757
0057829,6.39229e-15,0.216247,0.148428
0057830,6.39229e-15,0.196572,0.165606
0057831,6.39229e-15,0.172818,0.115467
0057832,6.39229e-15,0.163606,0.164354
0057833,6.39229e-15,0.203942,0.169063
0057834,6.39229e-15,0.199314,0.122683
0057835,6.39229e-15,0.191807,0.148603
0057836,6.39229e-15,0.160091,0.144206
0057837,6.39229e-15,0.15622,0.25022
0057838,6.39229e-15,0.224281,0.149412
0057839,6.39229e-15,0.243896,0.213224
0057840,6.39229e-15,0.224533,0.199871
0057841,6.39229e-15,0.245248,0.260834
0057842,6.39229e-15,0.269946,0.211604
0057843,6.39229e-15,0.277734,0.224878
0057844,6.39229e-15,0.20816,0.193189
0057845,6.39229e-15,0.229157,0.245339
0057846,6.39229e-15,0.24597,0.210812
0057847,6.39229e-15,0.260351,0.175635
0057848,6.39229e-15,0.19067,0.174807
0057849,6.39229e-15,0.206338,0.183007
0057850,6.39229e-15,0.236041,0.179862
0057851,6.39229e-15,0.182684,0.186609
0057852,6.39229e-15,0.17904,0.142703
0057853,6.39229e-15,0.239175,0.1735
0057854,6.39229e-15,0.204231,0.170735
0057855,6.39229e-15,0.204717,0.246955
0057856,6.39229e-15,0.218929,0.213829
0057857,6.39229e-15,0.259058,0.197366
0057858,6.39229e-15,0.229431,0.196364
0057859,6.39229e-15,0.265672,0.235058
0057860,6.39229e-15,0.257053,0.248132
0057861,6.39359e-15,0.220593,0.244521
0057862,1.15639e-11,0.203881,0.191186
0057863,1.88104e-06,0.141722,0.257248
0057864,0.00560732,0.143544,0.238472
0057865,0.306149,0.472003,0.217948
0057866,0.306149,0.431552,0.132215
0057867,0.00560732,0.141216,0.119589
0057868,1.88104e-06,0.143196,0.193539
0057869,1.15639e-11,0.185677,0.177626
0057870,6.39359e-15,0.289578,0.166421
0057871,6.39229e-15,0.219276,0.168055
0057872,6.39229e-15,0.18497,0.155442
0057873,6.39229e-15,0.203582,0.242183
0057874,6.39229e-15,0.279438,0.257853
0057875,6.39229e-15,0.165294,0.242267
0057876,6.39229e-15,0.196467,0.157816
0057877,7.6874e-09,0.238439,0.187324
0057878,7.6874e-09,0.294773,0.187159
0057879,7.6874e-09,0.277969,0.41886
0057880,7.6874e-09,0.244503,0.410077
0057881,7.6874e-09,0.243294,0.187199
0057882,7.6874e-09,0.288962,0.196155
0057883,7.6874e-09,0.275681,0.260268
0057884,7.6874e-09,0.240256,0.228343
0057885,7.6874e-09,0.252664,0.245346
0057886,7.6874e-09,0.262036,0.245304
0057887,7.6874e-09,0.23025,0.214822
0057888,7.6874e-09,0.225006,0.195465
0057889,7.6874e-09,0.236652,0.113202
0057890,7.6874e-09,0.231608,0.116681
0057891,7.6874e-09,0.217823,0.197389
0057892,7.6874e-09,0.235952,0.143128
0057893,7.6874e-09,0.213988,0.145976
0057894,7.6874e-09,0.207146,0.197747
0057895,7.6874e-09,0.194705,0.131581
0057896,7.6874e-09,0.212941,0.156909
0057897,7.6874e-09,0.198534,0.143773
0057898,7.6874e-09,0.205241,0.206693
0057899,7.6874e-09,0.174885,0.165474
0057900,7.6874e-09,0.169856,0.177426
0057901,7.6874e-09,0.221697,0.157956
0057902,7.6874e-09,0.236116,0.200568
0057903,7.6874e-09,0.191052,0.194685
0057904,7.6874e-09,0.205232,0.184128
0057905,7.6874e-09,0.247214,0.196365
0057906,7.6874e-09,0.284951,0.262545
0057907,7.6874e-09,0.25482,0.199572
0057908,7.6874e-09,0.240209,0.168475
0057909,7.6874e-09,0.273385,0.15906
0057910,7.6874e-09,0.305234,0.20912
0057911,7.6874e-09,0.23441,0.165536
0057912,7.6874e-09,0.209625,0.184982
0057913,7.6874e-09,0.234056,0.143255
0057914,7.6874e-09,0.216385,0.194851
0057915,7.6874e-09,0.171989,0.153021
0057916,7.6874e-09,0.225509,0.22863
0057917,7.6874e-09,0.153846,0.164067
0057918,7.6874e-09,0.179102,0.226458
0057919,7.6874e-09,0.20038,0.191646
0057920,7.6874e-09,0.236752,0.203712
0057921,7.6874e-09,0.244962,0.262975
0057922,7.6874e-09,0.222945,0.234971
0057923,7.69896e-09,0.204438,0.21802
0057924,1.88873e-06,0.220407,0.224735
0057925,0.00560732,0.207144,0.289663
0057926,0.306149,0.474664,0.223661
0057927,0.306149,0.453384,0.189326
0057928,0.00560732,0.138974,0.0993972
0057929,1.88873e-06,0.143884,0.18953
0057930,7.69896e-09,0.168703,0.172574
0057931,7.6874e-09,0.120653,0.115248
0057932,7.6874e-09,0.100719,0.114241
0057933,7.6874e-09,0.07165,0.115903
0057934,7.6874e-09,0.0590845,0.190375
0057935,7.6874e-09,0.074973,0.183801
0057936,7.6874e-09,0.0899111,0.208771
0057937,7.6874e-09,0.0730726,0.150188
0057938,0.000169326,0.272681,0.230875
0057939,0.000169326,0.266233,0.181945
0057940,0.000169326,0.286818,0.414703
0057941,0.000169326,0.310212,0.424575
0057942,0.000169326,0.297714,0.204303
0057943,0.000169326,0.305897,0.207618
0057944,0.000169326,0.252461,0.228514
0057945,0.000169326,0.277192,0.2516
0057946,0.000169326,0.250898,0.24719
0057947,0.000169326,0.321056,0.290194
0057948,0.000169326,0.277276,0.248246
0057949,0.000169326,0.218329,0.0954682
0057950,0.000169326,0.227973,0.149778
0057951,0.000169326,0.224349,0.135028
0057952,0.000169326,0.292781,0.148767
0057953,0.000169326,0.255699,0.164722
0057954,0.000169326,0.285702,0.147994
0057955,0.000169326,0.263334,0.1847
0057956,0.000169326,0.251228,0.138578
0057957,0.000169326,0.259112,0.126572
0057958,0.000169326,0.26096,0.144478
0057959,0.000169326,0.257775,0.193458
0057960,0.000169326,0.216683,0.149909
0057961,0.000169326,0.241959,0.176415
0057962,0.000169326,0.229545,0.190435
0057963,0.000169326,0.212715,0.146019
0057964,0.000169326,0.201794,0.211343
0057965,0.000169326,0.222431,0.175052
0057966,0.000169326,0.202721,0.194338
0057967,0.000169326,0.21103,0.23328
0057968,0.000169326,0.260218,0.250077
0057969,0.000169326,0.245662,0.218279
0057970,0.000169326,0.250773,0.157657
0057971,0.000169326,0.284775,0.234775
0057972,0.000169326,0.320922,0.221454
0057973,0.000169326,0.279713,0.180915
0057974,0.000169326,0.294999,0.170285
0057975,0.000169326,0.261316,0.127934
0057976,0.000169326,0.252262,0.157764
0057977,0.000169326,0.244421,0.203608
0057978,0.000169326,0.288189,0.194921
0057979,0.000169326,0.247129,0.260331
0057980,0.000169326,0.231585,0.197953
0057981,0.000169326,0.186428,0.175721
0057982,0.000169326,0.172159,0.224507
0057983,0.000169326,0.164282,0.21179
0057984,0.000169326,0.159063,0.199205
0057985,0.000171207,0.125507,0.209118
0057986,0.00577664,0.120806,0.227617
0057987,0.306318,0.457969,0.237964
0057988,0.306318,0.559551,0.229288
0057989,0.00577664,0.268544,0.134326
0057990,0.000171207,0.22062,0.180763
0057991,0.000169326,0.15644,0.185832
0057992,0.000169326,0.0958024,0.111648
0057993,0.000169326,0.0357816,0.0811158
0057994,0.000169326,0.000169326,0.0924005
0057995,0.000169326,0.000169326,0.124866
0057996,0.000169326,0.105928,0.158552
0057997,0.000169326,0.0792155,0.191857
0057998,0.000169326,0.0767991,0.13794
0057999,0.0683111,0.358577,0.264413
0058000,0.0683111,0.321608,0.174401
0058001,0.0683111,0.305019,0.390266
0058002,0.0683111,0.321028,0.390061
0058003,0.0683111,0.330509,0.221876
0058004,0.0683111,0.342979,0.209859
0058005,0.0683111,0.363366,0.229739
0058006,0.0683111,0.355502,0.242228
0058007,0.0683111,0.341589,0.240584
0058008,0.0683111,0.370316,0.315408
0058009,0.0683111,0.347323,0.251681
0058010,0.0683111,0.40988,0.121628
0058011,0.0683111,0.391782,0.111398
0058012,0.0683111,0.35629,0.128746
0058013,0.0683111,0.341106,0.172996
0058014,0.0683111,0.305853,0.122501
0058015,0.0683111,0.319194,0.145775
0058016,0.0683111,0.370423,0.192025
0058017,0.0683111,0.409345,0.158237
0058018,0.0683111,0.319135,0.146066
0058019,0.0683111,0.31956,0.124757
0058020,0.0683111,0.355133,0.193848
0058021,0.0683111,0.347509,0.14123
0058022,0.0683111,0.342933,0.199057
0058023,0.0683111,0.379902,0.178368
0058024,0.0683111,0.330675,0.18751
0058025,0.0683111,0.300036,0.221603
0058026,0.0683111,0.315711,0.153955
0058027,0.0683111,0.326947,0.188455
0058028,0.0683111,0.289984,0.226157
0058029,0.0683111,0.233098,0.215205
0058030,0.0683111,0.244139,0.13842
0058031,0.0683111,0.302037,0.144151
0058032,0.0683111,0.273061,0.132266
0058033,0.0683111,0.257266,0.164837
0058034,0.0683111,0.300488,0.176124
0058035,0.0683111,0.347598,0.140061
0058036,0.0683111,0.335268,0.152884
0058037,0.0683111,0.401694,0.160552
0058038,0.0683111,0.378175,0.17731
0058039,0.0683111,0.339503,0.169533
0058040,0.0683111,0.292666,0.208568
0058041,0.0683111,0.303348,0.189441
0058042,0.0683111,0.265715,0.175832
0058043,0.0683111,0.264351,0.223925
0058044,0.0683111,0.24129,0.221693
0058045,0.0683111,0.243036,0.17361
0058046,0.068313,0.242453,0.220675
0058047,0.0739184,0.254158,0.18761
0058048,0.37446,0.548615,0.262489
0058049,0.37446,0.523277,0.193706
0058050,0.0739184,0.185068,0.131536
0058051,0.068313,0.192731,0.145483
0058052,0.0683111,0.172374,0.16092
0058053,0.0683111,0.0737095,0.101611
0058054,0.0683111,0.152923,0.12581
0058055,0.0683111,0.13295,0.0803853
0058056,0.0683111,0.0683111,0.124063
0058057,0.0683111,0.172962,0.138369
0058058,0.0683111,0.225019,0.194686
0058059,0.0683111,0.193148,0.104823
0058060,0.504754,0.70594,0.212061
0058061,0.504754,0.677541,0.199915
0058062,0.504754,0.673414,0.345892
0058063,0.504754,0.687647,0.36923
0058064,0.504754,0.70445,0.179669
0058065,0.504754,0.660358,0.170829
0058066,0.504754,0.675574,0.186143
0058067,0.504754,0.671167,0.222987
0058068,0.504754,0.695148,0.241074
0058069,0.504754,0.722174,0.243315
0058070,0.504754,0.746976,0.238417
0058071,0.504754,0.77603,0.13123
0058072,0.504754,0.721791,0.0670801
0058073,0.504754,0.707267,0.0894074
0058074,0.504754,0.773344,0.103939
0058075,0.504754,0.790775,0.122009
0058076,0.504754,0.733829,0.0799993
0058077,0.504754,0.778191,0.150351
0058078,0.504754,0.70741,0.137632
0058079,0.504754,0.672226,0.0949192
0058080,0.504754,0.671484,0.0619513
0058081,0.504754,0.70021,0.0695195
0058082,0.504754,0.722959,0.105642
0058083,0.504754,0.674007,0.0715685
0058084,0.504754,0.672598,0.111993
0058085,0.504754,0.668179,0.107519
0058086,0.504754,0.725577,0.180819
0058087,0.504754,0.750846,0.159329
0058088,0.504754,0.761923,0.224386
0058089,0.504754,0.719508,0.157237
0058090,0.504754,0.781671,0.211441
0058091,0.504754,0.753735,0.158905
0058092,0.504754,0.711771,0.0977895
0058093,0.504754,0.746946,0.135648
0058094,0.504754,0.766431,0.179363
0058095,0.504754,0.6905,0.198844
0058096,0.504754,0.702171,0.0958217
0058097,0.504754,0.700732,0.0877731
0058098,0.504754,0.737883,0.0811482
0058099,0.504754,0.690204,0.0664288
0058100,0.504754,0.719418,0.115832
0058101,0.504754,0.774632,0.138262
0058102,0.504754,0.808569,0.156274
0058103,0.504754,0.649099,0.120434
0058104,0.504754,0.66524,0.179732
0058105,0.504754,0.728109,0.211925
0058106,0.504754,0.775454,0.25596
0058107,0.504756,0.680237,0.211241
0058108,0.510362,0.621689,0.180087
0058109,0.810904,0.957639,0.248799
0058110,0.810904,0.974097,0.200312
0058111,0.510362,0.651995,0.144524
0058112,0.504756,0.623214,0.149433
0058113,0.504754,0.560603,0.166166
0058114,0.504754,0.529889,0.0541138
0058115,0.504754,0.544163,0.108049
0058116,0.504754,0.530797,0.0803591
0058117,0.504754,0.504754,0.130753
0058118,0.504754,0.527704,0.105993
0058119,0.504754,0.526074,0.113217
0058120,0.504754,0.523024,0.0515715
0058121,0.0683111,0.165397,0.0880521
0058122,0.0683111,0.176362,0.165366
0058123,0.0683111,0.209615,0.325169
0058124,0.0683111,0.220853,0.355201
0058125,0.0683111,0.21937,0.140196
0058126,0.0683111,0.164559,0.1462
0058127,0.0683111,0.157091,0.155017
0058128,0.0683111,0.172992,0.191179
0058129,0.0683111,0.169198,0.182688
0058130,0.0683111,0.177734,0.205653
0058131,0.0683111,0.197909,0.187553
0058132,0.0683111,0.187831,0.0613295
0058133,0.0683111,0.181089,0.0348565
0058134,0.0683111,0.156959,0.0273987
0058135,0.0683111,0.0701971,0.0342699
0058136,0.0683111,0.313078,0.0867242
0058137,0.0683111,0.240035,0.0683499
0058138,0.0683111,0.244435,0.141831
0058139,0.0683111,0.354364,0.0885281
0058140,0.0683111,0.264106,0.0739061
0058141,0.0683111,0.144552,0.0353871
0058142,0.0683111,0.131253,0.0211547
0058143,0.0683111,0.120633,0.0244262
0058144,0.0683111,0.13377,0.0557467
0058145,0.0683111,0.212896,0.0573642
0058146,0.0683111,0.235703,0.102438
0058147,0.0683111,0.136149,0.155578
0058148,0.0683111,0.112411,0.0678113
0058149,0.0683111,0.072436,0.120209
0058150,0.0683111,0.0792515,0.0070701
0058151,0.0683111,0.101318,0.0672201
0058152,0.0683111,0.0875419,0.0645306
0058153,0.0683111,0.361894,0.183494
0058154,0.0683111,0.275877,0.104202
0058155,0.0683111,0.30772,0.191866
0058156,0.0683111,0.310164,0.169465
0058157,0.0683111,0.297225,0.0708679
0058158,0.0683111,0.262378,0.0752742
0058159,0.0683111,0.245996,0.0916707
0058160,0.0683111,0.265974,0.0627863
0058161,0.0683111,0.289523,0.0766022
0058162,0.0683111,0.268178,0.091148
0058163,0.0683111,0.229016,0.102573
